DISTRICT,DISTNAME,DPETALLC,ASIAN,AMERICAN INDIAN OR ALASKA NAT,NATIVE HAWAIIAN/OTHER PACIFIC,HISPANIC/LATINO,BLACK OR AFRICAN AMERICAN,TWO OR MORE RACES,Special Education,WHITE,Economic Disadvantage
145907,OAKWOOD ISD,188,3,0,0,19,43,8,15,113,147
145911,LEON ISD,794,16,0,0,227,8,12,57,527,416
146901,CLEVELAND ISD,4127,37,24,4,2257,392,66,326,1345,3305
146902,DAYTON ISD,5308,21,53,5,2080,435,79,477,2632,2972
146903,DEVERS ISD,189,0,0,0,58,6,2,11,119,95
146904,HARDIN ISD,1398,0,4,1,187,50,29,83,1126,708
146905,HULL-DAISETTA ISD,459,0,0,0,40,45,12,33,358,319
146906,LIBERTY ISD,2163,21,4,0,798,374,41,186,923,1336
146907,TARKINGTON ISD,1881,3,7,1,163,15,20,188,1672,880
147901,COOLIDGE ISD,336,0,0,0,178,68,8,45,80,273
147902,GROESBECK ISD,1826,18,29,3,412,242,36,184,1084,1214
147903,MEXIA ISD,1927,25,5,0,855,549,69,188,420,1572
148901,BOOKER ISD,404,0,0,0,288,0,2,33,111,239
148902,FOLLETT ISD,174,1,1,0,50,1,4,10,115,87
148903,HIGGINS ISD,151,1,0,0,27,3,1,22,117,104
148905,DARROUZETT ISD,113,0,1,0,41,0,9,9,62,77
149901,GEORGE WEST ISD,1082,5,2,0,608,6,9,95,451,558
149902,THREE RIVERS ISD,699,2,0,0,390,2,2,57,299,438
150901,LLANO ISD,1816,10,10,0,448,14,43,203,1287,1115
152802,RISE ACADEMY,272,0,1,1,84,177,5,38,1,240
152803,SOUTH PLAINS ACADEMY CHARTER DISTR,200,0,0,0,155,26,0,21,19,176
152901,LUBBOCK ISD,28755,517,86,28,16879,3968,546,3048,6757,18546
152902,NEW DEAL ISD,716,0,0,0,337,9,24,50,345,373
152903,SLATON ISD,1254,2,1,0,846,62,17,145,324,975
152906,LUBBOCK-COOPER ISD,5811,75,23,5,1975,110,127,430,3492,1964
152907,FRENSHIP ISD,9150,256,27,9,3650,338,265,722,4593,3961
152908,ROOSEVELT ISD,1084,3,6,1,608,53,13,109,398,822
152909,SHALLOWATER ISD,1621,0,6,0,525,11,21,134,1055,677
152910,IDALOU ISD,1002,0,3,0,403,4,7,84,584,359
153903,O'DONNELL ISD,306,0,0,0,212,0,0,22,92,242
153904,TAHOKA ISD,585,1,1,1,366,16,7,43,188,398
153905,NEW HOME ISD,372,0,1,0,111,0,1,29,255,95
153907,WILSON ISD,113,0,0,0,91,2,0,10,18,92
154901,MADISONVILLE CISD,2336,14,2,0,775,481,56,165,1009,1646
154903,NORTH ZULCH ISD,349,5,0,0,42,3,1,27,295,243
155901,JEFFERSON ISD,1205,6,10,0,66,445,37,116,638,796
156902,STANTON ISD,996,0,0,0,649,7,18,75,319,515
156905,GRADY ISD,219,1,0,0,74,0,1,12,141,65
157901,MASON ISD,670,4,0,0,247,0,2,44,414,312
158901,BAY CITY ISD,3776,30,3,0,2382,573,64,298,721,2548
158902,TIDEHAVEN ISD,881,0,0,0,463,26,14,66,377,604
158904,MATAGORDA ISD,172,0,0,0,70,0,6,17,95,115
158905,PALACIOS ISD,1434,116,2,0,952,35,21,130,305,923
158906,VAN VLECK ISD,986,1,1,0,286,118,29,75,546,508
159901,EAGLE PASS ISD,15030,45,240,0,14594,15,15,1217,120,11753
160901,BRADY ISD,1277,6,2,0,604,30,20,157,611,823
160904,ROCHELLE ISD,190,0,0,0,38,0,0,26,149,110
160905,LOHN ISD,92,0,1,0,46,0,0,11,44,63
161801,WACO CHARTER SCHOOL,221,0,0,0,163,53,1,20,3,221
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,805,8,0,0,284,292,17,52,202,537
161807,HARMONY SCIENCE ACAD (WACO),9478,1165,37,9,3781,2246,217,549,2018,5525
161901,CRAWFORD ISD,561,5,2,1,37,6,3,48,504,132
161903,MIDWAY ISD,7793,358,23,15,1800,942,179,568,4480,2563
161906,LA VEGA ISD,3025,3,6,0,1627,780,60,214,547,2613
161907,LORENA ISD,1701,6,8,0,239,18,37,139,1389,447
161908,MART ISD,507,0,0,0,89,148,31,54,237,387
161909,MCGREGOR ISD,1425,1,19,1,715,85,19,95,581,1021
161910,MOODY ISD,677,0,4,0,209,41,20,65,402,454
161912,RIESEL ISD,598,1,0,0,114,22,10,47,449,260
161914,WACO ISD,14929,44,14,0,8897,4359,253,1059,1358,13062
161916,WEST ISD,1311,1,0,0,242,28,31,90,1006,534
161918,AXTELL ISD,790,2,4,0,142,11,14,124,614,436
161919,BRUCEVILLE-EDDY ISD,770,2,6,0,224,9,10,73,516,448
161920,CHINA SPRING ISD,2598,28,2,2,400,119,64,259,1979,636
161921,CONNALLY ISD,2328,9,16,2,740,772,69,153,714,1792
161922,ROBINSON ISD,2289,9,11,0,585,66,66,224,1549,721
161923,BOSQUEVILLE ISD,660,1,1,3,145,36,11,64,458,232
161924,HALLSBURG ISD,176,0,1,0,22,5,2,7,143,98
161925,GHOLSON ISD,247,0,0,0,62,7,1,23,172,190
162904,MCMULLEN COUNTY ISD,264,2,1,0,97,1,2,12,157,68
163901,DEVINE ISD,1993,1,1,0,1243,7,17,197,721,1132
163902,D'HANIS ISD,364,1,0,0,199,0,5,44,157,191
163903,NATALIA ISD,1071,3,1,2,867,6,7,101,183,826
163904,HONDO ISD,2062,4,2,0,1480,16,12,179,544,1410
163908,MEDINA VALLEY ISD,4454,13,17,8,2561,164,89,436,1594,2267
164901,MENARD ISD,291,0,0,0,132,9,2,27,146,197
165802,MIDLAND ACADEMY CHARTER SCHOOL,427,2,5,0,277,35,3,12,101,187
165901,MIDLAND ISD,24518,588,49,24,15152,1863,343,1544,6472,11376
165902,GREENWOOD ISD,2324,2,4,0,1041,20,23,123,1234,725
166901,CAMERON ISD,1755,7,1,0,844,296,29,156,575,1307
166902,GAUSE ISD,174,0,0,0,52,17,4,10,100,104
166903,MILANO ISD,427,3,0,0,101,25,11,28,283,246
166904,ROCKDALE ISD,1548,9,7,0,712,168,27,131,622,1030
166905,THORNDALE ISD,572,0,0,0,159,6,13,38,391,273
166907,BUCKHOLTS ISD,159,0,2,0,92,0,2,13,62,135
167901,GOLDTHWAITE ISD,591,4,1,1,171,2,1,50,407,225
167902,MULLIN ISD,426,0,0,0,126,95,8,146,193,394
167904,PRIDDY ISD,111,0,0,0,31,0,0,14,77,83
168901,COLORADO ISD,996,7,1,0,516,86,11,94,369,600
168902,LORAINE ISD,170,0,2,0,90,11,0,13,65,100
168903,WESTBROOK ISD,283,0,1,0,88,0,3,28,189,101
169901,BOWIE ISD,1688,8,6,0,278,8,54,160,1333,869
169902,NOCONA ISD,791,2,7,0,242,7,19,72,510,476
169906,GOLD BURG ISD,143,0,1,0,10,2,6,12,123,70
169908,MONTAGUE ISD,142,0,0,0,8,0,2,15,128,58
169909,PRAIRIE VALLEY ISD,147,0,0,0,9,0,2,16,134,89
169910,FORESTBURG ISD,179,0,1,0,30,0,3,20,143,86
169911,SAINT JO ISD,252,1,3,0,33,0,6,32,208,128
170801,TEXAS SERENITY ACADEMY,387,0,0,0,244,138,1,22,1,363
170902,CONROE ISD,58014,2262,290,116,20827,3886,1682,4467,29007,20769
170903,MONTGOMERY ISD,8157,81,48,8,1133,244,163,513,6476,1916
170904,WILLIS ISD,7103,42,28,7,2436,568,205,518,3807,4084
170906,MAGNOLIA ISD,12831,115,89,12,4067,282,256,1077,7993,4798
170907,SPLENDORA ISD,3780,3,11,0,1311,22,49,302,2385,2313
170908,NEW CANEY ISD,13773,234,55,13,7561,454,220,1239,5247,8250
171901,DUMAS ISD,4527,316,18,0,3232,54,54,430,855,3091
171902,SUNRAY ISD,550,1,2,0,312,2,8,47,222,315
172902,DAINGERFIELD-LONE STAR ISD,1030,7,2,0,191,423,53,132,352,841
172905,PEWITT CISD,975,1,3,0,117,138,50,98,662,633
173901,MOTLEY COUNTY ISD,158,0,0,0,39,0,0,9,115,112
174801,STEPHEN F AUSTIN STATE UNIVERSITY,242,14,0,0,30,14,10,7,172,14
174901,CHIRENO ISD,384,0,0,0,64,26,13,34,279,253
174902,CUSHING ISD,536,2,3,2,67,25,23,55,413,338
174903,GARRISON ISD,699,4,2,0,76,125,25,58,464,309
174904,NACOGDOCHES ISD,6448,154,12,0,2959,1902,103,509,1315,5235
174906,WODEN ISD,768,3,0,0,166,6,13,42,576,450
174908,CENTRAL HEIGHTS ISD,1144,10,3,0,178,43,24,69,885,429
174909,MARTINSVILLE ISD,363,0,0,0,46,17,11,42,287,172
174910,ETOILE ISD,132,0,1,0,8,0,1,15,119,104
174911,DOUGLASS ISD,462,0,6,0,65,36,12,42,341,171
175902,BLOOMING GROVE ISD,868,5,0,0,236,31,51,59,543,517
175903,CORSICANA ISD,5943,41,17,154,2882,1045,148,493,1652,4314
175904,DAWSON ISD,488,0,3,0,70,37,13,42,363,325
175905,FROST ISD,429,0,0,0,135,9,15,33,268,253
175907,KERENS ISD,597,1,1,0,152,149,13,48,279,466
175910,MILDRED ISD,714,2,4,4,89,17,17,49,576,287
175911,RICE ISD,864,0,0,0,501,19,12,51,328,605
176901,BURKEVILLE ISD,292,0,0,0,2,80,2,25,205,207
176902,NEWTON ISD,1020,4,4,0,56,380,45,135,530,641
176903,DEWEYVILLE ISD,636,1,6,0,12,5,5,66,604,354
177901,ROSCOE COLLEGIATE ISD,622,1,1,0,309,14,4,26,289,283
177902,SWEETWATER ISD,2183,8,4,0,1159,135,43,270,831,1490
177903,BLACKWELL CISD,136,0,0,0,25,0,0,19,108,53
177905,HIGHLAND ISD,230,0,0,0,40,2,0,17,184,82
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,169,1,0,0,161,3,1,0,3,158
178807,CORPUS CHRISTI MONTESSORI SCHOOL,168,6,1,0,106,6,4,15,45,32
178808,SEASHORE CHARTER SCHOOLS,476,11,3,0,91,1,12,33,353,3
178901,AGUA DULCE ISD,380,1,1,0,302,1,0,28,72,258
178902,BISHOP CISD,1375,5,2,1,1123,16,6,137,217,889
178903,CALALLEN ISD,4030,36,4,8,2297,68,44,386,1567,1692
178904,CORPUS CHRISTI ISD,38521,731,77,38,30585,1540,231,3351,5354,22881
178905,DRISCOLL ISD,282,0,0,0,250,0,1,29,29,205
178906,LONDON ISD,827,23,1,0,390,13,8,53,390,77
178908,PORT ARANSAS ISD,544,7,3,0,93,3,25,47,411,167
178909,ROBSTOWN ISD,2836,0,0,2,2753,28,2,297,45,2447
178912,TULOSO-MIDWAY ISD,3841,15,7,3,2992,38,30,357,756,2077
178913,BANQUETE ISD,939,0,0,0,756,10,0,85,171,687
178914,FLOUR BLUFF ISD,5755,86,5,5,2376,184,368,581,2733,2543
178915,WEST OSO ISD,2008,0,0,0,1732,208,12,198,52,1847
179901,PERRYTON ISD,2365,9,11,2,1714,4,18,172,603,1329
180901,BOYS RANCH ISD,281,0,1,0,48,26,12,39,193,214
180902,VEGA ISD,364,1,1,0,61,1,2,25,294,101
180903,ADRIAN ISD,129,0,0,0,79,0,2,15,46,89
180904,WILDORADO ISD,103,1,0,0,25,0,1,8,76,36
181901,BRIDGE CITY ISD,2877,66,8,0,445,31,51,207,2269,1006
181905,ORANGEFIELD ISD,1759,33,5,0,160,5,45,138,1509,645
181906,WEST ORANGE-COVE CISD,2429,12,4,4,308,1459,111,267,524,2030
181907,VIDOR ISD,4862,43,19,4,335,9,82,588,4366,2503
181908,LITTLE CYPRESS-MAURICEVILLE CISD,3369,50,16,3,343,222,97,407,2634,1185
182901,GORDON ISD,191,0,0,0,37,0,5,15,148,76
182902,GRAFORD ISD,349,2,2,0,47,0,4,21,293,183
182903,MINERAL WELLS ISD,3230,12,12,0,1243,109,100,281,1750,2280
182904,SANTO ISD,485,0,0,0,83,0,10,45,388,220
182905,STRAWN ISD,165,0,0,0,58,3,4,12,98,97
182906,PALO PINTO ISD,108,0,0,0,23,0,3,7,80,66
183801,PANOLA CHARTER SCHOOL,147,1,1,0,12,8,3,9,119,56
183901,BECKVILLE ISD,716,2,2,0,77,43,17,47,572,249
183902,CARTHAGE ISD,2709,18,2,2,501,609,40,276,1530,1443
183904,GARY ISD,478,0,0,0,33,1,6,45,434,236
184801,CROSSTIMBERS ACADEMY,98,0,0,0,16,4,4,9,72,47
184901,POOLVILLE ISD,506,0,5,0,92,1,2,47,405,284
184902,SPRINGTOWN ISD,3402,6,20,3,632,34,81,265,2629,1871
184903,WEATHERFORD ISD,7840,47,39,0,1920,188,227,713,5417,3269
184904,MILLSAP ISD,943,1,5,0,128,3,16,73,786,393
184907,ALEDO ISD,5229,36,26,0,632,88,125,350,4324,674
184908,PEASTER ISD,1057,1,5,0,135,9,19,107,886,377
184909,BROCK ISD,1295,2,3,1,111,11,31,85,1133,157
184911,GARNER ISD,178,1,0,0,35,1,3,14,137,82
185901,BOVINA ISD,485,0,0,0,453,0,2,23,27,398
185902,FARWELL ISD,551,0,0,0,293,1,2,45,254,330
185903,FRIONA ISD,1155,1,0,0,1017,10,4,108,121,935
185904,LAZBUDDIE ISD,211,0,0,0,68,0,2,20,139,140
186901,BUENA VISTA ISD,209,0,0,0,160,1,0,6,48,98
186902,FORT STOCKTON ISD,2451,17,4,0,2129,9,12,134,279,1615
186903,IRAAN-SHEFFIELD ISD,518,1,7,3,325,19,3,49,159,263
187901,BIG SANDY ISD,494,2,104,0,37,2,9,46,336,273
187903,GOODRICH ISD,233,0,0,0,110,41,6,13,74,202
187904,CORRIGAN-CAMDEN ISD,966,1,0,0,351,248,15,102,347,730
187906,LEGGETT ISD,159,0,2,0,38,38,6,13,73,120
187907,LIVINGSTON ISD,4166,24,20,0,912,399,116,420,2691,2682
187910,ONALASKA ISD,984,6,7,0,80,11,21,116,854,670
188901,AMARILLO ISD,33189,1825,165,33,15233,3285,929,3252,11715,22468
188902,RIVER ROAD ISD,1303,3,13,1,303,19,33,118,927,789
188903,HIGHLAND PARK ISD,855,77,9,0,294,37,25,87,407,499
188904,BUSHLAND ISD,1541,7,7,0,194,15,41,154,1274,314
189901,MARFA ISD,360,1,0,0,308,2,2,33,46,254
189902,PRESIDIO ISD,1366,21,1,0,1322,0,4,94,16,1292
190903,RAINS ISD,1659,4,18,3,260,36,56,180,1279,958
191901,CANYON ISD,9586,115,57,9,2233,220,134,949,6815,2645
192901,REAGAN COUNTY ISD,903,1,1,0,750,7,7,52,135,468
193801,BIG SPRINGS CHARTER SCHOOL,205,0,0,1,92,7,3,99,101,186
193902,LEAKEY ISD,269,0,0,0,98,0,5,20,164,167
194902,AVERY ISD,361,0,7,0,32,2,15,58,302,214
194903,RIVERCREST ISD,656,1,5,0,95,24,36,64,492,366
194904,CLARKSVILLE ISD,528,2,1,0,132,296,22,51,74,462
194905,DETROIT ISD,532,1,1,0,26,55,20,67,427,327
195901,PECOS-BARSTOW-TOYAH ISD,2472,22,4,2,2247,17,4,205,173,1787
195902,BALMORHEA ISD,165,0,0,0,151,0,0,17,13,145
196901,AUSTWELL-TIVOLI ISD,148,0,0,0,108,1,0,11,38,84
196902,WOODSBORO ISD,523,3,0,0,279,16,10,71,212,282
196903,REFUGIO ISD,743,0,0,0,482,86,6,60,165,399
197902,MIAMI ISD,213,0,1,0,18,1,0,8,191,56
198901,BREMOND ISD,470,5,2,0,70,52,14,46,326,227
198902,CALVERT ISD,156,0,0,0,17,124,2,21,12,116
198903,FRANKLIN ISD,1188,19,0,0,186,79,22,117,879,463
198905,HEARNE ISD,897,0,1,0,377,416,9,120,90,856
198906,MUMFORD ISD,612,6,0,0,358,34,9,45,201,457
199901,ROCKWALL ISD,15344,475,138,30,3191,1058,552,1365,9896,3774
199902,ROYSE CITY ISD,5209,46,26,5,1609,322,145,416,3047,1896
200901,BALLINGER ISD,955,9,1,0,417,18,15,80,492,530
200902,MILES ISD,409,2,0,0,150,0,0,24,254,125
200904,WINTERS ISD,567,2,0,0,345,7,9,51,201,421
200906,OLFEN ISD,72,0,0,0,43,3,0,9,24,42
201902,HENDERSON ISD,3431,27,24,3,953,638,82,284,1705,2062
201903,LANEVILLE ISD,182,0,0,0,46,90,8,16,38,169
201904,LEVERETTS CHAPEL ISD,259,0,1,0,97,15,8,17,138,186
201907,MOUNT ENTERPRISE ISD,406,2,4,0,34,51,10,45,302,218
201908,OVERTON ISD,502,1,0,0,42,67,26,46,364,271
201910,TATUM ISD,1685,3,3,0,439,402,35,131,800,916
201913,CARLISLE ISD,639,1,7,0,343,17,12,47,256,483
201914,WEST RUSK COUNTY CONSOLIDATED ISD,1112,0,15,1,261,159,31,87,643,812
202903,HEMPHILL ISD,922,6,2,0,69,95,60,96,686,554
202905,WEST SABINE ISD,696,0,2,0,29,75,25,73,560,522
203901,SAN AUGUSTINE ISD,741,3,0,0,168,386,28,89,152,575
203902,BROADDUS ISD,408,0,0,0,28,6,11,48,359,312
204901,COLDSPRING-OAKHURST CISD,1492,7,4,1,131,305,53,141,987,935
204904,SHEPHERD ISD,1917,7,3,0,561,126,46,116,1173,1362
205901,ARANSAS PASS ISD,1806,5,7,1,1128,43,28,164,588,1237
205902,GREGORY-PORTLAND ISD,4587,41,22,9,2614,68,68,435,1761,1862
205903,INGLESIDE ISD,2274,31,13,0,1275,34,61,193,857,1214
205904,MATHIS ISD,1684,5,1,0,1505,13,8,158,151,1431
205905,ODEM-EDROY ISD,1014,0,2,0,887,3,5,57,116,773
205906,SINTON ISD,2164,8,4,0,1789,28,15,220,318,1521
205907,TAFT ISD,1119,0,2,0,980,11,6,105,118,962
206901,SAN SABA ISD,732,5,2,0,390,3,5,76,322,453
206902,RICHLAND SPRINGS ISD,120,0,2,0,30,0,0,18,87,77
206903,CHEROKEE ISD,110,1,0,0,28,6,3,15,68,57
207901,SCHLEICHER ISD,577,2,0,0,406,2,8,40,155,358
208901,HERMLEIGH ISD,241,0,0,0,81,1,5,14,151,96
208902,SNYDER ISD,2901,26,20,0,1798,60,49,243,945,1430
208903,IRA ISD,276,0,0,0,62,0,1,16,211,77
209901,ALBANY ISD,522,1,3,1,85,12,10,48,409,207
209902,MORAN ISD,128,0,0,0,9,1,0,18,116,114
210901,CENTER ISD,2803,95,0,8,1177,574,47,291,899,2149
210902,JOAQUIN ISD,699,2,4,0,97,51,18,74,527,422
210903,SHELBYVILLE ISD,818,3,0,0,99,169,23,88,521,545
210904,TENAHA ISD,575,0,0,0,223,151,17,79,184,519
210905,TIMPSON ISD,628,0,0,0,82,155,15,87,373,432
210906,EXCELSIOR ISD,99,0,0,0,6,0,2,16,89,66
211901,TEXHOMA ISD,141,0,1,0,83,0,0,8,55,101
211902,STRATFORD ISD,580,1,0,0,372,5,12,48,187,349
212801,CUMBERLAND ACADEMY,1161,42,0,1,293,150,26,67,645,470
212804,UT TYLER INNOVATION ACADEMY,548,10,2,0,78,19,25,31,412,116
212901,ARP ISD,839,6,3,0,113,109,35,73,571,478
212902,BULLARD ISD,2483,12,9,0,178,104,59,265,2115,841
212903,LINDALE ISD,3980,47,15,3,608,282,175,382,2845,1739
212904,TROUP ISD,1098,7,5,2,138,126,28,72,790,542
212905,TYLER ISD,18139,235,54,0,8289,5314,326,1215,3936,12860
212906,WHITEHOUSE ISD,4708,160,23,9,569,569,150,395,3224,1850
212909,CHAPEL HILL ISD,3606,28,3,0,1590,638,108,295,1233,2585
212910,WINONA ISD,1054,8,4,0,293,187,20,116,540,720
213801,BRAZOS RIVER CHARTER SCHOOL,246,0,0,0,49,22,6,32,164,123
213901,GLEN ROSE ISD,1726,13,20,1,495,13,39,105,1142,693
214901,RIO GRANDE CITY CISD,10898,10,0,0,10701,0,0,1035,174,9688
214902,SAN ISIDRO ISD,249,0,0,0,247,0,0,32,1,215
214903,ROMA ISD,6486,0,0,0,6473,0,0,337,6,5727
215901,BRECKENRIDGE ISD,1483,4,20,1,476,20,22,146,935,959
216901,STERLING CITY ISD,329,0,0,0,148,0,7,32,173,129
217901,ASPERMONT ISD,242,4,0,0,75,7,5,12,149,130
218901,SONORA ISD,909,3,0,0,641,2,9,80,250,491
219901,HAPPY ISD,259,0,0,0,48,3,4,13,200,112
219903,TULIA ISD,1110,1,3,0,682,108,6,119,307,894
219905,KRESS ISD,241,0,0,1,142,13,0,21,81,185
220801,TREETOPS SCHOOL INTERNATIONAL,392,14,1,3,74,50,32,21,214,50
220802,ARLINGTON CLASSICS ACADEMY,1442,160,4,1,243,343,57,53,631,288
220809,FORT WORTH ACADEMY OF FINE ARTS,516,12,1,0,105,52,23,11,320,72
220810,WESTLAKE ACADEMY CHARTER SCHOOL,831,93,4,0,106,37,50,32,540,0
220811,EAST FORT WORTH MONTESSORI ACADEMY,497,21,1,0,152,235,5,17,80,379
220814,TEXAS SCHOOL OF THE ARTS,327,11,0,0,85,66,13,9,151,32
220815,CHAPEL HILL ACADEMY,506,8,2,1,116,287,21,29,67,321
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,1280,55,6,0,304,428,51,80,433,517
220819,HIGH POINT ACADEMY,457,0,0,0,36,12,14,40,393,116
220901,ARLINGTON ISD,63167,3916,252,126,28488,15665,1452,5179,13265,43837
220902,BIRDVILLE ISD,24245,1260,145,72,9698,2060,703,2157,10328,13698
220904,EVERMAN ISD,5609,28,11,5,3135,2103,89,437,235,5008
220905,FORT WORTH ISD,86869,1650,86,86,54293,19893,1216,6688,9729,65759
220906,GRAPEVINE-COLLEYVILLE ISD,13768,1239,55,13,3207,743,729,1005,7792,3139
220907,KELLER ISD,34099,2727,170,68,7569,2898,1295,3034,19402,8115
220908,MANSFIELD ISD,33738,2294,134,33,8367,9412,1619,2766,11875,12786
220910,LAKE WORTH ISD,3296,36,16,6,1928,408,98,309,797,2620
220912,CROWLEY ISD,15050,632,90,30,4560,6351,451,1369,2919,9180
220914,KENNEDALE ISD,3134,125,15,12,689,648,119,247,1526,1250
220915,AZLE ISD,6229,31,37,6,1227,62,174,566,4690,3114
220916,HURST-EULESS-BEDFORD ISD,22780,1571,113,523,6674,4168,774,1981,8929,12027
220917,CASTLEBERRY ISD,4044,8,12,0,3101,44,44,315,824,3396
220918,EAGLE MT-SAGINAW ISD,19158,766,114,57,6992,1954,670,1590,8621,8122
220919,CARROLL ISD,8056,1055,16,8,716,153,354,539,5743,112
220920,WHITE SETTLEMENT ISD,6697,100,33,20,2491,475,261,616,3315,3602
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,12778,613,51,25,4012,1980,523,881,5583,5290
221901,ABILENE ISD,16875,303,67,16,7391,2075,708,1805,6328,11205
221904,MERKEL ISD,1098,0,8,1,278,9,26,135,772,650
221905,TRENT ISD,224,0,0,0,21,2,4,12,196,94
221911,JIM NED CISD,1156,3,1,0,137,6,25,79,981,300
221912,WYLIE ISD,4071,77,12,4,708,130,122,264,3020,610
222901,TERRELL COUNTY ISD,157,0,0,0,100,0,3,11,53,75
223901,BROWNFIELD ISD,1868,7,1,1,1399,63,20,147,373,1408
223902,MEADOW ISD,329,0,1,0,227,2,4,23,91,247
223904,WELLMAN-UNION CISD,245,0,0,0,115,0,0,22,127,163
224901,THROCKMORTON ISD,162,0,0,0,32,3,1,11,125,82
224902,WOODSON ISD,141,0,0,0,29,0,2,15,108,83
225902,MOUNT PLEASANT ISD,5343,37,10,0,3659,657,64,507,908,4466
225905,WINFIELD ISD,152,0,0,0,136,1,1,12,13,145
225906,CHAPEL HILL ISD,985,7,3,0,343,31,16,105,580,487
225907,HARTS BLUFF ISD,569,2,1,0,264,7,7,36,285,344
226801,TEXAS LEADERSHIP,2332,13,2,0,1145,270,88,149,813,1126
226901,CHRISTOVAL ISD,487,1,1,0,97,0,16,35,369,128
226903,SAN ANGELO ISD,14629,146,43,0,8616,599,234,1477,4988,8792
226905,WATER VALLEY ISD,321,1,1,0,69,2,7,40,236,164
226906,WALL ISD,1102,4,1,2,214,1,15,65,863,152
226907,GRAPE CREEK ISD,1126,5,1,0,461,7,24,130,623,818
226908,VERIBEST ISD,261,1,1,0,99,1,3,32,153,117
227803,WAYSIDE SCHOOLS,1863,39,7,1,1320,63,70,111,359,1099
227804,NYOS CHARTER SCHOOL,926,72,0,0,329,124,33,65,366,346
227805,TEXAS EMPOWERMENT ACADEMY,287,0,0,0,24,255,4,16,2,204
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,567,2,13,0,196,103,27,192,226,353
227814,CHAPARRAL STAR ACADEMY,357,51,2,1,77,13,11,16,199,0
227816,HARMONY SCIENCE ACADEMY (AUSTIN),3841,626,11,0,2035,426,103,234,629,2097
227817,CEDARS INTERNATIONAL ACADEMY,390,8,1,0,290,69,8,21,12,352
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,303,6,0,0,189,26,15,15,66,160
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,4490,8,0,0,4157,184,26,368,116,4009
227821,AUSTIN DISCOVERY SCHOOL,543,5,0,0,129,15,43,41,348,100
227824,EAST AUSTIN COLLEGE PREP,793,0,0,0,681,88,2,80,19,751
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,548,0,2,0,483,42,3,59,14,511
227826,MONTESSORI FOR ALL,332,6,0,0,136,33,13,20,141,152
227827,THE EXCEL CENTER (FOR ADULTS),147,2,0,0,79,52,1,0,12,72
227828,THE EXCEL CENTER,279,1,1,0,179,70,1,11,23,203
227901,AUSTIN ISD,83270,3164,166,83,48962,6495,2248,8327,22149,47796
227904,PFLUGERVILLE ISD,24070,1853,48,48,11505,4067,914,2407,5608,11962
227907,MANOR ISD,8856,265,17,17,5676,1904,203,690,761,6482
227909,EANES ISD,8058,926,16,0,1047,64,354,652,5648,177
227910,DEL VALLE ISD,11508,69,34,0,9563,1035,126,1139,678,10092
227912,LAGO VISTA ISD,1435,5,5,2,317,8,50,147,1044,427
227913,LAKE TRAVIS ISD,9203,469,27,9,1849,101,377,671,6368,1085
228901,GROVETON ISD,744,5,0,0,93,43,29,72,570,438
228903,TRINITY ISD,1289,2,2,0,293,229,37,100,724,953
228904,CENTERVILLE ISD,124,0,0,0,6,0,0,10,117,71
228905,APPLE SPRINGS ISD,205,0,1,1,12,12,2,22,176,118
229901,COLMESNEIL ISD,424,2,0,0,11,11,8,42,392,239
229903,WOODVILLE ISD,1368,8,27,1,120,317,53,206,838,923
229904,WARREN ISD,1264,7,7,0,68,16,22,82,1142,566
229905,SPURGER ISD,380,1,6,0,17,0,3,39,351,243
229906,CHESTER ISD,177,0,0,0,7,13,1,20,152,95
230901,BIG SANDY ISD,704,0,4,0,66,73,44,78,515,444
230902,GILMER ISD,2421,9,19,0,411,317,123,171,1539,1651
230903,ORE CITY ISD,879,2,5,0,137,68,33,87,631,585
230904,UNION HILL ISD,305,2,3,0,50,22,14,20,211,190
230905,HARMONY ISD,1103,2,4,0,176,4,23,71,894,557
230906,NEW DIANA ISD,1039,2,5,1,117,74,39,55,798,413
230908,UNION GROVE ISD,726,2,7,0,48,0,15,34,649,294
231901,MCCAMEY ISD,579,0,2,0,431,9,1,38,132,346
231902,RANKIN ISD,280,0,3,0,138,1,1,15,136,136
232901,KNIPPA ISD,421,5,0,0,224,0,0,13,189,119
232902,SABINAL ISD,509,1,2,0,371,2,6,57,127,391
232903,UVALDE CISD,4750,23,4,4,4284,14,14,517,413,3695
232904,UTOPIA ISD,196,0,0,0,31,2,2,15,157,88
233901,SAN FELIPE-DEL RIO CISD,10509,21,10,0,9773,84,21,819,588,8007
233903,COMSTOCK ISD,190,2,0,0,87,0,2,16,97,52
234801,RANCH ACADEMY,117,0,1,1,10,10,3,32,87,73
234902,CANTON ISD,2118,12,23,0,245,40,55,163,1738,815
234903,EDGEWOOD ISD,931,5,1,0,91,30,36,103,765,471
234904,GRAND SALINE ISD,1102,5,5,0,296,8,16,95,768,654
