DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
62901,2015,65,5,,-1,1289,6,341,6,2388,,-1,,0,1,-2,,-1,10,24,6,,0,315,6,116,6,308,57,6,1,1,1086,6,289,6,1270,22,-2,1,1,561,-2,127,-4,1077,,0,,0,1,-1,,-1,2,,,,,,,,,0,12,3,,0,229,6,90,6,239,1,-1,,0,1,-6,8,1,50,1,-6,,0,374,-6,90,-6,941
62902,2015,,-2,,0,,-6,,-6,189,,,,,,,,,0,,0,,0,,0,,0,8,,0,,0,1,1,,0,106,,0,,0,1,1,,0,77,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,23,,,,,,,,,0,,0,,0,1,1,,0,104
62903,2015,51,5,2,1,539,6,53,-6,1782,,0,,0,,-2,,0,7,8,2,,0,1,-6,15,5,143,43,3,,-2,468,6,1,-6,1240,35,1,1,-1,365,3,32,-1,1108,,0,,0,,-1,,0,2,,,,,,,,,0,14,4,,-1,94,5,16,5,212,,-1,,0,1,-4,,-1,27,8,-3,,-1,102,-5,6,-4,495
62904,2015,2,-4,,-1,108,-2,28,-4,576,,,,,,,,,0,1,2,,0,1,-2,1,1,22,1,-1,,0,91,6,1,-6,300,1,-1,,0,62,2,1,-6,292,,0,,0,,0,,0,1,,,,,,,,,0,1,2,,0,21,4,12,5,59,,0,,0,1,1,,0,2,1,1,,0,27,-5,1,-6,258
62905,2015,,-1,,0,,-6,,-4,78,,,,,,,,,0,,0,,0,,0,,0,5,,0,,0,1,1,,0,49,,0,,0,,0,,0,40,,,,,,,,,0,,,,,,,,,0,,0,,0,1,3,,0,2,,,,,,,,,0,,0,,0,1,1,,0,33
62906,2015,,-2,,0,,-6,,-5,124,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,1,1,39,,0,,0,1,2,1,2,20,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,10,,,,,,,,,0,,0,,0,,0,,0,104
63903,2015,,-3,,0,52,-2,,-6,300,,,,,,,,,0,,0,,0,,-1,,0,9,1,1,,0,45,6,1,1,148,1,1,,0,38,6,11,5,118,,,,,,,,,0,,,,,,,,,0,,0,,0,6,1,,0,27,,0,,0,1,1,1,3,4,1,1,,0,1,-6,1,1,169
63906,2015,,-2,,0,2,-6,,-5,118,,,,,,,,,0,,,,,,,,,0,,0,,0,7,1,,0,105,,0,,0,1,1,,0,45,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,,0,20,,,,,,,,,0,,0,,0,1,-1,,0,73
64903,2015,82,6,,-1,1611,6,116,-6,2671,,-1,,0,,-5,,-1,19,1,1,,0,13,2,1,1,13,70,3,,0,1402,6,105,6,1966,77,1,,0,1557,6,108,-1,2495,,,,,,,,,0,,,,,,,,,0,15,5,,0,211,6,23,6,184,,0,,0,,-1,,0,3,1,-2,,0,41,-6,1,-3,142
65901,2015,2,-3,,-1,161,5,19,-5,534,,0,,0,,-1,,0,4,1,2,,0,22,2,,-2,49,1,1,,0,132,6,19,6,258,,-1,,0,21,1,1,-1,66,,,,,,,,,0,,0,,0,,-1,,0,3,1,2,,0,29,4,6,3,51,,0,,0,16,5,1,1,17,1,-1,,0,102,-4,1,-6,395
65902,2015,2,-1,,0,2,-6,,-5,137,,,,,,,,,0,,0,,0,,0,,0,2,1,-1,,0,1,-1,,0,99,1,1,,0,5,5,,0,33,,0,,0,,0,,0,2,,,,,,,,,0,1,1,,0,1,1,,0,17,,0,,0,,0,,0,1,1,-1,,0,11,,,0,98
66005,2015,,-1,,0,,-5,,-2,39,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,37,,0,,0,,0,,0,38,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,2,,,,,,,,,0,,0,,0,,0,,0,1
66901,2015,2,-2,,0,58,-4,,-6,399,,,,,,,,,0,,,,,,,,,0,8,2,,0,39,-2,,0,298,13,,,0,58,1,,0,395,,,,,,,,,0,,,,,,,,,0,1,1,,0,8,1,,0,51,,,,,,,,,0,,0,,0,,-1,,0,4
66902,2015,44,5,,-1,237,-6,18,-6,1554,,,,,,,,,0,,0,,0,,-1,,0,3,30,1,1,1,191,6,1,-6,1007,44,1,1,0,231,-2,1,-6,1531,,,,,,,,,0,,,,,,,,,0,9,3,1,2,69,6,7,5,126,,,,,,,,,0,,-1,,0,6,2,1,1,20
66903,2015,10,-1,,-1,423,6,52,-3,837,,0,,0,,-1,,0,3,,,,,,,,,0,1,-4,,0,330,6,47,6,479,1,-6,,0,397,2,1,-6,768,,0,,0,,-1,,0,1,,,,,,,,,0,5,4,,0,97,6,9,2,95,,0,,0,,-1,,0,3,1,1,,0,26,-1,1,-2,63
67902,2015,2,-5,,-1,33,-6,37,-6,973,,0,,0,,0,,0,5,,0,,0,,0,,0,3,1,-1,,0,23,2,30,4,553,1,1,,0,1,-3,6,-1,177,,0,,0,1,2,,0,3,,,,,,,,,0,,0,,0,9,4,8,3,93,1,2,,0,,-1,,-1,29,1,-1,,0,23,-2,31,1,755
67903,2015,13,-2,,-1,55,-6,,-6,1193,,0,,0,,-1,,0,11,1,2,,0,1,1,,0,19,7,-1,,0,39,3,1,1,676,,-3,,0,10,-2,,0,351,,0,,0,1,1,,0,4,,,,,,,,,0,1,-1,,0,12,4,1,2,110,1,2,,0,1,1,1,4,8,1,-5,,0,38,1,,0,801
67904,2015,,-4,,0,31,-6,,-6,368,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,22,1,,0,255,,0,,0,9,-2,,0,142,,,,,,,,,0,,,,,,,,,0,,0,,0,5,1,1,2,47,,0,,0,,-1,,0,9,,0,,0,22,2,1,1,215
67907,2015,2,-3,,-1,96,-2,,-6,538,,,,,,,,,0,,0,,0,8,3,1,3,15,1,-1,,0,84,5,1,1,388,1,1,,0,26,2,1,1,114,,0,,0,1,1,,0,5,,,,,,,,,0,,-1,,0,15,2,,0,60,,0,,0,1,-1,,0,7,1,-1,,0,52,-5,8,2,398
67908,2015,,-2,,0,,-6,,-6,193,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,1,1,1,1,125,,0,,0,1,2,,0,30,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,20,,0,,0,,0,,0,2,,0,,0,1,0,1,0,157
68901,2015,676,6,58,6,6556,-6,4996,6,34626,1,-3,,-1,8,-6,1,-6,312,44,5,1,-1,481,6,438,6,1316,411,6,29,1,3888,6,3062,6,16655,517,2,47,2,5003,6,3606,-3,25519,7,4,,0,27,2,18,1,104,1,-1,,0,11,-1,1,-5,69,104,6,9,3,930,6,817,6,2458,1,-3,,-1,64,-1,64,2,346,100,-5,1,-5,962,-6,860,-6,6960
69901,2015,,-3,,0,128,6,,-6,274,,0,,0,,-1,,0,1,,,,,,,,,0,1,1,,0,113,4,1,1,208,1,0,,0,113,2,1,0,228,,,,,,,,,0,,,,,,,,,0,,0,,0,17,1,,0,29,,,,,,,,,0,,0,,0,15,-2,1,2,45
69902,2015,,-4,,0,2,-6,,-6,325,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,8,3,,0,203,,0,,0,7,4,,0,136,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,1,1,,0,35,,0,,0,,0,,0,5,,0,,0,9,,,0,182
70901,2015,2,-2,,0,18,-6,2,-6,398,,,,,,,,,0,,0,,0,,0,,0,5,1,-1,,0,9,-1,1,-1,242,1,1,,0,1,-4,9,,140,,,,,,,,,0,,0,,0,,0,,0,1,1,1,,0,7,3,1,1,57,,0,,0,,0,,0,1,1,-1,,0,1,-6,10,,250
70903,2015,157,6,2,-1,1451,5,417,-5,6089,,-1,,0,1,-3,,-1,24,47,6,1,1,361,6,128,6,719,132,5,1,-1,1192,6,358,6,4214,75,-3,1,-1,755,-4,216,-2,3410,,-1,,0,,-2,,-1,12,,-1,,0,1,-2,1,-1,18,28,4,,0,282,6,101,6,639,,-2,,0,9,-3,,-4,79,35,-3,,-1,319,-6,1,-6,1833
70905,2015,66,5,,-1,976,6,88,-6,2650,,,,,,,,,0,1,-2,,0,127,6,1,-3,180,56,1,,0,806,2,71,-1,2146,35,-4,,0,563,-6,47,-4,1826,,-1,,0,1,-2,,-1,11,1,,,,1,,1,,0,20,6,,0,161,6,14,2,268,1,1,,0,13,1,,-1,26,20,2,,0,265,4,29,3,604
70907,2015,2,-4,,-1,66,-6,2,-6,633,,0,,0,,-1,,0,4,1,1,,0,1,-4,1,1,68,1,-1,,0,40,2,1,-1,337,1,1,,0,16,-2,1,1,210,,0,,0,,-1,,0,3,,,,,,,,,0,1,2,,0,12,2,1,2,65,1,2,,0,1,-1,1,2,20,8,4,,0,36,1,8,4,327
70908,2015,74,-6,,-3,1301,-6,101,-6,8311,1,1,,0,7,-4,,-1,116,1,-2,,0,157,6,1,-3,407,25,3,,0,449,6,34,4,1845,17,1,,0,296,2,23,1,1762,,-1,,0,1,-2,,-1,33,,0,,0,1,-1,,0,8,14,4,,0,223,6,20,5,765,5,2,,0,38,1,1,-1,216,46,-2,,0,795,-6,66,-1,5776
70909,2015,,-3,,0,60,1,2,-6,272,,,,,,,,,0,,0,,0,13,-1,1,1,65,1,1,,0,50,1,9,,216,1,1,,0,15,-1,1,1,84,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,6,-1,1,1,35,,0,,0,,-3,,0,17,1,1,,0,32,3,8,5,106
70910,2015,33,4,,-1,517,6,,-6,1239,,0,,0,1,-1,,0,5,,-1,,0,6,-1,,0,17,25,3,1,1,344,6,1,1,674,20,3,,0,259,5,1,1,522,,0,,0,1,-1,,0,5,,,,,,,,,0,6,1,1,2,102,5,6,6,165,,-1,,0,1,-3,1,3,19,13,-2,1,1,247,-4,1,1,673
70911,2015,269,6,2,-1,3056,6,386,-6,5989,1,-1,,0,5,-6,,-3,54,109,6,1,1,922,6,160,6,1138,159,6,1,1,1811,6,231,6,2653,70,-3,1,1,894,-5,106,-3,1952,1,-1,,0,50,5,1,-1,42,,-1,,0,,-2,,-1,6,38,3,1,2,502,6,81,6,611,1,-3,,0,53,-3,1,-5,144,80,-6,1,1,1132,-6,97,-6,2659
70912,2015,178,5,2,-2,3521,6,709,-1,8646,,-1,,0,1,-6,,-3,43,45,6,,-1,757,6,177,6,994,124,6,,-1,2326,6,522,6,4185,59,-1,,-1,1272,2,210,-5,3052,1,1,,0,1,-5,7,3,35,,0,,0,,-2,,-1,9,46,6,1,1,693,6,223,6,934,1,-2,,0,86,-1,27,2,233,65,-5,1,1,1375,-6,288,-6,4280
70915,2015,2,-6,,-1,104,-6,2,-6,1123,,0,,0,1,1,,0,7,,0,,0,1,-1,,0,24,1,1,,0,68,6,1,1,420,,-1,,0,35,5,1,1,193,,0,,0,,-1,,0,6,,0,,0,,-1,,0,3,1,2,,0,30,6,1,2,98,1,3,,0,9,5,1,3,11,1,-1,,0,51,-6,1,-1,879
71901,2015,112,-6,,-5,2458,-6,312,-6,12634,,0,,0,,-2,,-1,13,1,1,,0,49,6,1,-1,88,101,2,1,0,2265,6,279,2,10966,106,-1,1,0,2294,-4,290,-2,11964,1,1,,0,1,-2,,-1,25,,,,,,,,,0,9,1,1,2,216,5,41,5,872,1,1,,0,1,-5,1,-1,63,1,-2,,0,98,1,15,1,480
71902,2015,1865,6,32,-1,5630,-6,4399,-6,65506,12,-3,,-1,15,-6,18,-6,786,88,3,,-1,309,6,263,6,2489,1555,6,1,-6,4548,6,3713,6,44479,1619,6,1,-6,4871,6,3751,5,54435,5,1,,0,16,2,11,1,131,7,1,1,2,9,-3,14,1,197,379,6,8,3,959,6,1064,6,6485,20,-2,,-1,60,-3,54,-2,917,114,-6,,-3,350,-6,288,-6,6551
71903,2015,53,3,,-1,742,6,82,-6,2517,,,,,,,,,0,,,,,1,,,,0,1,-6,,0,699,5,1,-6,2273,53,1,,0,733,-1,82,1,2487,,,,,,,,,0,,,,,,,,,0,9,2,,0,121,5,20,5,264,,,,,,,,,0,,-1,,0,1,-4,,-1,30
71904,2015,69,-1,,-2,350,-6,175,-6,4398,,,,,,,,,0,1,2,,0,1,1,,0,4,1,-6,,0,342,2,1,-6,4240,1,-6,,0,345,-2,1,-6,4372,,,,,,,,,0,,,,,,,,,0,5,-1,,0,36,2,29,5,352,,,,,,,,,0,1,1,,0,1,-1,1,1,18
71905,2015,566,-6,2,-6,5482,-6,1964,-6,45163,,-2,,0,5,-4,1,-3,135,1,-4,,0,108,4,40,3,677,522,6,11,,5030,6,1822,6,36537,534,1,1,-2,5115,-1,1844,1,42227,,-1,,0,1,-5,1,-2,90,,-1,,0,1,-3,,-2,45,122,6,1,1,1179,6,482,6,5058,1,-1,,0,15,-3,1,-5,226,18,-2,1,2,234,1,66,-2,1852
71906,2015,2,-5,,-1,115,-6,28,-6,918,,,,,,,,,0,,0,,0,,-1,,-1,8,10,,,0,115,1,28,0,915,1,-2,,0,109,-1,22,-4,876,,,,,,,,,0,,,,,,,,,0,,0,,0,16,2,5,2,91,,0,,0,,-1,,0,2,1,2,,0,6,1,6,5,31
71907,2015,137,5,,-3,630,-6,189,-6,6273,,-1,,0,1,-1,,-1,25,1,-1,,0,13,3,1,-1,56,111,3,,0,510,5,149,2,4629,129,-1,,0,605,2,178,-1,5922,,0,,0,1,1,,0,6,,,,,,,,,0,24,4,,0,83,5,57,6,571,,-1,,0,1,-1,,-1,25,1,-3,,0,1,-6,1,-4,238
71908,2015,,-6,,-1,292,-1,2,-6,1377,,,,,,,,,0,,,,,,,,,0,1,0,,0,285,3,1,-2,1299,23,1,,0,1,-6,98,,1363,,,,,,,,,0,,,,,,,,,0,,0,,0,19,2,1,2,63,,0,,0,1,1,,0,3,,0,,0,1,-1,,0,12
71909,2015,565,-6,,-6,5799,-6,1709,-6,47580,,-3,,0,9,-6,1,-5,285,10,-1,,0,250,6,77,6,1094,486,6,1,1,4771,6,1398,6,33877,521,1,1,0,5232,-5,1509,-6,43536,1,-1,,0,21,1,1,-3,143,,-1,,0,,-4,1,-1,48,74,5,,0,838,6,344,6,3854,1,-1,,0,45,4,19,4,238,27,1,,0,242,-2,90,2,2189
72901,2015,,-1,,0,,-6,,-5,98,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,82,,0,,0,,0,,0,53,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,,0,,0,4,,0,,0,,0,,0,40
72902,2015,20,-1,,-1,118,-6,2,-6,1263,,0,,0,,-1,,0,3,,0,,0,1,1,,0,11,1,-6,,0,102,4,112,,960,14,1,,0,58,-4,70,,773,,0,,0,1,1,,0,3,,,,,,,,,0,,-1,,0,11,2,1,2,71,,-1,,0,1,-1,,0,18,6,-1,,0,52,2,56,,457
72903,2015,42,-4,,-2,464,-6,2,-6,3888,,-1,,0,1,-2,,0,27,1,1,,0,6,1,1,3,47,34,6,1,1,319,6,37,,1800,15,2,,0,185,6,18,,1054,1,1,,0,7,1,,0,58,,0,,0,,-1,,0,4,1,-2,,0,58,5,1,2,295,1,1,1,3,1,-3,1,3,58,17,-5,,0,260,-6,31,,2636
72904,2015,,-2,,0,,-6,,-5,120,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,1,1,,0,27,,0,,0,1,2,,0,9,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,6,,0,,0,,0,,0,3,,0,,0,1,0,1,0,105
72908,2015,,-2,,0,41,-1,2,-5,199,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,18,1,1,1,77,,0,,0,1,-4,,-1,36,,0,,0,,-1,,0,2,,,,,,,,,0,,0,,0,10,5,1,2,8,,0,,0,,-1,,0,2,,0,,0,1,-6,1,-1,158
72909,2015,,-3,,0,,-6,,-6,244,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,,0,133,,0,,0,,0,,0,120,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,11,,0,,0,,0,,0,4,,0,,0,8,4,1,1,119
72910,2015,,-2,,0,,-6,,-5,134,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,64,,0,,0,,0,,0,21,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,5,,0,,0,,0,,0,2,,0,,0,,0,,0,110
73901,2015,,-5,,-1,139,3,2,-6,534,,,,,,,,,0,,0,,0,37,5,1,1,78,1,0,,0,125,3,10,,442,1,1,,0,76,-2,1,-1,318,,,,,,,,,0,,0,,0,,-1,,0,1,,0,,0,30,4,1,1,66,,0,,0,1,-1,,0,11,,0,,0,1,-6,1,1,127
73903,2015,48,6,,-1,276,5,260,6,1020,,-1,,0,,-1,,-1,5,34,2,,0,194,5,170,3,587,1,-6,,0,1,-6,248,-5,1010,1,-6,,0,66,-4,75,-2,325,,0,,0,,-1,,-1,2,,,,,,,,,0,5,-1,,0,40,2,50,4,125,,-1,,0,1,-2,,-3,16,1,-2,,0,1,-6,15,-2,85
73904,2015,,-2,,0,2,-6,,-6,164,,,,,,,,,0,,0,,0,,0,,0,1,,0,,0,,-1,,0,38,,0,,0,,-1,,0,36,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,1,2,,0,14,,0,,0,,0,,0,2,,0,,0,8,2,,0,124
73905,2015,2,-5,,-1,28,-6,92,5,705,,,,,,,,,0,,-1,,0,,-3,6,-2,88,9,,,0,21,1,71,2,479,5,3,,0,7,-2,35,-1,274,,0,,0,,0,,0,1,,,,,,,,,0,1,1,,0,8,3,13,1,84,,0,,0,,-1,,-2,17,12,,,0,21,4,51,2,326
74903,2015,37,1,,-1,291,-6,81,-6,2154,,0,,0,1,1,,0,6,1,-1,,0,40,5,10,2,157,24,-1,,0,229,5,69,5,1463,1,-5,,0,47,-4,6,-5,500,1,1,,0,1,-2,5,4,28,,0,,0,,-1,,0,2,1,-2,,0,57,5,31,6,265,1,-1,,0,1,-5,11,5,80,24,1,,0,184,-1,49,-1,1383
74904,2015,,-5,,0,2,-6,,-6,408,,,,,,,,,0,,0,,0,,0,,0,2,,0,,0,20,,1,1,179,,0,,0,1,2,,0,30,,0,,0,,0,1,4,1,,,,,,,,,0,,0,,0,1,2,,0,35,,0,,0,,0,,0,12,,0,,0,1,-1,1,0,364
74905,2015,,-4,,0,,-6,,-6,305,,0,,0,,0,,0,6,,0,,0,,0,,0,2,,0,,0,,0,,0,151,,0,,0,,0,,0,41,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,,0,,0,37,,0,,0,,0,,0,2,,0,,0,,0,,0,253
74907,2015,2,-4,,-1,152,1,24,-6,653,,0,,0,,0,,0,1,1,1,,0,26,2,1,-1,78,1,-1,,0,97,1,18,2,402,,-1,,0,27,1,1,-2,112,,0,,0,1,-1,,-1,7,,,,,,,,,0,1,1,,0,35,5,7,3,77,,0,,0,1,-4,,-1,33,1,-1,1,1,91,-2,16,1,422
74909,2015,2,-5,,-1,93,-6,,-6,932,,0,,0,,-1,,0,3,,0,,0,1,-2,,0,34,1,-1,,0,64,3,1,1,519,1,1,,0,10,-2,,0,144,,0,,0,,-2,,0,21,,,,,,,,,0,1,2,,0,18,4,,0,82,,0,,0,1,-1,,0,28,1,-1,,0,75,2,1,1,701
74911,2015,,-4,,0,24,-6,,-6,325,,0,,0,,0,,0,2,,0,,0,,0,1,3,2,,0,,0,15,1,9,4,176,,0,,0,,-1,,0,20,,0,,0,,-1,,0,5,,,,,,,,,0,,0,,0,8,4,,0,32,,0,,0,,-1,1,2,19,,0,,0,24,3,7,1,277
74912,2015,2,-4,,-1,94,-3,2,-6,544,,0,,0,1,1,,0,2,,0,,0,11,5,1,2,13,1,1,,0,57,5,1,1,221,,-1,,0,1,-6,,-1,90,,0,,0,,-1,,0,7,,,,,,,,,0,1,2,,0,26,6,1,2,48,,0,,0,1,-1,,0,13,1,-1,,0,74,1,1,-1,420
74917,2015,,-5,,-1,2,-6,,-6,531,,,,,,,,,0,,0,,0,,0,,0,4,,0,,0,8,4,,0,237,,0,,0,1,2,,0,44,,0,,0,,0,,0,5,,,,,,,,,0,,0,,0,1,2,,0,42,,0,,0,,0,,0,15,,0,,0,1,-1,,0,463
75901,2015,2,-4,,-1,72,-6,,-6,654,,0,,0,,-1,,0,5,1,2,,0,1,-1,1,3,21,5,2,,0,59,5,1,1,376,,-2,,0,1,-6,1,1,364,,0,,0,,0,,0,1,,,,,,,,,0,,0,,0,7,1,,0,54,,0,,0,,-1,,0,5,1,1,,0,35,2,1,1,259
75902,2015,32,-1,,-1,391,-2,2,-6,2000,,0,,0,1,-1,,0,12,12,5,,0,98,6,1,2,188,23,3,,0,289,6,10,,990,12,1,1,1,137,-1,1,1,736,,0,,0,,-1,,0,6,,,,,,,,,0,6,3,1,2,70,6,1,2,156,,-1,,0,1,-5,,0,48,8,-4,,0,146,-6,1,-1,1010
75903,2015,14,1,,-1,385,6,43,-4,770,,0,,0,,-1,,0,3,1,-1,,0,124,6,1,-3,106,1,-5,,0,293,6,33,3,457,1,-3,,0,117,-5,15,-1,306,,0,,0,1,-1,,0,3,,,,,,,,,0,6,5,,0,87,6,13,5,74,,0,,0,1,-2,1,1,10,6,-1,1,1,125,-5,15,-2,342
75906,2015,,-3,,0,,-6,,-6,221,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,1,1,,0,69,,0,,0,1,2,,0,24,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,19,,0,,0,,0,,0,1,,0,,0,1,0,1,0,193
75908,2015,2,-2,,0,22,-6,2,-6,305,,,,,,,,,0,,0,,0,1,1,,0,14,1,1,,0,7,1,1,1,93,,-1,,0,1,-2,,-1,48,,0,,0,,0,,0,2,,,,,,,,,0,1,1,,0,5,2,1,1,32,,0,,0,1,1,1,2,14,1,-1,,0,15,-1,1,-1,227
76903,2015,,-4,,0,,-6,,-6,323,,,,,,,,,0,,0,,0,,0,,0,5,,0,,0,1,1,,0,174,,0,,0,1,1,,0,117,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,,0,26,,0,,0,,0,,0,8,1,1,,0,1,1,,0,193
76904,2015,2,-2,,0,33,-5,2,-6,293,,0,,0,,0,,0,1,,0,,0,,-2,,0,15,1,-1,,0,28,5,13,,164,1,1,,0,24,4,1,1,140,,0,,0,,0,,0,1,,,,,,,,,0,1,1,,0,10,4,1,1,31,,0,,0,1,1,,0,7,1,1,,0,1,-6,1,1,129
77901,2015,28,5,,-1,199,1,36,-6,891,,,,,,,,,0,1,-1,1,2,29,6,1,-1,36,1,-6,1,1,190,6,1,-6,674,22,-1,1,1,163,1,28,-1,706,,0,,0,,0,,0,1,,,,,,,,,0,1,-1,,0,22,2,7,3,69,,0,,0,,-1,1,2,3,1,-2,,0,7,-6,1,-3,147
77902,2015,,-5,,-1,54,-6,,-6,552,,,,,,,,,0,,0,,0,1,1,,0,11,,0,,0,35,-3,,0,432,,0,,0,37,-2,,0,437,,,,,,,,,0,,,,,,,,,0,,0,,0,6,1,,0,49,,0,,0,,0,,0,1,,0,,0,1,-5,,0,103
78901,2015,,-3,,0,2,-6,,-6,227,,0,,0,,0,,0,3,1,3,,0,,0,,0,7,1,1,,0,1,-1,1,1,155,1,1,,0,1,1,1,1,75,,,,,,,,,0,,,,,,,,,0,,0,,0,1,1,,0,35,1,3,,0,1,3,,0,3,,0,,0,10,,1,1,138
79901,2015,424,-4,23,2,6429,-1,1707,-6,30176,7,-6,,-1,56,-6,18,-6,1871,116,5,1,-2,2066,6,628,6,5673,283,6,13,2,4326,6,1239,6,12131,244,6,15,3,3367,6,829,5,13458,1,-1,,0,29,2,13,4,91,,-1,,0,,-4,,-2,30,55,5,1,-1,958,6,405,6,2474,1,-4,,-1,75,-5,28,-1,543,50,-6,1,-4,836,-6,191,-6,8510
79906,2015,2,-6,,-2,357,-6,32,-6,3058,,0,,0,,-1,,0,12,1,2,,0,28,5,1,-1,116,5,4,,0,222,6,21,5,1159,6,4,,0,223,6,15,1,1318,,0,,0,1,1,,0,9,,,,,,,,,0,1,2,,0,54,5,9,5,248,,0,,0,1,-2,1,1,40,1,-1,,0,98,-6,8,-4,1560
79907,2015,857,-6,81,6,8491,-6,5902,-6,75689,30,-6,1,-6,388,-6,151,-6,18014,485,6,45,6,4730,6,3890,6,21647,554,6,58,6,5332,6,4198,6,28081,243,2,24,1,2404,5,1312,-6,20133,1,-2,,-1,1,-6,1,-6,303,1,1,,0,1,-4,1,-3,76,103,6,11,3,956,6,1134,6,4768,1,-6,1,-1,194,-2,121,-4,1968,70,-6,6,-4,758,-6,417,-6,13624
79910,2015,87,5,,-2,1310,6,539,6,3661,,-5,,0,19,-6,5,-6,267,37,1,,0,605,5,271,6,1479,64,2,,0,980,6,379,2,2482,45,2,,0,642,3,228,-2,1658,,-1,,0,,-3,,-1,11,,0,,0,,-1,,-1,4,17,5,,0,165,6,97,6,282,1,-1,,0,16,-3,12,-1,84,1,-2,,0,28,-5,23,-1,161
80901,2015,24,-1,,-1,303,-5,28,-6,1793,,-1,,0,,-2,,-1,18,,-1,,0,20,2,1,-1,86,16,2,,0,203,5,1,-6,997,1,-4,,0,43,-6,5,-1,473,,0,,0,,-1,,0,7,,,,,,,,,0,5,2,,0,36,2,7,3,154,,-1,,0,14,2,1,1,57,1,-6,,0,226,5,18,-1,1153
81902,2015,19,-3,,-1,96,-6,89,-6,1895,,-1,,0,,-1,,-1,23,10,5,1,2,19,1,39,6,322,11,1,,0,64,5,63,5,949,1,-2,,0,8,-5,1,-6,411,,0,,0,,-1,,-1,9,,0,,0,,0,,0,2,5,4,,0,11,2,14,4,121,,-1,,0,,-2,1,-1,49,1,-6,,0,69,4,36,-4,1078
81904,2015,40,5,,-1,141,-6,40,-6,1414,,0,,0,,-1,,0,4,8,2,,0,37,5,13,4,199,31,5,1,1,110,6,1,-6,723,1,-5,,0,22,-4,1,-5,362,,0,,0,1,1,,0,4,,,,,,,,,0,7,3,,0,42,6,15,6,109,1,1,1,3,1,-2,1,1,37,23,1,,0,76,-1,18,-2,807
81905,2015,13,2,,-1,108,-1,2,-6,551,,0,,0,,-1,,0,3,1,-1,,0,21,2,1,1,72,1,-4,,0,73,5,16,,269,1,-1,,0,12,-2,1,1,87,,,,,,,,,0,,,,,,,,,0,,-1,,0,5,-1,1,2,38,,0,,0,5,3,1,3,7,7,-2,,0,70,-1,17,,381
