DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,Q-ECO. DISADV. IN SCHOOL SUS.=ECO DISAD. IN SCHOOL SUSPENSIONS,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
007902,JOURDANTON ISD,20,1552,0.7,58.8,38.9,0.3,0.2,0.1,1.1,56.1,8.2,0,1,0,1,33,8,0,1,1,1,1,373,0,169,0,0,6,5,63,1,1,35,1,376,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,550,2,41,1.2186,1.3969,0.8913,30.4878,1.5217,1.7847,1.7825,0,0.2597,1.1534,0.7899,0.6061,4.5455,0,0.1653,0,0.8503,1.2853,0,0,0,0,0,1.3688,0.5016,0,0,0,0,0,0,2.5707,0,0,0,0
007904,LYTLE ISD,20,1762,0.7,79.9,18.4,0.4,0,0.2,0.3,71.5,6.6,0,0,0,0,1,1,1,1,1,1,1,383,0,85,0,0,14,17,108,0,0,41,37,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,3,2,1.1373,3.4742,17.2494,85.8586,28.6713,106.0606,1,1,0.3033,1.0177,0.9808,0.5308,1,0,0.7077,47.6190,0.4172,1.8116,0,1,0,0,0,0.6258,2.7174,0,1,0,0,1,1,1,1,1,1,1
007905,PLEASANTON ISD,20,3517,0.4,69.7,28.5,0.2,0.4,0,0.8,61.1,6.9,1,0,1,0,72,20,0,92,9,1,13,1504,0,391,0,0,13,7,212,1,1,75,88,1404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1910,101,92,1.2031,1.6086,1.4260,1.0044,1.3342,2.0479,1.6367,0,1.7016,1.1297,0.7183,0.2618,0,1,0.0654,0,1.3069,0.3127,0,0,1,0,0,1.1228,0.7628,0,0,1,0,0,1.4347,0,0,0,1,0
007906,POTEET ISD,20,1758,0.3,84.4,14.4,0.1,0.1,0.1,0.6,81.9,7.4,0,0,1,0,32,5,1,186,24,0,1,499,1,89,0,0,1,23,63,0,1,1,190,546,0,0,1,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,614,213,37,1.0858,1.3866,1.0892,1.4592,0.0330,0.3652,1.2210,0,0.5429,0.9629,1.0066,0,0,1.6287,6.5147,1.5649,1.0346,0.7825,4.6948,0,0,0.7825,0,1.0247,0.9384,0,0,0,0,0,1.1848,0,0,0,0,0
008901,BELLVILLE ISD,06,2121,10.7,27.3,58.9,0.3,0.2,0,2.6,45.8,8,0,0,1,0,15,9,28,36,50,1,156,177,0,230,0,0,8,44,132,0,0,23,95,436,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565,121,26,1.6849,2.9204,1.7142,4.5455,1.9315,3.8462,0,0,2.5804,1.1475,0.6911,0.5900,0,1,0.0681,2.1627,1.0898,0.7016,0,0,1,2.2250,0.3595,2.1133,0.5877,0,0,1,1.4793,0,3.6630,0,0,0,1,0
008902,SEALY ISD,06,2766,10,46.9,40.8,0.2,0.3,0.1,1.8,55.5,8,0,0,0,0,21,11,87,124,1,8,203,422,0,218,0,0,1,53,111,0,0,33,209,673,9,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,213,41,1.4051,1.6078,1.7680,3.1103,1.4502,0.3049,1,1,2.3523,1.0426,0.6191,4.6350,0,0,0.7725,4.0845,1.2413,0.0115,0,0,0,0.2608,2.1951,1.0921,0.6576,0,0,0,0,1,1,1,1,1,1,1
008903,BRAZOS ISD,06,822,9.1,49.6,38.2,0,0.7,0,2.3,56.4,5.2,0,0,0,0,1,1,5,35,11,0,54,149,0,66,0,0,0,8,18,0,0,7,44,196,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,51,3,1.2591,1.2542,1.5297,3.0166,4.1371,0,1,1,2.1500,1.0884,0.6260,1,0,1,1.1027,1.0774,1.3836,0.5646,1,0,1,0,3.6630,0.6720,0.8726,1,0,1,0,1,1,1,1,1,1,1
009901,MULESHOE ISD,17,1461,0.3,82,17,0,0.6,0,0.1,84.3,10.2,0,0,0,0,43,8,1,33,1,0,1,294,0,32,0,0,11,15,52,0,0,40,34,276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,35,51,0.9982,1.5543,1.1523,4.2017,0.9304,2.1146,1,1,1.0163,1.0931,0.5739,1,0,1,3.0488,9.5238,1.1498,0.1681,1,0,1,0,0,1.0282,0.9227,1,0,1,0,1,1,1,1,1,1,1
010901,MEDINA ISD,20,270,1.5,26.3,69.6,0.4,0,0,2.2,55.9,10.7,0,0,0,0,0,1,0,1,1,0,1,1,0,46,0,0,0,1,10,0,0,1,1,41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,1,1.4968,1.9073,0.5963,3.1153,1.7889,0,1,1,1.3605,0.0776,1.3488,0,1,1,0.9276,0,1.2674,0.4789,0,1,1,15.1515,0,0,1.4368,0,1,1,0,1,1,1,1,1,1,1
010902,BANDERA ISD,20,2369,0.5,30.6,66.2,0.6,0.5,0,1.5,51.1,9.7,0,0,0,0,1,31,0,1,76,1,1,194,0,336,0,0,6,34,65,0,0,31,86,381,0,1,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,78,33,1.3581,1.2206,2.1577,4.4938,1.8383,1.8744,1,1,0.3643,1.1548,0.9245,0.3036,0,1,2.0644,0,0.0419,1.4718,0,0,1,0.8547,0,0.0990,1.4190,0,0,1,2.0202,1,1,1,1,1,1,1
011901,BASTROP ISD,13,9546,5.4,57.9,33.1,0.5,0.6,0,2.6,68.4,10.8,0,0,1,1,196,86,86,392,210,1,366,2601,0,1053,0,1,64,206,799,0,1,259,611,3483,1,1,1,0,1,1,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4109,690,285,1.2393,1.8005,1.2946,2.7644,1.3286,2.0793,0.4873,3.0864,1.6495,1.0933,0.7742,0.0487,0.0406,1,0.8143,2.3081,0.9812,0.9195,0.2899,0,1,0.0557,0.0650,1.1878,0.9116,0.7018,0,1,0.1350,6.1728,0.5757,1.0070,0,0,1,0
011902,ELGIN ISD,13,4178,12.8,56.8,27.5,0.2,0.4,0,2.4,71.7,8.6,1,6,1,6,67,33,182,77,34,9,437,591,0,268,1,1,36,87,316,1,1,139,291,1109,58,1,1,1,13,5,26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,1336,308,160,1.1577,2.7503,1.3177,3.2845,1.2116,2.6163,0.1743,1.4535,2.5554,0.7788,0.7295,3.3683,0.9356,1,0.8109,4.6165,0.4401,0.4014,1.6234,0.8117,1,1.7587,2.8320,0.7372,0.7500,3.1250,0,1,0.2604,0.9766,0.2201,2.7273,0,0,1,0
011904,SMITHVILLE ISD,13,1799,7.8,26.7,61.1,0.5,0.4,0.1,3.3,58.3,8.9,0,0,1,1,23,29,29,48,95,0,113,251,0,432,0,1,14,51,135,0,7,53,140,682,1,1,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,798,178,54,1.4659,1.9008,1.3491,3.2193,1.6835,2.9130,4.0023,3.7453,1.8154,1.1780,0.8860,0,0.3133,0,0.0380,2.0887,1.0100,0.8735,0,0,0,1.0215,0.2374,1.5952,0.8789,0,0,0,0.5612,4.2735,1.2484,0.5456,0,0,0,0
011905,MCDADE ISD,13,210,0.5,53.8,45.2,0,0,0,0.5,74.3,6.7,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.4096,11.0318,1,1,1,1,1,1,0,1.2122,0.7695,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
012901,SEYMOUR ISD,09,570,2.3,20,73.5,0.5,0.4,0,3.3,53.2,10.9,0,0,0,0,0,1,1,1,1,0,1,26,0,71,0,0,1,1,7,0,0,1,1,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3,1,1.5759,0.6487,0.6266,3.0581,1.8797,9.1743,1,1,0.4392,1.3131,0.9757,0,0,1,0.3061,14.4928,1.6667,0.4535,0,0,1,0,0,0,1.3605,0,0,1,0,1,1,1,1,1,1,1
013801,ST MARY'S ACADEMY CHARTER SCHOOL,02,434,1.2,80.6,14.3,0,3,0,0.9,76.7,6.9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.6519,43.4783,0.6519,7.2464,1,1,1,1,0,0.6203,3.4965,1,0,1,0,0,0.6203,3.4965,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
013901,BEEVILLE ISD,02,3364,2.1,82.9,13.6,0.2,0.4,0.1,0.7,74.3,9.2,0,0,1,0,85,11,1,241,24,1,23,1095,1,137,0,0,23,74,203,0,1,95,252,1069,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1263,267,98,1.1392,1.7470,1.2703,3.0125,1.3047,2.5510,1.3459,0,0.8672,1.0458,0.7976,0.3959,0,0.7918,0.6787,0.1783,1.0888,0.6609,0,0,0,0.5350,0.4859,1.0463,0.8253,0,0,0,1.4577,0,1.2063,0,0,0,0,0
013902,PAWNEE ISD,02,164,0,77.4,21.3,0,0,0,1.2,54.3,9.1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0.9208,0,1,1,1.8416,0,1.8416,0,1,0.6460,2.3474,1,1,1,0,1,1,1,1,1,1,1,1,1.2920,0,1,1,1,0,1,1.2920,0,1,1,1,0
013903,PETTUS ISD,02,438,2.3,62.3,33.3,0,0.2,0,1.8,59.8,12.8,0,0,0,0,1,1,1,10,1,0,1,163,0,29,0,0,1,8,50,0,0,1,12,151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,12,2,1.3016,2.0135,1.6722,5.2083,0.8361,3.9062,1,1,0.2241,1.3486,0.4489,1,0,1,0.2864,3.6232,1.3376,0.2503,1,0,1,0,0,0.8026,1.5015,1,0,1,0,1,1,1,1,1,1,1
013905,SKIDMORE-TYNAN ISD,02,789,1,64.9,32.2,0.9,0.5,0.3,0.3,55.8,10.3,0,0,1,0,1,1,1,1,1,0,0,153,0,1,0,1,1,6,62,0,1,1,1,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,3,2,1.5724,3.8835,0.5974,19.4175,0.8961,4.8544,1.7921,9.7087,0,1.5210,0.0200,0,0,0,2.1505,33.3333,0.5136,1.0352,0,0,0,0,0,0.7704,1.5528,0,0,0,0,0,1.5408,0,0,0,0,0
014801,RICHARD MILBURN ALTER HIGH SCHOOL,12,132,37.1,34.1,22,0,0.8,1.5,4.5,68.2,17.4,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0.9775,0.6386,1,1,1,1,1,1,1,1,1,1,1,1.7969,0.3258,0.5051,1,13.8889,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
014802,TRANSFORMATIVE CHARTER ACADEMY,12,91,41.8,35.2,17.6,0,1.1,1.1,3.3,68.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
014803,PRIORITY CHARTER SCHOOLS,12,885,16.4,25.2,51.6,0.2,1.1,0,5.4,52.3,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
014804,ORENDA CHARTER SCHOOL,12,1206,5.5,20.4,69.3,0.6,1.8,0.1,2.3,25.5,12.2,0,0,1,1,0,0,94,105,212,0,9,1,0,22,0,0,0,116,18,0,1,0,362,29,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,413,0,3.4462,4.4709,3.4373,2.3022,1,1,1.9608,0,4.9587,0.1485,0.9620,0,0,0,1.3175,4.1382,1.2463,0.7407,0,0.1345,0,0.1053,1,1,1,1,1,1,1,0,2.4510,0.7215,0,0,0,0
014901,ACADEMY ISD,12,1270,2.3,21.8,71.7,0.7,0.6,0.3,2.5,36.3,7.1,0,0,0,0,1,1,0,1,1,0,1,20,0,70,0,0,1,6,16,0,0,6,13,45,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3,2,1.2274,2.2312,11.9376,28.1690,8.2645,7.0423,1,1,0.4305,0.9083,0.9666,0,1.6502,0,3.5644,0,1.5291,0.4649,0,0,0,13.3333,0,2.2936,0.6974,0,0,0,0,1,1,1,1,1,1,1
014902,BARTLETT ISD,13,395,11.4,61.8,24.6,0.3,0,0,2,72.9,9.4,0,0,0,0,1,1,1,24,13,0,1,9,0,1,1,0,1,13,1,0,0,1,33,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,40,2,0.1143,0.8865,1.1317,3.4574,0.6859,5.3191,1,1,0.7310,1.2136,0.3388,0,1,1,4.1667,0.2193,0.9709,1.3211,8.3333,1,1,1.2500,0,0.8091,2.0325,0,1,1,0,1,1,1,1,1,1,1
014903,BELTON ISD,12,10305,6.5,32.5,54.7,0.7,1.6,0.2,3.7,50.4,10.5,0,0,0,0,64,76,108,179,230,44,593,1533,1,1768,0,0,23,141,841,0,0,122,418,2959,27,1,1,1,22,1,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4080,541,170,1.4390,1.9631,1.5330,2.4822,1.4239,1.2885,1,1,2.2360,1.1561,0.7922,1.5406,0.0153,0.1225,0.9274,3.0712,1.0181,0.7772,0.2641,0.1155,0,1.0991,2.4434,1.1584,0.8173,0.8403,0,2.9412,0.1590,1,1,1,1,1,1,1
014905,HOLLAND ISD,12,630,3,31.1,64.1,0.2,0.5,0,1.1,50.8,8.1,0,0,0,0,1,1,0,0,0,0,1,31,0,77,0,0,0,0,45,0,0,1,0,83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,3,1.4853,5.0505,1,1,0.6562,0,1,1,0.3030,0.9062,1.0920,0,0,1,0.8264,1,1,1,1,1,1,1,0,1.0718,0.5200,0,0,1,30.3030,1,1,1,1,1,1,1
014906,KILLEEN ISD,12,41336,33.6,28.1,26.4,0.7,2.6,1.6,6.9,57.3,11.2,1,1,1,1,238,153,3625,1574,1152,117,12019,5305,189,4161,1,1,221,1745,4880,1,1,864,5675,18255,568,74,88,42,469,186,1650,10,1,40,1,1,1,1,0,0,1,0,0,0,0,4,23627,6990,1045,1.3484,1.8441,1.4169,2.2289,1.4429,1.8882,0.4363,2.2321,1.5140,0.7990,0.6671,0.7074,0.3028,0.5000,1.0121,1.5434,0.8013,0.6243,1.7985,0.2311,0.3577,0.9724,1.6177,0.8105,0.5546,1.3671,0.0368,0.0598,1.0263,0.7440,0.8897,0.9470,0,0,0,3.6232
014907,ROGERS ISD,12,862,2.7,27.5,68,0.5,0.5,0.1,0.8,49.7,7.2,0,0,0,0,1,1,1,1,10,1,5,43,0,63,0,0,1,6,30,0,0,1,17,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,13,2,1.5669,3.6873,2.6312,6.4103,1.0060,6.9444,1,1,1.6388,1.3837,0.8199,1.7699,1.7699,0,0,2.8490,0.2797,1.1312,15.3846,0,0,0,0,1.8182,0.7353,0,0,0,0,1,1,1,1,1,1,1
014908,SALADO ISD,12,1465,1,20.1,75,0.9,0.9,0.1,2.1,27.5,5.9,0,0,0,0,1,6,1,1,13,0,10,45,0,103,0,0,1,5,21,0,0,1,14,76,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,15,8,1.7273,2.2246,3.3939,5.6497,0.4545,2.1186,1,1,6.2500,1.3993,0.8583,0,0.6944,0,0.2976,6.6667,0.3317,1.1556,0,0,0,0,0,0.6219,1.0000,0,0,0,5.9524,1,1,1,1,1,1,1
014909,TEMPLE ISD,12,8644,27.9,40.3,26.7,0.5,1.6,0.1,3,76.8,8.8,1,1,1,1,93,50,1106,638,384,19,2407,1751,11,717,1,1,40,412,581,1,1,271,2016,4520,142,1,1,1,64,6,88,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4999,2195,288,1.1773,1.3207,1.1959,2.1329,1.2252,1.5783,0.4340,3.7879,1.7258,0.8692,0.5372,0.7602,0.0750,2.2004,0.5868,1.8060,0.7212,0.6552,0.0911,0.0285,0.4556,0.9719,1.7672,0.8013,0.6502,0.6944,0.2170,0,0.1157,1.1947,0.8271,1.2484,0,0,0,0
014910,TROY ISD,12,1434,1.5,23.7,72.4,0.5,0.6,0.1,1.2,48,9.3,0,0,0,0,1,1,0,1,43,1,11,87,0,349,0,0,1,26,107,0,0,1,37,297,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,45,2,1.3451,2.5012,1.7130,6.2127,1.0417,5.3763,1,1,1.5942,0.7980,1.0479,0.4348,0.3623,0,1.9928,0,0.0938,1.3198,0,3.7037,0,0,0,2.1097,0.6906,0,0,0,0,1,1,1,1,1,1,1
015801,POR VIDA ACADEMY,20,303,2.6,89.1,7.6,0,0,0,0.7,69.6,17.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0.7184,2.9070,1,1,1,1,1,1,1,1,1,1,1,0,0.5612,6.5789,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015802,GEORGE GERVIN ACADEMY,20,1313,30.1,63.1,4.6,0.1,0.5,0.1,1.6,97.7,3,0,0,0,0,0,0,57,1,1,0,1,1,0,0,0,0,0,17,0,0,0,0,1,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,5.1177,0,0.0171,9.4444,1,1,1,1,1.1074,0.5283,0,0,0,0,20.8333,3.1561,0.0264,0.3623,0,0,0,1.0417,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015803,HIGGS CARTER KING GIFTED & TALENTE,20,485,13.4,82.9,2.1,0.4,0,0.2,1,94.6,5.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6.8710,0,1,1,1,1,1,1,1,1,1,1,1,3.7313,0.6031,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015805,NEW FRONTIERS CHARTER SCHOOL,20,615,1.3,96.3,2.3,0,0,0,0.2,89.3,8.8,0,0,0,0,0,0,0,1,1,0,1,59,0,1,0,0,0,27,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0.0184,2.4218,0.5599,153.4091,1,1,1,1,1.2610,1.0044,0.7128,1,1,1,0,0,0.5192,21.7391,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
015806,SCHOOL OF EXCELLENCE IN EDUCATION,20,1384,31.6,62.5,3.5,0,0.1,0.4,2,92.6,6.8,0,0,0,0,1,0,153,110,1,0,0,1,0,1,0,0,0,27,1,0,0,1,259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,265,1,0.5400,7.3529,1.0555,1.4983,1.0799,0,1,1,0,0.8000,14.2857,1,0,0,0,1.8271,0.6642,0.1078,1,0,0,0.1887,0,1.6000,0,1,0,0,0,1,1,1,1,1,1,1
015807,SOUTHWEST PREPARATORY SCHOOL,20,627,11.5,81.7,6.2,0,0.2,0,0.5,77,12.8,0,0,0,0,1,1,31,130,1,0,1,25,0,1,0,0,0,29,6,0,0,1,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,163,2,0.0481,1.7361,1.1154,1.3900,0.6494,0,1,1,0.3221,1.1333,0.5974,1,0,1,0,1.6538,0.9762,0.0990,1,0,1,1.2270,0,0.6120,8.0645,1,0,1,0,1,1,1,1,1,1,1
015808,JOHN H WOOD JR PUBLIC CHARTER DIST,20,489,23.5,36,35.6,1.6,0.2,0.2,2.9,100,40.9,0,0,0,0,0,0,16,24,1,0,0,0,0,0,0,0,0,21,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,1,1.1190,1.2225,1,1,1,1,1,1,1,1,1,1,1,1.6211,1.5873,0.0669,0,0,0,0.8210,1,1,1,1,1,1,1,1,1,1,1,1,1,1
