DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total IN SCHOOL SUSPENSIONS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average
085902,POST ISD,17,949,6.4,60.1,30,0.9,0.1,0,2.4,68.6,10.4,217,0.9875,1.7281,0.0720,1.2958,0.7066,0,0,1,0.1920
085903,SOUTHLAND ISD,17,160,3.1,51.3,45,0,0,0,0.6,74.4,9.4,2,0.6720,5.3191,0,0.9747,1.1111,1,1,1,0
086024,DOSS CONSOLIDATED CSD,13,19,0,26.3,73.7,0,0,0,0,0,26.3,0,1,1,1,1,1,1,1,1,1
086901,FREDERICKSBURG ISD,13,2933,0.1,46.5,51.8,0.2,0.3,0.1,1.1,52.6,8.5,398,1.3948,2.6604,2.5126,1.1941,0.8391,1.2563,0,2.5126,0.2284
086902,HARPER ISD,13,592,0.5,13.2,84.8,0.3,0.3,0.2,0.7,39.2,12.2,66,1.7007,2.3597,0,0.1148,1.1435,5.0505,0,0,0
087901,GLASSCOCK COUNTY ISD,18,296,0,48,52,0,0,0,0,43.6,7.4,2,1.1468,0,1,1.0417,0.9615,1,1,1,1
088902,GOLIAD ISD,03,1344,4.9,47.1,45.2,0.2,0.2,0.1,2.3,48.3,9.8,486,1.3888,1.9106,1.5117,1.1009,0.8922,1.0288,0,0,0.0895
089901,GONZALES ISD,13,2764,7.8,67.7,23.8,0.1,0.3,0,0.3,70.7,9.2,721,1.0770,1.8543,2.4005,0.8871,0.8450,0,0,1,3.6986
089903,NIXON-SMILEY CISD,13,1055,0.6,76.6,22.1,0,0,0,0.8,81.3,10.2,120,1.4863,3.1046,1.3889,1.2728,0.0377,1,1,1,1.0417
089905,WAELDER ISD,13,308,13,83.1,3.6,0,0,0,0.3,93.8,9.4,0,1,1,1,1,1,1,1,1,1
090902,LEFORS ISD,16,175,0.6,16,80.6,0,0,0,2.9,45.7,7.4,5,0.4376,0,0,0,1.2407,1,1,1,0
090903,MCLEAN ISD,16,213,1.4,11.7,85.4,0,0,0,1.4,44.1,7.5,1,2.2676,13.3333,0,0,1.1710,1,1,1,0
090904,PAMPA ISD,16,3736,3.1,44,49.7,0.6,0.2,0,2.2,56.2,9.4,935,1.2484,1.9001,2.0700,1.0258,0.9017,0.1783,0.5348,1,1.5557
090905,GRANDVIEW-HOPKINS ISD,16,46,2.2,19.6,76.1,0,0,0,2.2,10.9,4.3,0,1,1,1,1,1,1,1,1,1
091901,BELLS ISD,10,780,0.5,5.9,87.2,2.1,0,0.4,4,37.1,7.9,64,1.7268,2.7690,3.1250,1.5890,0.9855,0,1,3.9062,0.3906
091902,COLLINSVILLE ISD,10,516,2.7,14,81.6,0.2,0,0,1.6,41.3,6.2,71,1.3982,4.0891,0.5216,0.8048,1.0529,0,1,1,0.8803
091903,DENISON ISD,10,4404,11.1,16.4,63.2,2.5,0.8,0.1,5.8,65.1,14.8,1307,1.2270,1.7473,1.9714,0.9890,0.8801,0.0306,0.0956,0.7651,1.0421
091905,HOWE ISD,10,1056,0.4,13.1,80.9,1.7,0.6,0.3,3.1,44.4,9.1,296,1.4914,2.8958,0.8446,1.1347,0.9939,0.1987,0,0,1.3078
091906,SHERMAN ISD,10,7137,13.2,36.4,41.9,1.3,2,0.1,5.2,66,11.2,2450,1.2109,1.8841,2.0439,0.9329,0.7335,0.7221,0.4286,0,1.2559
091907,TIOGA ISD,10,295,0.3,29.2,66.4,1.7,1,0,1.4,55.6,8.5,34,1.1638,1.7301,0,0.1007,1.4174,0,0,1,2.1008
091908,VAN ALSTYNE ISD,10,1332,1.7,11.5,84.1,0.9,0.2,0,1.6,29,7.3,58,1.6647,1.6533,1.0142,0.1499,1.1071,1.9157,0,1,1.0776
091909,WHITESBORO ISD,10,1548,0.3,12.9,82,2.5,0.4,0.1,1.9,51.6,9.2,429,1.2468,1.6976,0,0.7770,1.0433,1.5851,0.5828,0,0.1227
091910,WHITEWRIGHT ISD,10,797,5.3,10,79.4,0.3,0.4,0,4.6,46.4,8,117,1.8052,0.9615,2.4190,0.9402,0.8827,0,0,1,1.6722
091913,POTTSBORO ISD,10,1348,0.4,6.2,84.6,3.9,0.8,0,4.2,41.4,9.6,140,1.2077,1.2649,0,0.1152,1.0976,0.1832,0.8929,1,1.1905
091914,S AND S CISD,10,870,0.6,7.7,85.7,1.7,0,0,4.3,50.7,8.5,93,1.4422,2.2770,1.7921,0.1396,1.1167,0.6325,1,1,0.2501
091917,GUNTER ISD,10,764,0.7,22.3,71.7,1.6,0.7,0,3.1,32.2,7.9,60,1.3975,2.3207,2.3810,0.0747,1.3017,1.0417,0,1,0.5376
091918,TOM BEAN ISD,10,718,1.7,4.3,88.6,0.7,0.3,0.3,4.2,47.1,11.1,143,1.3956,2.0160,0.4114,1.6263,1.0261,0,0,2.3310,0.1665
092801,EAST TEXAS CHARTER SCHOOLS,07,173,5.8,15.6,74,0.6,0,0,4,29.5,5.8,0,1,1,1,1,1,1,1,1,1
092901,GLADEWATER ISD,07,1868,20.1,15.6,57.5,0.2,0.9,0.1,5.6,66,12.4,1079,1.1641,1.4724,1.3372,0.6654,0.9880,0.4634,0.1030,0,1.0261
092902,KILGORE ISD,07,4011,16.3,29.5,48.4,0.9,1,0.1,3.7,61.7,7.1,932,1.3095,2.2366,2.3237,0.4874,0.8912,0.1192,0.1073,0,1.1890
092903,LONGVIEW ISD,07,8601,38.7,35.3,21.1,0.6,1.3,0.2,2.8,69.9,8,2490,1.1468,1.4207,1.6708,0.6826,0.4130,0.0669,0,0.2008,0.8749
092904,PINE TREE ISD,07,4624,20.6,27.7,47.8,0.3,1.1,0.1,2.4,60.7,8.2,2537,1.2572,1.9372,2.1086,0.7428,0.6539,1.4453,0.2508,0,1.6752
092906,SABINE ISD,07,1354,6.3,18.5,70.8,0.5,0.4,0,3.4,45.1,8.1,234,1.4403,1.3190,1.5602,0.9009,1.0261,0.8547,0,1,0.1257
092907,SPRING HILL ISD,07,1849,10.4,14.5,70.5,0.4,1.5,0.3,2.4,32.9,5.3,454,1.8478,0.4156,3.8970,0.8811,0.6561,0.5507,0,0,0.0918
092908,WHITE OAK ISD,07,1414,2.6,7.1,85.5,0.8,0.8,0,3,35.1,7.3,149,1.4532,1.9307,1.8069,0.8507,1.0204,0.8389,0,1,0.2237
093901,ANDERSON-SHIRO CISD,06,779,8.1,16.2,73.2,0.6,0.5,0.1,1.3,46.6,6.8,158,1.9558,2.3269,3.4380,0.0391,0.9597,0,1.2658,0,0.4869
093903,IOLA ISD,06,462,3,15.4,80.7,0.2,0.2,0,0.4,50.9,6.7,86,0.9366,3.1239,2.3256,1.3591,0.8933,0,0,1,0
093904,NAVASOTA ISD,06,3056,24.4,47.1,27,0.2,0.3,0,1,74.5,6.6,2029,1.1220,1.8743,1.8886,0.7461,0.6918,0.2464,0,1,0.0493
093905,RICHARDS ISD,06,146,8.9,9.6,78.8,0,0,0,2.7,59.6,9.6,13,1.0325,0.8013,0,0,1.2690,1,1,1,0
094901,SEGUIN ISD,13,7386,5.5,68.3,24.6,0.1,0.6,0,0.8,69.1,9.3,2485,1.2503,1.9385,1.7560,1.1059,0.5954,0.4024,0.0671,1,0.0503
094902,SCHERTZ-CIBOLO-U CITY ISD,20,14056,11.1,38.4,43,0.4,2,0.3,4.8,27.9,8.3,2931,1.4736,1.7676,1.3709,1.1932,0.7768,0.4265,0.5971,1.1373,0.8032
094903,NAVARRO ISD,13,1687,1.4,42.9,53.5,0.2,0.5,0.1,1.4,38.8,7.5,268,1.5291,2.2388,2.9318,0.9915,0.9834,0,0.7463,0,0.2665
094904,MARION ISD,13,1338,1.9,36.2,58.7,0.5,0.4,0.1,2.3,41,7.1,423,1.5511,1.6981,4.7281,1.0514,0.8216,8.5106,0.5910,0,0.1028
095901,ABERNATHY ISD,17,765,1.2,57.4,39.6,0.4,0.1,0,1.3,58,9.2,102,1.7748,1.3853,0,1.7080,0.0248,0,0,1,0.7541
095902,COTTON CENTER ISD,17,122,0,59.8,39.3,0,0.8,0,0,77,11.5,2,7.1429,4.3478,1,0.8361,1.2723,1,0,1,1
095903,HALE CENTER ISD,17,673,1.8,68.9,26.9,0.4,0.4,0,1.5,73.7,8.3,67,1.4176,1.6184,0.8292,1.4081,0.0555,0,0,1,0
095904,PETERSBURG ISD,17,279,1.4,79.2,18.6,0,0,0.4,0.4,74.2,7.9,3,0.4492,29.5359,23.8095,0.4209,1.7921,1,1,0,0
095905,PLAINVIEW ISD,17,5523,3.7,77.9,16.5,0.4,0.4,0.1,1,79.3,8.4,2474,1.1224,2.3049,1.3219,1.0237,0.8476,0.1011,1.3137,0.4042,0.7680
096904,MEMPHIS ISD,16,509,7.9,56.4,34.2,0.4,0.6,0,0.6,66.4,11.2,134,1.3037,2.1988,3.4952,1.0321,0.4146,0,0,1,0
096905,TURKEY-QUITAQUE ISD,16,196,2,37.2,59.2,0,0,0,1.5,56.1,9.2,2,0.8913,5.4348,0,1.3441,0.8446,1,1,1,0
097902,HAMILTON ISD,12,740,0.8,17,79.6,0.4,0.3,0,1.9,54.2,12.3,168,1.3728,1.2582,0.7440,0.7353,1.0394,1.4881,0,1,1.8797
097903,HICO ISD,12,567,0.4,24.2,75,0.2,0,0,0.4,55.9,8.5,120,1.2373,1.3725,0,0.7576,1.0889,0,1,1,0
098901,GRUVER ISD,16,410,0.2,49.8,48.5,0,0.5,0,1,51,7.8,3,0.6536,4.2735,0,0.6693,0.6873,1,0,1,33.3333
098903,PRINGLE-MORSE CISD,16,120,0,25.8,73.3,0,0,0,0.8,44.2,10,0,1,1,1,1,1,1,1,1,1
098904,SPEARMAN ISD,16,879,0,65.4,33,0.1,0.7,0,0.8,55.9,6.5,115,1.5089,4.4147,1,1.5025,0.0264,0,0,1,1.0870
099902,CHILLICOTHE ISD,09,206,1.5,31.6,61.2,1,0.5,0,4.4,83,12.6,24,0.0502,0,2.7778,1.3186,0.8170,0,0,1,0.9470
099903,QUANAH ISD,09,540,5.9,30.2,57.8,0.2,1.3,0,4.6,77.4,12,90,1.0336,2.0370,0.1883,1.3981,0.9419,5.5556,0,1,0.2415
100903,KOUNTZE ISD,05,1231,13.2,4.6,79.3,0.6,0.6,0.1,1.6,47.2,8.4,153,1.4401,1.5562,2.1291,0.1421,0.8901,0,0,0,0.4085
100904,SILSBEE ISD,05,2736,18.1,6.5,70.8,0.5,0.4,0.1,3.4,54,10.6,1300,1.3832,1.7925,2.0144,0.7692,0.7497,3.6923,0,0,1.0633
100905,HARDIN-JEFFERSON ISD,05,2101,9.6,8.4,80.2,0.3,0.3,0,1.2,36.7,7.7,451,1.7581,1.6414,2.1480,0.3168,0.9511,0.7391,0,1,0.1848
100907,LUMBERTON ISD,05,3817,0.3,7.3,89.8,0.5,1,0.1,1.1,29.5,8.3,614,1.7667,2.5313,9.7720,0.7586,1.0138,0.3257,0.1629,0,0.1481
100908,WEST HARDIN COUNTY CISD,05,577,0.2,2.6,94.6,0.9,0,0,1.7,48.5,9.4,163,1.4800,0.9790,0,0.2360,1.0441,0,1,1,0.3609
101801,MEDICAL CENTER CHARTER SCHOOL,04,306,64.7,26.5,2,0.7,5.2,0,1,85.3,2.3,0,1,1,1,1,1,1,1,1,1
101802,SER-NINOS CHARTER SCHOOL,04,1013,0.5,98.8,0.3,0.2,0.1,0,0.1,97.1,4,1,1.0299,0,0,1.0121,0,0,0,1,0
101803,ARISTOI CLASSICAL ACADEMY,04,430,10,26.5,60.5,0,0,0,3,24.7,6,23,2.1123,0.7246,0.4348,1.4766,0.8624,1,1,1,1.4493
101804,GEORGE I SANCHEZ CHARTER,04,648,1.2,98,0.6,0.2,0,0,0,93.7,5.6,0,1,1,1,1,1,1,1,1,1
101805,GIRLS & BOYS PREPARATORY ACADEMY,04,758,74.3,24,0.4,0.7,0.1,0,0.5,98,10.9,23,0.0444,2.3933,0.9948,1.0870,0,0,0,1,0
101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,04,1339,0.1,99.7,0.1,0,0,0,0.1,97,7.3,2,137.6289,198.6301,0,0.5015,0,1,1,1,0
101807,UNIVERSITY OF HOUSTON CHARTER SCHO,04,138,24.6,44.9,21.7,0,5.1,0.7,2.9,34.8,8,0,1,1,1,1,1,1,1,1,1
101809,BAY AREA CHARTER INC,04,416,8.2,28.1,60.3,0.7,1.2,0.5,1,35.6,16.1,3,0.9363,2.0704,4.0650,1.1862,0.5528,0,0,0,0
101810,ACADEMY OF ACCELERATED LEARNING IN,04,702,40.2,53.7,0.4,3.8,1.1,0,0.7,97.9,0.6,0,1,1,1,1,1,1,1,1,1
101811,EXCEL ACADEMY,04,429,49.4,40.6,8.2,0,0.7,0,1.2,100,16.3,0,1,1,1,1,1,1,1,1,1
101813,KIPP INC CHARTER,04,9882,36.6,60.9,0.5,0.5,0.9,0.1,0.6,90.7,4.3,98,1.5188,2.3730,0.0279,1.6085,0,2.0408,0,0,0
101814,THE VARNETT PUBLIC SCHOOL,04,1790,49.9,47.7,2.1,0.2,0,0,0.2,99.2,1.7,0,1,1,1,1,1,1,1,1,1
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,04,283,14.8,46.3,1.4,0.4,36,0,1.1,64.7,3.9,0,1,1,1,1,1,1,1,1,1
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,04,521,0,99.8,0.2,0,0,0,0,97.7,5.8,1,1.0235,17.2414,1,1.0020,0,1,1,1,1
101821,HOUSTON HEIGHTS HIGH SCHOOL,04,210,10.5,81,7.1,0.5,0.5,0,0.5,85.2,10,2,0.5869,0,0,0.6173,7.0423,0,0,1,0
101822,JAMIE'S HOUSE CHARTER SCHOOL,04,130,85.4,5.4,0.8,1.5,3.1,0,3.8,67.7,8.5,28,1.0551,0.4202,1.1710,0,0,0,0,1,0
101828,HOUSTON GATEWAY ACADEMY INC,04,1621,1,98,0.7,0,0.1,0,0.2,93.8,3.1,10,1.0661,0,0,1.0204,0,1,0,1,0
101829,HOUSTON HEIGHTS LEARNING ACADEMY I,04,150,41.3,51.3,1.3,0.7,3.3,0,2,99.3,4,0,1,1,1,1,1,1,1,1,1
101833,LA AMISTAD LOVE & LEARNING ACADEMY,04,253,75.9,20.6,0.8,1.2,1.6,0,0,96,61.3,0,1,1,1,1,1,1,1,1,1
101837,CALVIN NELMS CHARTER SCHOOLS,04,284,9.2,53.2,33.1,0.4,2.1,0,2.1,29.9,10.2,0,1,1,1,1,1,1,1,1,1
101838,SOUTHWEST SCHOOL,04,1948,8.7,82.4,7.9,0.2,0.3,0.1,0.4,90.2,6.7,0,1,1,1,1,1,1,1,1,1
101840,TWO DIMENSIONS PREPARATORY ACADEMY,04,552,85,13.4,0.5,0.2,0.4,0,0.5,93.3,2.4,1,1.0718,0,1.1765,0,0,0,0,1,0
101842,COMQUEST ACADEMY,04,79,7.6,39.2,44.3,0,0,0,8.9,48.1,7.6,0,1,1,1,1,1,1,1,1,1
101845,YES PREP PUBLIC SCHOOLS INC,04,7534,12,85,0.8,0.3,1.6,0,0.2,86.8,5.5,1756,1.0353,2.1122,2.5389,0.8040,0.0712,0.1898,0.4271,1,1.9932
101846,HARMONY SCIENCE ACADEMY,04,3144,33,40.8,19.9,0.2,5,0.1,1,73.3,4.2,0,1,1,1,1,1,1,1,1,1
101847,BEATRICE MAYES INSTITUTE CHARTER S,04,424,98.3,1.4,0.2,0,0,0,0,75,6.6,0,1,1,1,1,1,1,1,1,1
101848,NORTHWEST PREPARATORY,04,241,86.3,10.8,0.8,0,0.4,0.4,1.2,97.9,12.4,2,3.5751,4.0323,0.5794,4.6296,0,1,0,0,0
101849,ACCELERATED INTERMEDIATE ACADEMY,04,250,44,53.2,1.2,1.2,0.4,0,0,95.2,6,0,1,1,1,1,1,1,1,1,1
101850,ZOE LEARNING ACADEMY,04,457,92.6,6.6,0.2,0,0,0,0.7,97.8,6.6,2,0.5112,7.5758,0.5400,7.5758,0,1,1,1,0
101853,PROMISE COMMUNITY SCHOOL,04,1998,23.2,69.4,3.5,0.1,3.4,0,0.6,97.5,9.9,18,1.0256,4.4893,2.1552,0.7205,0,0,0,1,0
101854,RICHARD MILBURN ACADEMY (SUBURBAN,04,177,34.5,59.3,4,0,0.6,0,1.7,88.1,7.9,22,0.0516,0.5754,2.6350,0.0767,0,1,0,1,2.6738
101855,MEYERPARK ELEMENTARY,04,199,75.4,21.6,3,0,0,0,0,91,5,0,1,1,1,1,1,1,1,1,1
101856,DRAW ACADEMY,04,458,1.3,98.5,0,0,0.2,0,0,100,1.7,0,1,1,1,1,1,1,1,1,1
101858,HARMONY SCHOOL OF EXCELLENCE,04,3976,18.4,40.5,30.1,0.3,8.7,0.1,1.9,47.3,4,0,1,1,1,1,1,1,1,1,1
101859,STEPPING STONES CHARTER EL,04,307,30.6,57,2.9,1,7.8,0,0.7,85,9.8,0,1,1,1,1,1,1,1,1,1
101861,THE RHODES SCHOOL,04,683,80.4,16.3,1.2,0.3,0.9,0.1,0.9,72.6,4.4,2,0.6887,0,0.6219,3.0675,0,0,0,0,0
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,04,2854,24,20.8,29.4,0.3,23.3,0,2.2,50.6,4.6,0,1,1,1,1,1,1,1,1,1
101863,KOINONIA COMMUNITY LEARNING ACADEM,04,135,97,1.5,1.5,0,0,0,0,99.3,14.1,0,1,1,1,1,1,1,1,1,1
101864,WALIPP-TSU PREPARATORY ACADEMY,04,201,91,8,0.5,0,0,0,0.5,72.6,8,0,1,1,1,1,1,1,1,1,1
101865,VICTORY PREP,04,564,77,22.3,0.2,0,0,0,0.5,80.1,7.4,0,1,1,1,1,1,1,1,1,1
101866,GLOBAL LEARNING VILLAGE,04,44,97.7,2.3,0,0,0,0,0,75,0,0,1,1,1,1,1,1,1,1,1
101867,FALLBROOK COLLEGE PREPARATORY ACAD,04,642,92.7,4.2,0.8,0.5,0.6,0,1.2,57.3,4.4,21,0.6648,1.0823,1.0787,0,0,0,0,1,0
101868,THE PRO-VISION ACADEMY,04,263,92.4,6.8,0.4,0,0,0,0.4,96.2,17.9,107,0.0097,1.9318,0.9710,1.5118,0,1,1,1,0
101869,C O R E ACADEMY,04,74,98.6,1.4,0,0,0,0,0,94.6,13.5,6,1.0571,1.2346,1.0142,0,1,1,1,1,1
101902,ALDINE ISD,04,67204,25.1,70.8,2,0.1,1.3,0.1,0.7,85.4,6.8,45611,1.0968,1.1094,1.6289,0.7977,0.6709,0.7235,0.2614,1.2716,1.0837
101903,ALIEF ISD,04,46207,30.5,51.8,3.6,0.8,12.5,0.2,0.6,81,7.5,18864,1.0770,1.2977,1.5477,0.9069,0.6258,0.4705,0.2014,0.3446,0.9984
101905,CHANNELVIEW ISD,04,8933,12.3,76.7,9,0.5,1,0.1,0.5,78.9,8.2,1630,1.0295,1.7058,2.2395,0.7807,1.3497,0.1227,0.0613,0,0.6135
101906,CROSBY ISD,04,5199,17.1,32.8,47.2,0.4,0.4,0,2,45.3,8.5,2051,1.3787,1.5430,1.6537,0.9320,0.8698,0.1219,0,1,0.0244
101907,CYPRESS-FAIRBANKS ISD,04,111173,16.6,43.6,28.3,0.6,8.6,0.1,2.3,49.3,7.1,41471,1.4984,2.0028,2.1132,0.9790,0.6329,0.6229,0.1943,0.5546,0.9677
101908,DEER PARK ISD,04,12968,2.5,50.7,43.4,0.3,1.3,0,1.8,43,9.6,2950,1.4103,2.0904,2.8746,1.0404,0.8639,0.5650,0.2086,1,1.1864
101910,GALENA PARK ISD,04,22515,16.6,76.1,5.3,0.4,0.8,0,0.7,80.7,8.4,7334,1.0347,1.8018,1.8588,0.8328,0.8233,0.6818,0.1023,1,1.4999
101911,GOOSE CREEK CISD,04,22228,15.7,58.1,22.9,0.3,1.4,0.1,1.6,64.6,9.4,10045,1.1980,1.5526,1.9137,0.8884,0.6821,2.2233,0.1564,0.8960,1.0889
101912,HOUSTON ISD,04,210716,25.2,62,8.2,0.2,3.5,0.1,0.9,80.6,7.5,45227,1.1104,1.9030,1.4347,0.9705,0.2988,0.8292,0.1807,0.6412,0.4029
101913,HUMBLE ISD,04,38056,18.6,32,43.5,0.4,2.9,0.4,2.1,34.5,7.9,7158,1.8651,1.9965,2.2683,0.9631,0.5338,0.9081,0.1686,1.9209,1.0245
101914,KATY ISD,04,67015,9.5,34.1,41,0.5,12.3,0.1,2.6,29,8.4,8424,2.0778,2.3388,2.5666,1.2720,0.6801,0.0237,0.1631,0.1187,0.8949
101915,KLEIN ISD,04,48003,14,38,36.3,0.4,8.4,0.1,2.8,40.9,8.3,16130,1.6252,1.9996,2.3904,1.0978,0.5682,0.4030,0.2140,0.4340,0.7816
101916,LA PORTE ISD,04,7605,6.6,45.2,44,0.5,1,0.1,2.6,48.4,10.1,4088,1.2580,1.7051,1.7716,0.9346,0.9529,1.2720,0.0245,0.2446,1.3266
101917,PASADENA ISD,04,54382,7,82.2,7.1,0.2,2.9,0,0.6,78.8,8.8,24804,1.0899,1.8463,1.7751,0.9761,0.8966,0.0202,0.1613,1,0.8265
101919,SPRING ISD,04,36358,39.9,42.7,11.2,1.1,3.7,0.1,1.3,74.2,8.1,12141,1.1142,1.2518,1.5643,0.6389,0.6839,0.6589,0.1937,0.6589,0.8743
101920,SPRING BRANCH ISD,04,35218,5,58.5,27.8,0.9,6.2,0.1,1.5,58.3,7.2,8572,1.4251,2.0091,2.2982,1.2791,0.3823,0.9462,0.1524,0.5833,0.8011
101921,TOMBALL ISD,04,12444,4.7,29.2,57.3,0.3,5.4,0.1,3,23.6,7.6,2008,1.9752,2.8635,2.2993,1.2109,0.8213,3.3201,0.1844,0,1.5936
101924,SHELDON ISD,04,7745,21.6,68,8.6,0.2,0.4,0.2,1,79.8,6.5,3703,1.0433,1.4167,1.8754,0.7399,0.8855,0.9452,0.3376,1.0802,1.0262
101925,HUFFMAN ISD,04,3308,2.1,18.4,77.6,0.2,0.5,0.1,1.1,32.7,7.7,831,1.4499,2.0160,1.3753,1.0006,1.0111,0,0.2407,0,0.1094
102901,KARNACK ISD,07,172,62.8,14.5,13.4,0,0,0,9.3,94.8,8.1,71,0.8023,0.8694,0.9195,1.7484,1.2613,1,1,1,0
102902,MARSHALL ISD,07,5535,39,31.6,26.6,0.4,0.4,0.1,2,76,6.4,2414,1.1942,1.5987,1.7292,0.5532,0.5638,0,0.1036,0,0.0207
102903,WASKOM ISD,07,894,17.6,24.7,52.8,0,0.1,0,4.8,59.6,9.8,186,1.2178,2.9076,2.0772,0.5659,0.8451,1,0,1,1.0081
102904,HALLSVILLE ISD,07,4754,7,12.1,76.6,0.5,0.7,0.1,3.1,38.2,8.4,1560,1.5807,1.7705,2.2894,0.9748,0.8737,0.1282,0.0916,0.6410,1.6336
102905,HARLETON ISD,07,719,2.6,5.3,89.4,0.1,0.1,0,2.4,36.6,11.1,78,2.1017,2.1945,0.4931,2.4190,0.9321,12.8205,0,1,0.5342
102906,ELYSIAN FIELDS ISD,07,1029,12.1,4.3,80,0.3,0.5,0,2.8,43,10.9,262,1.5267,2.5912,2.0503,0.0888,0.9303,0,0,1,0.1363
103901,CHANNING ISD,16,128,0.8,18.8,79.7,0.8,0,0,0,45.3,10.2,1,0,0,0,0,1.2547,0,1,1,1
103902,HARTLEY ISD,16,204,0,65.7,33.3,0.5,0,0,0.5,69.1,4.9,0,1,1,1,1,1,1,1,1,1
104901,HASKELL CISD,14,626,4.5,37.4,54.5,0.5,0.5,0,2.7,66.6,10.7,103,1.4723,2.8128,0.2157,1.5316,0.7482,0,0,1,0.3596
104903,RULE ISD,14,132,1.5,39.4,56.8,0,0,0,2.3,75,12.1,7,0.1905,1.1806,9.5238,0.3626,1.2575,1,1,1,0
104907,PAINT CREEK ISD,14,133,0,35.3,63.9,0,0,0,0.8,70.7,8.3,6,0.2357,0,1,0,1.5649,1,1,1,0
105801,KATHERINE ANNE PORTER SCHOOL,13,150,1.3,16,77.3,0,1.3,0,4,52.7,11.3,0,1,1,1,1,1,1,1,1,1
105802,TEXAS PREPARATORY SCHOOL,13,199,25.6,52.8,17.6,0.5,1.5,0,2,65.3,7,0,1,1,1,1,1,1,1,1,1
105902,SAN MARCOS CISD,13,7501,4.7,72.5,20.9,0.1,0.7,0.1,1,71.6,10.2,2287,1.2434,1.0374,1.5816,1.0530,0.7699,0,0.0625,0.4373,0.0437
105904,DRIPPING SPRINGS ISD,13,5085,0.6,19.2,74.6,0.4,1.4,0.1,3.7,12.8,9.1,159,2.5059,2.5572,1.0482,1.5723,0.9189,0,0,0,0.1700
105905,WIMBERLEY ISD,13,2064,0.3,19.9,76.6,0.8,0.6,0,1.8,28.3,7.6,0,1,1,1,1,1,1,1,1,1
105906,HAYS CISD,13,17205,3.1,62.7,31.3,0.2,0.8,0,1.9,50.7,9.2,4247,1.3900,1.6201,1.2153,1.1874,0.6409,1.5305,0.2355,1,0.6444
106901,CANADIAN ISD,16,973,0,45.4,53.3,0.2,0.4,0,0.6,40.8,5.9,60,1.3072,1.6949,1,1.2482,0.8130,0,0,1,0
107901,ATHENS ISD,07,3388,13.4,44.7,37.5,0.3,0.9,0.1,3.2,73.1,8.2,1749,1.2170,1.6734,2.2785,0.8851,0.7395,0.1906,0.0635,0.5718,0.6254
107902,BROWNSBORO ISD,07,2761,8.1,13.5,75.8,0.4,0.3,0.1,1.8,56.3,9.7,692,1.3527,1.9665,1.6770,0.7921,0.9933,0.3613,0,1.4451,0.0803
107904,CROSS ROADS ISD,07,598,1.7,5.5,91.6,0,0,0,1.2,45.8,11.4,229,1.2872,1.7620,0.2569,0.0794,1.0774,1,1,1,0.3639
107905,EUSTACE ISD,07,1468,1.4,10.1,85.4,0.8,0.1,0.1,2.1,69.6,13.2,768,1.1936,1.4796,1.3021,0.6704,1.0368,0.1628,0,1.3021,1.2401
107906,MALAKOFF ISD,07,1282,11.4,15.7,69.5,0.5,0.5,0.1,2.3,68.5,11.4,392,1.2662,1.8126,1.6335,0.9424,0.9507,0.5102,0,0,0.1109
107907,TRINIDAD ISD,07,181,18.2,8.8,65.2,0,0,0.6,7.2,76.2,15.5,82,1.0563,2.1243,1.4071,0.9701,0.8417,1,1,0,1.5244
107908,MURCHISON ISD,07,204,0,10.8,88.7,0,0,0,0.5,56.4,13.7,2,0.8865,21.8978,1,4.6296,0.5637,1,1,1,0
107910,LAPOYNOR ISD,07,475,9.5,6.3,82.7,0.2,0,0,1.3,49.1,8.8,67,1.3375,1.5265,1.4140,1.8953,0.7760,0,1,1,8.0367
108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,01,1047,0,98,1.7,0,0.1,0,0.2,90.1,7.4,0,1,1,1,1,1,1,1,1,1
108802,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,01,1065,0.2,91.8,5.7,0.3,1.8,0,0.2,81.7,4.7,45,1.0064,0.4728,0,1.0409,0.3899,0,1.2346,1,0
108804,MIDVALLEY ACADEMY CHARTER DISTRICT,01,389,0,99.2,0.8,0,0,0,0,94.1,6.4,10,0.1063,1.5625,1,1.0081,0,1,1,1,1
