DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total IN SCHOOL SUSPENSIONS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average
220818,PRIME PREP ACADEMY,11,606,90.6,5.6,2,0.5,0,0,1.3,67.5,4.1,2,41.4815,12.1951,0.5519,8.9286,0,0,1,1,0
220901,ARLINGTON ISD,11,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,8.1,18328,1.1545,1.9171,1.7767,0.8405,0.6794,0.7093,0.2347,0.2728,1.2495
220902,BIRDVILLE ISD,11,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,9.5,5705,1.2840,1.7086,1.5532,1.1862,0.7861,1.7278,0.5580,0.4090,0.9535
220904,EVERMAN ISD,11,5507,40.5,51.7,5.6,0.1,0.6,0,1.4,85.9,7.8,2899,1.0702,1.3046,1.7460,0.4664,0.6529,0.3449,0,1,1.0348
220905,FORT WORTH ISD,11,84360,22.7,62.8,11,0.2,2,0.1,1.3,77.2,7.5,16226,0.9984,1.6032,1.8174,0.7959,0.5704,1.0477,0.3174,0.9244,1.1947
220906,GRAPEVINE-COLLEYVILLE ISD,11,13469,4.4,22.8,59,0.5,8.6,0.1,4.5,22.5,7.2,1445,1.9962,3.4314,3.0041,1.5116,0.7472,0.1384,0.2736,0.6920,1.2764
220907,KELLER ISD,11,33685,8,21.1,58.6,0.7,7.7,0.2,3.7,23.6,8.1,3882,1.9735,2.2325,2.3087,1.0231,0.8932,1.3248,0.4081,1.8032,0.8563
220908,MANSFIELD ISD,11,32735,26.5,24.7,37.3,0.4,6.4,0.1,4.5,38.2,8.3,14965,1.5161,1.8759,1.5879,1.0023,0.7261,0.9522,0.2433,0.4678,0.9103
220910,LAKE WORTH ISD,11,3213,11.4,58,26.5,0.4,1,0.2,2.5,77,9.1,793,1.1497,1.7322,2.0796,0.8501,1.0041,0.3153,0.1261,0,0.0504
220912,CROWLEY ISD,11,15002,41.2,29.4,21.8,0.7,4.1,0.2,2.6,62.7,9.1,7584,1.2380,1.3693,1.5240,0.6826,0.6490,0.9230,0.0032,0.0659,0.8926
220914,KENNEDALE ISD,11,3181,18.9,22.4,50.7,0.8,3.9,0.4,3,42.1,8,638,1.3701,2.2531,2.0733,0.9306,0.7018,1.5674,0.2411,0,0.7315
220915,AZLE ISD,11,5970,0.8,18.7,77,0.6,0.6,0,2.4,47.2,8.3,1701,1.4834,1.9478,1.1758,1.3015,0.9483,0.4899,0,1,0.5879
220916,HURST-EULESS-BEDFORD ISD,11,22129,17.1,29,41.6,0.5,6.7,2.3,2.8,53.2,8.5,8204,1.4325,1.7309,1.8911,1.0067,0.7170,1.4383,0.2802,1.6694,0.7879
220917,CASTLEBERRY ISD,11,3938,1.2,76.6,20.3,0.3,0.3,0.1,1.2,86.9,7.1,2454,0.9955,1.3660,2.1394,0.9533,1.1322,1.9017,0,2.0375,0.5433
220918,EAGLE MT-SAGINAW ISD,11,18155,9.6,35.5,47.1,0.6,3.7,0.3,3.2,40.4,8.1,2587,1.3606,2.0377,1.9368,0.9506,0.9052,0.0644,0.3657,0.1288,1.1234
220919,CARROLL ISD,11,7791,1.9,8.3,75.1,0.3,10.4,0.2,3.8,2.1,7.6,74,0.6435,1.9559,0.7112,2.1166,1.0437,0,0.1299,0,0.3556
220920,WHITE SETTLEMENT ISD,11,6552,6.3,34.8,52.2,0.5,1.8,0.2,4.2,53.5,9.8,2048,1.2358,1.2905,1.7594,0.8166,1.0402,0.0977,0.4069,0.2441,1.2788
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,12522,13.6,27.6,50.2,0.4,3.7,0.2,4.3,41.9,8.1,90,1.1668,2.8807,0.0817,1.8519,0.9296,0,0,0,0.2584
221901,ABILENE ISD,14,17184,11.8,41.9,40.1,0.4,1.9,0.1,3.8,65.6,10.7,4556,1.2778,1.9898,1.8471,1.0425,0.7220,0.0549,0.5661,0.2195,1.1725
221904,MERKEL ISD,14,1179,0.9,23.1,73.5,0.7,0,0.1,1.7,57.3,11.8,191,1.2244,1.9079,0.5817,1.2239,0.9616,0,1,0,0.3080
221905,TRENT ISD,14,177,1.1,11.9,84.2,0,0.6,0,2.3,41.2,6.2,2,1.2136,0,0,4.2017,0.5938,1,0,1,0
221911,JIM NED CISD,14,1051,0.3,10.4,87.3,0.3,0.4,0,1.4,29.3,7.2,43,1.6668,3.2300,0,0.2236,1.0922,0,0,1,1.6611
221912,WYLIE ISD,14,3829,3,14,77.3,0.4,2.1,0.1,3.2,15.3,6.6,341,2.2234,3.4657,0.0978,0.9845,0.9636,18.3284,0.1396,0,1.1913
222901,TERRELL COUNTY ISD,18,140,0.7,55,42.9,0,0,0,1.4,30,7.1,2,1.6667,7.0423,0,0.9091,1.1655,1,1,1,0
223901,BROWNFIELD ISD,17,1782,2.8,76.8,18.8,0.1,0.6,0,1,73.7,7.1,1002,1.1294,1.4197,2.0317,1.0032,0.8069,5.9880,0,1,1.4970
223902,MEADOW ISD,17,325,0.9,65.2,30.8,1.2,0,0,1.8,73.2,6.5,17,1.2858,0.9050,0,1.2631,0.1910,4.9020,1,1,3.2680
223904,WELLMAN-UNION CISD,17,246,1.2,44.7,54.1,0,0,0,0,56.9,9.8,2,0.8787,5.1020,0,1.1186,0.9242,1,1,1,1
224901,THROCKMORTON ISD,09,197,0.5,17.8,81.2,0,0,0,0.5,50.8,6.6,2,16.7323,7.5758,0,2.8090,0.6158,1,1,1,0
224902,WOODSON ISD,09,92,0,20.7,75,0,0,0,4.3,64.1,12,0,1,1,1,1,1,1,1,1,1
225902,MOUNT PLEASANT ISD,08,5431,12.1,67.6,18.1,0.3,0.6,0,1.4,84.4,9.8,1316,1.1101,1.8377,2.1478,0.8577,0.8732,0.2533,0.1266,1,0.0543
225905,WINFIELD ISD,08,157,1.3,83.4,13.4,0,0,0.6,1.3,93.6,7,11,0.0971,0,0,0.6540,3.3921,1,1,0,0
225906,CHAPEL HILL ISD,08,1004,3.2,31.8,62.2,0.4,0.7,0,1.8,49.7,9.4,83,1.8909,2.9480,0,0.0379,1.5496,3.0120,0,1,0.6693
225907,HARTS BLUFF ISD,08,497,1.6,43.7,51.9,0.4,0.6,0,1.8,61.2,4,11,0.1485,2.2727,0,1.0401,1.0510,0,0,1,0
226801,TEXAS LEADERSHIP,15,1165,3.3,48.7,43.8,0.1,1,0,3.2,43.1,6.7,17,0.9554,0.8780,1.7825,0.1208,1.8802,0,0,1,1.8382
226901,CHRISTOVAL ISD,15,471,0,19.3,75.2,0.6,0,0,4.9,18.7,5.3,14,4.9656,1.3477,1,0.3701,1.1398,0,1,1,1.4577
226903,SAN ANGELO ISD,15,14550,4.4,58.5,34.3,0.3,1,0.1,1.5,59.9,10,5766,1.3773,1.7638,1.5333,1.1811,0.6548,1.2140,0.2428,1.3874,0.6359
226905,WATER VALLEY ISD,15,287,2.8,17.1,74.9,1,0.7,0,3.5,50.5,13.6,53,1.9428,1.5261,0.6739,0.1103,1.2847,0,0,1,0
226906,WALL ISD,15,1089,0.1,18.3,80.3,0,0.1,0.2,1,12.9,5.2,46,3.7074,9.1973,21.7391,1.3067,0.8934,1,0,0,2.1739
226907,GRAPE CREEK ISD,15,1054,0.5,42.1,55.6,0,0.4,0,1.4,63.4,11.8,350,1.0320,1.5254,0.5714,0.7126,1.2487,1,0,1,0.2041
226908,VERIBEST ISD,15,272,0.4,34.9,62.5,0.4,1.1,0,0.7,47.8,12.5,7,0.2989,0,35.7143,0.4093,1.1429,0,0,1,0
227801,AMERICAN YOUTHWORKS CHARTER SCHOOL,13,167,10.2,73.7,12.6,1.2,0,0,2.4,61.7,19.8,0,1,1,1,1,1,1,1,1,1
227803,WAYSIDE SCHOOLS,13,1111,4.6,63,26.6,0.5,2.2,0,3.2,54,6.4,0,1,1,1,1,1,1,1,1,1
227804,NYOS CHARTER SCHOOL,13,871,14.1,34,43.2,0.1,5.9,0,2.8,42.4,7.8,198,1.5485,2.7195,0.0358,1.3518,1.2159,0,0.0856,1,0.1804
227805,TEXAS EMPOWERMENT ACADEMY,13,237,90.3,4.6,1.3,0,0,0,3.8,78.9,6.8,0,1,1,1,1,1,1,1,1,1
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,638,15,29.5,49.5,0.5,1.6,0,3.9,61.9,34.5,0,1,1,1,1,1,1,1,1,1
227814,CHAPARRAL STAR ACADEMY,13,360,5.3,25,57.8,0.6,9.4,0,1.9,0.6,1.7,1,0,0,0,4.0000,0,0,0,1,0
227816,HARMONY SCIENCE ACADEMY (AUSTIN),13,3070,11.3,46.6,29.5,0.2,9.7,0,2.7,51.4,5.4,0,1,1,1,1,1,1,1,1,1
227817,CEDARS INTERNATIONAL ACADEMY,13,353,29.5,63.5,4.8,0.8,0.3,0,1.1,93.5,4.8,64,1.0695,4.2318,1.0593,0.9596,0,9.7656,0,1,0
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,13,305,11.5,68.5,15.1,0.3,1.3,0,3.3,50.2,7.9,0,1,1,1,1,1,1,1,1,1
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,13,3098,5.5,91.5,1.8,0,0.3,0,0.8,91.1,6.6,373,1.0918,2.1123,0.0487,1.0870,0.1489,1,0,1,0
227821,AUSTIN DISCOVERY SCHOOL,13,374,2.9,22.7,69.8,0,0.8,0,3.7,20.6,8.3,17,0.2856,0.7087,2.0284,0.2591,1.1798,1,0,1,1.5898
227824,THE EAST AUSTIN COLLEGE PREP ACADE,13,854,13.7,84.1,1.8,0,0,0,0.5,93.8,12.2,0,1,1,1,1,1,1,1,1,1
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,278,7.9,88.8,2.9,0,0,0,0.4,30.2,6.8,0,1,1,1,1,1,1,1,1,1
227901,AUSTIN ISD,13,85014,8.2,60,25.4,0.2,3.5,0.1,2.6,61.2,9.9,6474,1.4013,2.2140,2.5882,1.0998,0.4275,0.0772,0.1236,0.1545,0.5644
227904,PFLUGERVILLE ISD,13,23497,18.1,46,24.3,0.4,7.4,0.2,3.6,53.8,9.9,11172,1.4163,2.0334,1.9173,1.0640,0.4873,0.4699,0.2298,0.3133,0.7111
227907,MANOR ISD,13,8619,23.7,62.2,9.3,0.2,2.5,0.1,2,78.2,7.5,1965,1.2000,1.9813,1.9819,0.7609,0.5965,0.2545,0.0204,0,0.0254
227909,EANES ISD,13,7983,0.8,13,70.9,0.3,10.9,0.1,3.9,3.1,7.4,201,4.1727,3.0926,0.6219,2.1814,0.8982,1.6584,0.3195,0,0.8930
227910,DEL VALLE ISD,13,11611,9.9,81.9,6.2,0.3,0.6,0.1,1.1,85.5,9.4,8066,1.0510,1.5946,1.6205,0.9456,0.8059,1.3224,0.5372,0.7439,0.6537
227912,LAGO VISTA ISD,13,1383,0.9,21.3,74.7,0.3,0.6,0.1,2.2,30.1,10.2,239,1.5847,1.7229,0.4649,0.7857,1.1034,0,0,0,0.1902
227913,LAKE TRAVIS ISD,13,8224,1,19.3,71.4,0.4,4.1,0,3.8,12.6,7,755,2.4598,2.5544,0.7947,1.3176,0.9053,3.9735,0.5492,1,1.3942
228901,GROVETON ISD,06,719,6.5,11.1,76.5,0.1,0.4,0,5.3,62.7,9,378,1.2278,2.9982,2.0757,0.2145,1.0167,0,0,1,1.1980
228903,TRINITY ISD,06,1223,18.6,21.3,57.1,0.2,0.3,0,2.5,74.2,8.1,604,1.1603,1.3899,1.5221,0.4431,1.0844,0,0.5519,1,0.0662
228904,CENTERVILLE ISD,06,109,0,5.5,94.5,0,0,0,0,62.4,11.9,2,0.8013,4.2017,1,9.0909,0.5291,1,1,1,1
228905,APPLE SPRINGS ISD,06,194,6.7,5.7,86.1,0.5,0,0,1,52.6,13.9,3,13.9417,23.9808,4.9751,5.8480,0.3871,0,1,1,0
229901,COLMESNEIL ISD,05,414,2.9,4.6,90.3,0.5,0.5,0,1.2,57.5,10.9,62,1.3184,2.2196,0.5562,0,1.0717,0,0,1,1.3441
229903,WOODVILLE ISD,05,1323,25.2,6.9,62.1,2.1,0.4,0.1,3.3,68.7,14.4,693,1.2393,1.1324,1.5862,0.6483,0.8086,0.6871,0,0,1.1806
229904,WARREN ISD,05,1251,1.4,4.3,91.5,0.5,0.5,0,1.8,46.6,7.8,181,1.1145,2.4791,0.3946,0.1285,1.0386,5.5249,1.1050,1,0.3069
229905,SPURGER ISD,05,391,0,4.1,92.8,1.5,0,0,1.5,59.6,11,2,67.9530,63.6364,1,12.1951,0.5388,0,1,1,0
229906,CHESTER ISD,05,178,11.2,2.8,84.8,0,0,0,1.1,52.8,13.5,2,31.2500,55.5556,4.4643,0,0.5896,1,1,1,0
230901,BIG SANDY ISD,07,704,11.6,8.7,73.4,0.7,0.6,0.1,4.8,65.9,9.7,383,1.1292,0.8075,1.4855,0.6602,1.0031,0,0,0,0.7071
230902,GILMER ISD,07,2462,14.8,15.5,64.6,0.7,0.6,0,3.8,66.6,7.9,374,1.1161,1.3877,1.7344,0.9315,0.8692,0.3820,0.4456,1,0.8444
230903,ORE CITY ISD,07,843,7.2,14.2,74,0.6,0.8,0,3.1,67,9.6,204,1.1560,1.3276,1.5659,0.4833,1.0466,0.8170,0.6127,1,1.1069
230904,UNION HILL ISD,07,314,8.6,16.6,71.3,0.3,0.3,0.3,2.5,63.7,6.1,105,1.0466,1.0929,1.7719,0.0574,1.1621,0,0,0,0.3810
230905,HARMONY ISD,07,1039,0.7,16,80.8,0.3,0.3,0,2,50.9,6.4,107,1.3404,0.8762,0,0.4673,1.1104,3.1153,3.1153,1,0.4673
230906,NEW DIANA ISD,07,991,7.6,9,78.1,0.4,0.2,0,4.7,38.7,6,109,1.6357,2.4465,4.5872,0.1019,0.8105,0,0,1,0.1952
230908,UNION GROVE ISD,07,769,0.4,6.1,89.9,0.8,0.3,0.1,2.5,43.7,5.5,3,27.4600,6.0606,83.3333,5.4645,0.3708,0,0,0,0
231901,MCCAMEY ISD,18,546,2.4,73.6,22.5,0.5,0.2,0,0.7,50.9,7.1,3,11.7878,4.6948,0,0.4529,1.4815,0,0,1,47.6190
231902,RANKIN ISD,18,261,0.4,46,52.1,1.1,0,0,0.4,47.5,5,2,1.0526,10.0000,0,1.0870,0.9597,0,1,1,0
232901,KNIPPA ISD,20,372,0,51.9,46.8,0,1.3,0,0,32.8,1.9,61,1.9992,0.8628,1,1.5793,0.3853,1,0,1,1
232902,SABINAL ISD,20,530,0.2,69.8,27.7,0.6,0.2,0,1.5,66.4,9.2,144,1.3491,1.6606,0,1.0745,0.9025,0,0,1,0
232903,UVALDE CISD,20,4825,0.3,89.3,9.1,0.3,0.6,0.1,0.4,81.8,12,2101,1.0770,1.5746,0.1587,1.0399,0.7061,0.9519,0,3.3317,0.1190
232904,UTOPIA ISD,20,213,0.9,17.4,81.2,0,0.5,0,0,44.6,9.4,1,2.2422,10.6383,0,0,1.2315,1,0,1,1
233901,SAN FELIPE-DEL RIO CISD,15,10655,0.8,92.3,6.1,0.2,0.3,0,0.3,75.8,7.9,706,1.1885,1.4164,1.0623,1.0328,0.5805,0.7082,0,1,0.4721
233903,COMSTOCK ISD,15,193,0,45.1,52.3,0.5,1,0,1,33.7,8.8,2,1.4837,5.6818,1,1.1086,0.9560,0,0,1,0
234801,RANCH ACADEMY,07,95,17.9,3.2,77.9,0,0,0,1.1,61.1,38.9,1,1.6367,2.5707,0,0,1.2837,1,1,1,0
234902,CANTON ISD,10,2067,2,10.2,83.6,1.2,0.5,0,2.5,40.4,6.8,883,1.8473,2.6814,2.4915,1.1103,0.9578,2.1706,0,1,0.4077
234903,EDGEWOOD ISD,07,928,5.1,9.1,80.7,0.8,0.2,0,4.2,48.5,12.6,394,1.2821,1.9942,1.2939,0.0279,1.1008,0,1.2690,1,0.9669
234904,GRAND SALINE ISD,07,1086,1.2,25.1,71.9,0.5,0.2,0,1.1,63.6,9,219,1.4000,1.9280,0.3805,0.0182,1.3718,0,0,1,0.4151
234905,MARTINS MILL ISD,07,490,2.4,19.8,75.9,0.4,0.2,0.2,1,45.1,10.8,25,1.1530,2.2222,1.6667,0.2020,1.1594,0,0,0,4.0000
234906,VAN ISD,07,2316,2.5,18.4,75.2,1,0.6,0.1,2.1,54.1,10.1,593,1.3777,2.1038,1.4165,0.7424,1.0203,1.1804,0,0,2.3288
234907,WILLS POINT ISD,10,2457,4.8,20.6,69.5,1.1,0.3,0.1,3.6,67,9.3,599,1.1960,2.4054,1.7738,0.6970,1.0593,0.1518,0.5565,0,0.8811
234909,FRUITVALE ISD,07,404,0.7,9.9,84.2,0.2,0.7,0,4.2,72.8,11.1,96,1.2019,2.7215,1.4881,0.1052,0.9773,0,1.4881,1,3.4722
235901,BLOOMINGTON ISD,03,915,4.4,83.9,9.9,0.1,0,0,1.6,81.9,9.8,458,1.0797,2.0943,0.0496,1.0488,1.1689,0,1,1,0.1365
235902,VICTORIA ISD,03,14484,7.4,63.4,26.8,0.2,0.9,0.1,1.2,62.6,8.9,9499,1.3459,1.2254,1.5464,1.1265,0.5735,0.7896,0.0117,0.1053,1.3247
235904,NURSERY ISD,03,106,3.8,45.3,49.1,0,0,0,1.9,52.8,8.5,28,1.0823,5.8824,0,0.3942,1.6730,1,1,1,0
236801,RAVEN SCHOOL,06,78,23.1,39.7,35.9,0,0,0,1.3,100,20.5,0,1,1,1,1,1,1,1,1,1
236901,NEW WAVERLY ISD,06,902,20.1,14.2,60.5,0.9,0,0,4.3,52.7,10.3,1127,1.2931,1.9038,1.6731,0.6936,0.7612,1.0845,1,1,2.2080
236902,HUNTSVILLE ISD,06,6467,24.8,30.9,40.9,0.3,1,0,2.1,64.1,8.6,2881,1.2005,1.8647,1.9874,0.6201,0.7061,2.1983,0,1,0.9587
237902,HEMPSTEAD ISD,04,1551,25.5,56.5,16,0,0.6,0,1.4,77.7,8.6,674,1.0369,1.6044,1.4197,0.8771,0.7789,1,0,1,1.2717
237904,WALLER ISD,04,5895,10.6,49.4,36.5,0.7,0.4,0.1,2.3,64.3,6.6,1277,1.2166,2.0526,1.9651,0.9099,0.8603,0.1119,0.1958,0.7831,1.1236
237905,ROYAL ISD,04,2174,19,69.5,9,0.3,0.1,0,2.1,82.3,8.3,918,1.1489,1.2862,1.6627,0.8511,1.0046,0.3631,0,1,0.0519
238902,MONAHANS-WICKETT-PYOTE ISD,18,2203,4.8,58.2,35.3,0.4,0.5,0.1,0.7,50.7,9.6,115,1.2349,2.8986,1.9928,0.8965,1.0839,0,0,0,0
238904,GRANDFALLS-ROYALTY ISD,18,135,1.5,72.6,25.2,0,0,0,0.7,57,9.6,1,1.7544,0,0,1.3774,0,1,1,1,0
239901,BRENHAM ISD,06,4874,22.4,31.5,42.8,0.1,1.5,0,1.7,55.9,11.6,1646,1.2944,0.9846,2.0558,0.8930,0.6004,0,0.0405,1,0.0357
239903,BURTON ISD,06,361,15.8,16.6,65.7,0.3,0,0.3,1.4,49.6,12.7,100,1.4113,2.5984,2.7848,0.8434,0.6393,0,1,0,0
240801,GATEWAY ACADEMY CHARTER DISTRICT,01,408,0.2,99,0.5,0.2,0,0,0,94.4,14,0,1,1,1,1,1,1,1,1,1
240901,LAREDO ISD,01,24915,0.1,99.5,0.4,0,0.1,0,0,97.7,7.7,6582,1.0190,1.6219,0.1519,0.9988,1.4433,1,0.1519,1,1
240903,UNITED ISD,01,43422,0.1,98.5,1,0,0.3,0,0.1,73.6,7.4,6163,1.1740,1.6774,0.1623,1.0073,0.7139,1,0.0541,1,0.1623
240904,WEBB CISD,01,319,0,93.7,6.3,0,0,0,0,64.3,8.5,1,1.5552,0,1,0,15.8730,1,1,1,1
241901,BOLING ISD,03,1089,10,53,35.4,0,0.4,0,1.3,53.3,7,205,1.5284,1.6725,0.0488,1.2333,0.9508,1,0,1,0.3752
241902,EAST BERNARD ISD,03,952,6.2,28.5,64.4,0.1,0,0,0.8,33.4,5.1,156,1.7273,1.2569,1.8610,1.4395,0.6868,0,1,1,4.0064
241903,EL CAMPO ISD,03,3580,11.7,60.7,26.3,0.1,0.2,0.1,1,65.1,7.4,2175,1.2176,1.2675,2.4167,0.9317,0.5419,0.4598,0,0.4598,0.8276
241904,WHARTON ISD,03,2155,28.4,55,15.2,0.1,0.4,0,0.9,81,7.6,1682,1.0349,1.6897,1.4445,0.8388,0.6180,0,0,1,3.8314
241906,LOUISE ISD,03,489,3.5,57.1,38.2,0.2,0.2,0,0.8,59.9,4.5,20,0.7513,0,0,1.2259,0.7853,0,0,1,0
242902,SHAMROCK ISD,16,432,7.2,26.6,57.9,2.8,1.6,0,3.9,57.2,10.2,42,1.4985,2.8011,6.6138,0.0895,0.7813,0.8503,0,1,0.6105
242903,WHEELER ISD,16,471,0,62.8,35.7,0.6,0,0,0.8,53.9,10,19,1.2694,0.5263,1,1.0895,0.8846,0,1,1,0
242905,KELTON ISD,16,132,0,29.5,68.2,0,0,0,2.3,54.5,7.6,1,0,13.1579,1,0,1.4663,1,1,1,0
242906,FORT ELLIOTT CISD,16,147,0,6.8,89.8,0.7,0,0,2.7,16.3,13.6,6,0,1.2255,1,0,1.1136,0,1,1,0
243801,BRIGHT IDEAS CHARTER,09,159,3.1,27,61.6,1.9,0.6,0,5.7,61,10.1,0,1,1,1,1,1,1,1,1,1
243901,BURKBURNETT ISD,09,3437,6.8,15.1,70.2,0.8,1.5,0.6,5.1,49.6,9.7,579,1.3545,2.2257,1.0160,0.7435,1.0924,0.2159,0.1151,2.8785,0.6096
243902,ELECTRA ISD,09,439,7.3,20,65.6,0.2,0.7,0,6.2,65.4,10.5,160,1.2519,2.2024,2.1404,0.6562,1.0099,0,0,1,0.8065
243903,IOWA PARK CISD,09,1776,0.6,7.2,87.9,1.5,0.6,0.1,2.1,43.4,9.7,387,1.3158,1.5983,2.1533,1.1125,0.9936,1.7227,0.4307,2.5840,0.1230
243905,WICHITA FALLS ISD,09,14549,14.7,33.6,44,0.9,2.5,0.2,4.2,65.5,12.2,4807,1.3190,1.4886,2.2855,1.0488,0.5830,1.0401,0.0083,0.1040,1.0798
243906,CITY VIEW ISD,09,985,8.7,26.7,56.2,1,1.6,0,5.7,64.6,11.7,319,1.1598,1.8219,1.8016,0.9745,0.9761,0.3135,0.1959,1,0.4950
244901,HARROLD ISD,09,120,0.8,38.3,58.3,0.8,0.8,0,0.8,65,15,2,0.7692,3.3333,0,1.3055,0.8576,0,0,1,0
244903,VERNON ISD,09,2101,9.6,41.3,43.9,1.2,1.3,0.1,2.6,71.5,9.6,662,1.0732,1.4476,1.9040,0.9985,0.8568,0.1259,0.1162,0,0.9877
244905,NORTHSIDE ISD,09,174,4.6,26.4,66.1,0.6,0.6,0,1.7,49.4,6.3,2,5.0607,0,0,1.8939,0.7564,0,0,1,0
245901,LASARA ISD,01,487,0,97.3,1.4,0.6,0.2,0.4,0,85,4.5,0,1,1,1,1,1,1,1,1,1
245902,LYFORD CISD,01,1586,0.1,97.2,2.4,0,0.3,0,0.1,84.5,7.7,559,1.0225,1.8121,0,1.0067,0.8945,1,0,1,0
245903,RAYMONDVILLE ISD,01,2154,0.4,98.2,1.1,0.2,0.1,0,0,93.1,6.5,1351,1.0471,0.9793,0.1850,1.0078,0.8075,0.3701,0,1,1
245904,SAN PERLITA ISD,01,276,0.4,89.1,9.8,0.4,0.4,0,0,68.8,9.8,33,1.1892,1.5461,0,0.8162,2.7829,0,0,1,1
246801,MERIDIAN WORLD SCHOOL LLC,13,975,4.3,19.3,53.4,0.5,19.4,0.2,2.9,8.4,4,0,1,1,1,1,1,1,1,1,1
246902,FLORENCE ISD,13,981,1.5,40,54.6,0.3,0.6,0.4,2.5,58.3,9.9,244,1.3427,1.9457,0.2732,1.2910,0.8707,0,0,0,0.1639
246904,GEORGETOWN ISD,13,10519,3.6,40.7,52.1,0.3,1.1,0.1,2.2,46.3,8.5,2045,1.5451,2.0768,2.3635,1.2639,0.7067,0.1630,0.0445,0,1.4225
246905,GRANGER ISD,13,420,2.4,41.2,54.3,0.2,0,0,1.9,56.9,9.3,131,1.3013,1.9700,0.3181,1.3526,0.7873,0,1,1,0.4018
246906,HUTTO ISD,13,5915,12.3,41.8,40,0.2,0.9,0.2,4.5,45.3,8.4,620,1.4100,1.8049,2.5964,0.8026,0.8548,0,0.1792,0,0.0358
246907,JARRELL ISD,13,1136,3.1,46.2,46.1,0,0.6,0.2,3.8,62.4,8.9,294,1.1283,3.8600,0.7680,1.0749,0.9444,1,0,0,1.1636
246908,LIBERTY HILL ISD,13,2968,1,18.6,77.3,0.4,0.4,0.2,2.2,25.5,7.7,743,1.8579,2.8841,0.1346,1.3387,0.8967,6.0565,0.3365,0.6729,1.3459
246909,ROUND ROCK ISD,13,46535,8.9,30.3,43.4,0.4,12.7,0.2,4.1,29.1,8.2,5661,2.0147,2.7337,2.5564,1.2814,0.7200,1.2807,0.1544,0.8832,1.1030
246911,TAYLOR ISD,13,3236,9.8,61.7,25.9,0.2,0.6,0,1.9,65.9,11,1450,0,0,2.1464,1.2776,0.0027,0,0,1,0.0363
246912,THRALL ISD,13,652,2.3,27.1,66.6,0.5,0.2,0.2,3.2,39.1,8.6,0,1,1,1,1,1,1,1,1,1
246913,LEANDER ISD,13,35355,3.9,23.9,62.6,0.3,5.5,0.2,3.7,18.9,9.2,3938,2.3056,2.9975,2.6501,1.2877,0.8454,1.6929,0.3417,0,0.9677
246914,COUPLAND ISD,13,104,0,26.9,67.3,1.9,1,0,2.9,32.7,4.8,7,0.4369,0,1,0.5311,1.0613,7.5188,0,1,0
247901,FLORESVILLE ISD,20,3802,1.2,64,32.5,0.5,0.3,0,1.3,56.5,10.8,1958,1.1543,2.1517,1.9578,1.1148,0.7716,0.9193,0,1,0.5893
247903,LA VERNIA ISD,20,3108,1.1,26.5,69.7,0.5,0.1,0,2,25.3,10,83,2.1430,3.2530,0,0.0455,1.3829,2.4096,0,1,0.6024
247904,POTH ISD,20,850,0.5,48.2,50.6,0.2,0,0,0.5,39.4,8.1,61,1.7059,1.4167,3.2787,0.9863,0.9719,0,1,1,3.2787
247906,STOCKDALE ISD,20,810,0.9,47.3,50.4,0.1,0.1,0,1.2,50.6,13.8,256,1.4513,1.8682,0.4340,1.0406,0.9456,23.4375,0,1,0.3255
248901,KERMIT ISD,18,1437,1.9,76.9,19.6,0.3,0.4,0,0.8,66.6,8.2,459,1.1351,1.7270,0.1147,0.9576,1.3228,0,0,1,0.2723
248902,WINK-LOVING ISD,18,403,2.2,34,61.3,1,0,0,1.5,36.7,7.7,18,2.5734,0,0,0.1634,1.4501,5.5556,1,1,0
249901,ALVORD ISD,11,703,1,12.7,85.1,0,0.1,0,1.1,28.6,8.1,53,1.7812,2.0964,1.8868,0.1486,1.1086,1,0,1,1.7153
249902,BOYD ISD,11,1155,1.1,13.9,81,1.2,0.1,0.4,2.3,53.9,8.2,247,1.4271,2.2218,0.3681,0.7573,1.0546,0.3374,0,1.0121,1.2322
