DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP
155901,JEFFERSON ISD,08,1215,37.4,5.6,52.9,1.1,0.8,0,2.1,75.2,9.5
156902,STANTON ISD,18,869,0.6,64.9,32,0.6,0.1,0,1.8,52.6,8.1
156905,GRADY ISD,18,242,0.4,41.3,57,0,0.8,0,0.4,27.7,5.8
157901,MASON ISD,15,705,0.4,36.5,62.8,0,0.3,0,0,53.9,8.9
158901,BAY CITY ISD,03,3601,16.2,59.5,21.8,0.3,0.7,0,1.4,72,8.4
158902,TIDEHAVEN ISD,03,800,3.3,50.5,44.8,0.1,0,0,1.4,66.3,6.3
158904,MATAGORDA ISD,03,203,0,44.3,51.2,0,0,0,4.4,76.8,6.4
158905,PALACIOS ISD,03,1489,2.6,65.7,21,0.2,9.3,0.1,1.3,65.5,9.1
158906,VAN VLECK ISD,03,923,12.4,28.8,54,0,0.2,0,4.7,53.7,9.1
159901,EAGLE PASS ISD,20,15033,0.1,97.5,0.7,1.5,0.2,0,0.1,77.3,7.1
160901,BRADY ISD,15,1249,2.6,49.2,46.5,0.2,0.4,0,1.1,66.6,13
160904,ROCHELLE ISD,15,203,1,18.7,79.3,0,0,0.5,0.5,60.1,12.8
160905,LOHN ISD,15,103,0,46.6,49.5,1.9,0,0,1.9,76.7,15.5
161801,WACO CHARTER SCHOOL,12,216,22.2,76.4,1.4,0,0,0,0,98.6,7.4
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,12,723,42.9,25.6,28.6,0.6,0.7,0,1.7,62.9,4.8
161807,HARMONY SCIENCE ACAD (WACO),12,3945,17.1,49.4,27.8,0.4,3.5,0.2,1.7,63.1,4.6
161901,CRAWFORD ISD,12,571,0.5,8.6,88.8,0.5,0.9,0,0.7,22.8,8.6
161903,MIDWAY ISD,12,7435,11.3,21.2,59.6,0.5,5.1,0.1,2.3,29.9,6.8
161906,LA VEGA ISD,12,2917,24.6,53.1,19.8,0.3,0.2,0,2,88.6,7.4
161907,LORENA ISD,12,1655,1,14.7,82.5,0.7,0.3,0,0.8,28.2,7.6
161908,MART ISD,12,487,27.7,12.5,54.2,0,0.4,0,5.1,76.6,11.1
161909,MCGREGOR ISD,12,1392,7,48.8,41.3,1,0.4,0.1,1.4,73.3,7.5
161910,MOODY ISD,12,677,5.6,31.3,59.8,0.6,0,0,2.7,66.3,12
161912,RIESEL ISD,12,587,2.7,18.6,76.7,0,0,0,2,45.1,11.2
161914,WACO ISD,12,14848,29.3,58.4,10.1,0.5,0.3,0,1.4,88.2,9.4
161916,WEST ISD,12,1364,2.6,16.4,79.1,0.3,0.1,0.1,1.4,55.4,5.8
161918,AXTELL ISD,12,771,2.1,19.1,75.5,0.8,0.4,0.1,2.1,59.8,16.2
161919,BRUCEVILLE-EDDY ISD,12,762,2,25.7,69.2,0.9,0.5,0.1,1.6,55.1,10.6
161920,CHINA SPRING ISD,12,2450,3.6,15.3,78.4,0.1,0.7,0.1,1.9,28.2,9
161921,CONNALLY ISD,12,2343,31.2,29.8,35,0.7,0.2,0.1,2.9,79.3,8.4
161922,ROBINSON ISD,12,2269,2.7,23.1,70.1,0.9,0.5,0,2.6,34,10.5
161923,BOSQUEVILLE ISD,12,620,6,22.9,69,0.3,0,0.6,1.1,46.1,9.5
161924,HALLSBURG ISD,12,151,3.3,7.3,84.8,0.7,0,0,4,36.4,4.6
161925,GHOLSON ISD,12,247,6.1,21.9,70.9,0.4,0,0,0.8,78.1,9.3
162904,MCMULLEN COUNTY ISD,02,245,0.4,38.8,58.8,0,1.2,0,0.8,22,6.9
163901,DEVINE ISD,20,1990,0.4,62.4,36.1,0.2,0,0,0.9,57.4,9.5
163902,D'HANIS ISD,20,339,0.9,57.5,39.5,0.3,0,0,1.8,54.9,10.9
163903,NATALIA ISD,20,1097,0.5,79.4,18.6,0.2,0.4,0.2,0.8,80.9,9.5
163904,HONDO ISD,20,2151,0.7,68.9,29.1,0.3,0.2,0,0.8,61.3,7.9
163908,MEDINA VALLEY ISD,20,3872,2,56.4,38.8,0.5,0.4,0.1,1.8,53,10
164901,MENARD ISD,15,317,0.9,47.9,50.5,0,0,0,0.6,67.8,8.5
165802,MIDLAND ACADEMY CHARTER SCHOOL,18,469,8.1,60.3,29,0.6,1.3,0,0.6,53.3,4.7
165901,MIDLAND ISD,18,23491,8.2,60,28.6,0.3,1.6,0,1.3,46.4,6.8
165902,GREENWOOD ISD,18,1988,1,42.3,55.4,0.1,0.1,0.1,1.2,29.2,4.6
166901,CAMERON ISD,06,1665,16.4,46.8,34.8,0.1,0.5,0,1.4,73.2,8.6
166902,GAUSE ISD,06,193,11.9,26.4,55.4,0,2.1,0,4.1,68.4,6.2
166903,MILANO ISD,06,432,4.9,18.8,72.5,0,0.9,0,3,53,10
166904,ROCKDALE ISD,06,1567,12.4,43.7,40.5,0.3,0.6,0,2.6,64.8,9.7
166905,THORNDALE ISD,13,619,1.8,25,71.1,0,0,0,2.1,46.7,7.8
166907,BUCKHOLTS ISD,06,175,1.1,64.6,32,0,0,0,2.3,78.9,9.7
167901,GOLDTHWAITE ISD,12,591,0.2,27.1,72.1,0.2,0.2,0,0.3,45.9,9
167902,MULLIN ISD,12,122,10.7,28.7,60.7,0,0,0,0,88.5,28.7
167903,STAR ISD,12,51,0,41.2,58.8,0,0,0,0,88.2,9.8
167904,PRIDDY ISD,12,104,0,27.9,72.1,0,0,0,0,71.2,10.6
168901,COLORADO ISD,14,1037,6.4,54.5,36.8,0.4,0.7,0,1.3,59.8,8.5
168902,LORAINE ISD,14,155,7.7,54.2,38.1,0,0,0,0,66.5,7.1
168903,WESTBROOK ISD,14,261,0,34.5,62.8,1.1,0.4,0,1.1,38.7,13.4
169901,BOWIE ISD,09,1704,0.5,15.4,80.4,0.7,0.3,0.1,2.7,47.1,9.4
169902,NOCONA ISD,09,815,0.5,27.4,67.7,1.3,0.4,0.1,2.6,57.3,8.7
169906,GOLD BURG ISD,09,116,0,8.6,88.8,1.7,0,0,0.9,64.7,12.9
169908,MONTAGUE ISD,09,109,0,11.9,85.3,0.9,0,0,1.8,32.1,4.6
169909,PRAIRIE VALLEY ISD,09,139,0,9.4,89.2,0,0,0,1.4,59.7,8.6
169910,FORESTBURG ISD,09,184,0,14.7,83.2,1.6,0,0,0.5,41.3,9.2
169911,SAINT JO ISD,09,279,0.4,13.6,83.5,0.7,0.4,0,1.4,46.2,13.3
170801,TEXAS SERENITY ACADEMY,06,416,39.4,58.7,1.7,0,0,0,0.2,94,6.5
170902,CONROE ISD,06,54808,6.3,34.2,52.7,0.5,3.5,0.2,2.7,36.2,7.3
170903,MONTGOMERY ISD,06,7527,3.3,12.6,80.7,0.6,1,0.2,1.6,25.7,6.2
170904,WILLIS ISD,06,6769,8.2,33.3,54.6,0.4,0.8,0.1,2.6,61.8,6.9
170906,MAGNOLIA ISD,06,12176,1.8,29.7,65.3,0.7,0.6,0,1.9,40.3,8.9
170907,SPLENDORA ISD,06,3565,0.7,30.6,67.2,0.4,0.1,0,1,60.8,7.8
170908,NEW CANEY ISD,06,12282,2.8,51.4,42.6,0.4,1.5,0.1,1.3,62.4,9.2
171901,DUMAS ISD,16,4592,0.8,69.6,19.4,0.5,8.4,0,1.4,68.7,8.7
171902,SUNRAY ISD,16,529,0.4,53.9,44.2,0.2,0.2,0,1.1,49.7,7
172902,DAINGERFIELD-LONE STAR ISD,08,1123,41.1,17.5,37,0.1,0.6,0,3.8,79.9,11.6
172905,PEWITT CISD,08,997,14.8,10.5,68.9,0.4,0.1,0,5.2,65.3,8.8
173901,MOTLEY COUNTY ISD,17,163,0.6,28.8,69.9,0.6,0,0,0,77.9,6.7
174801,STEPHEN F AUSTIN STATE UNIVERSITY,07,246,6.9,6.1,78.5,0.4,5.3,0.4,2.4,6.9,4.9
174901,CHIRENO ISD,07,375,5.6,16,75.2,0,0,0.3,2.9,76.5,7.5
174902,CUSHING ISD,07,505,3.2,11.7,80.8,0.6,0.4,0.4,3,64,11.5
174903,GARRISON ISD,07,747,19,10.4,66.5,0.5,0.5,0,2.9,46.3,10.2
174904,NACOGDOCHES ISD,07,6501,28.4,45,22.4,0.2,2.7,0.1,1.3,80,6.7
174906,WODEN ISD,07,778,2.6,19.5,75.7,0,0.8,0,1.4,59.3,4.9
174908,CENTRAL HEIGHTS ISD,07,1128,4.3,14.1,78.5,0.4,1,0,1.8,36.3,6
174909,MARTINSVILLE ISD,07,375,4,12.8,81.1,0,0,0,2.1,47.5,13.9
174910,ETOILE ISD,07,151,0.7,4,92.1,2,0,0,1.3,74.8,13.9
174911,DOUGLASS ISD,07,427,5.6,14.5,76.8,1.6,0,0,1.4,39.3,9.6
175902,BLOOMING GROVE ISD,12,855,3.6,26,64.8,0.4,0.2,0,5,56.4,7.6
175903,CORSICANA ISD,12,5983,17.7,47.8,29.3,0.3,0.6,2,2.3,74.7,8.5
175904,DAWSON ISD,12,455,8.6,13.2,76,0.9,0,0,1.3,65.9,9.2
175905,FROST ISD,12,427,1.6,32.3,61.4,0.7,0,0,4,53.6,8
175907,KERENS ISD,12,593,28.5,23.4,46.9,0.2,0.2,0,0.8,73.9,9.1
175910,MILDRED ISD,12,705,1.8,11.9,81.6,0.3,0.3,1.3,2.8,37.7,7.1
175911,RICE ISD,12,904,2.3,53.5,42.8,0.1,0.1,0,1.1,66.9,5.9
176901,BURKEVILLE ISD,05,277,31.4,0.7,67.1,0.4,0,0,0.4,69.7,8.7
176902,NEWTON ISD,05,1066,38.2,4.2,53.4,0.7,0.2,0.1,3.3,74.6,14
176903,DEWEYVILLE ISD,05,677,1.2,2.5,94.5,0.9,0.4,0,0.4,53.6,8.7
177901,ROSCOE COLLEGIATE ISD,14,540,0.7,52.6,45.6,0,0.4,0,0.7,51.9,5.2
177902,SWEETWATER ISD,14,2173,5.8,51.7,39.8,0.1,0.3,0,2.2,68.8,12.4
177903,BLACKWELL CISD,14,140,0,15,83.6,1.4,0,0,0,40.7,10.7
177905,HIGHLAND ISD,14,235,0,16.2,81.3,1.3,1.3,0,0,35.3,7.7
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,02,211,3.3,95.7,0.9,0,0,0,0,92.9,1.9
178804,RICHARD MILBURN ALTER HIGH SCHOOL,02,211,1.9,73.9,21.8,0.5,0.5,0.5,0.9,57.8,9.5
178807,CORPUS CHRISTI MONTESSORI SCHOOL,02,153,1.3,60.8,34,0.7,3.3,0,0,12.4,2.6
178808,SEASHORE CHARTER SCHOOLS,02,461,0.7,19.3,74.6,0.7,2,0,2.8,1.3,5
178901,AGUA DULCE ISD,02,381,0.5,78,21.3,0.3,0,0,0,60.4,6
178902,BISHOP CISD,02,1294,1.2,81.8,15.5,0.5,0.5,0.2,0.3,57.7,9.9
178903,CALALLEN ISD,02,3974,1.6,56.4,39.4,0.3,1.1,0.1,1.1,41,9.8
178904,CORPUS CHRISTI ISD,02,39322,4.1,79.3,13.8,0.2,1.7,0.1,0.8,66.2,9.1
178905,DRISCOLL ISD,02,312,0.3,88.8,10.3,0,0,0,0.6,71.8,6.4
178906,LONDON ISD,02,689,2,43.5,50.9,0.3,2.5,0,0.7,11.6,6
178908,PORT ARANSAS ISD,02,521,0.6,14.8,77.2,1.9,2.1,0,3.5,30.1,7.1
178909,ROBSTOWN ISD,02,2968,0.7,96.9,1.9,0.1,0,0.1,0.2,76.9,9.5
178912,TULOSO-MIDWAY ISD,02,3823,1.3,75.6,21.6,0.2,0.5,0.1,0.8,52.3,9.4
178913,BANQUETE ISD,02,867,0.5,81.8,17.6,0,0.1,0,0,70.5,10.4
178914,FLOUR BLUFF ISD,02,5776,3.6,39.3,50.6,0.4,2.6,0.3,3.1,41.5,9.9
178915,WEST OSO ISD,02,1901,12.7,85.2,1.7,0.1,0,0,0.4,92,10.6
179901,PERRYTON ISD,16,2433,0.2,69.4,28.6,0.7,0.2,0.1,0.8,57,6.6
180901,BOYS RANCH ISD,16,314,15,17.8,62.7,0.3,0,0.3,3.8,80.6,12.1
180902,VEGA ISD,16,341,0.3,13.5,83.6,0.3,1.8,0,0.6,30.8,8.8
180903,ADRIAN ISD,16,124,0.8,41.9,54,0,0,0,3.2,63.7,13.7
180904,WILDORADO ISD,16,96,0,19.8,79.2,0,1,0,0,39.6,4.2
181901,BRIDGE CITY ISD,05,2788,1,14.6,80,0.4,2.4,0,1.6,38.5,7.2
181905,ORANGEFIELD ISD,05,1757,0.4,8,87,0.4,2.2,0,2,40.2,8.4
181906,WEST ORANGE-COVE CISD,05,2390,60.9,10.5,23.3,0.5,0.6,0.1,4.2,91.4,11.1
181907,VIDOR ISD,05,4947,0.3,6.5,90.3,0.4,0.6,0.2,1.6,54.1,13
181908,LITTLE CYPRESS-MAURICEVILLE CISD,05,3295,6.3,9.6,79.3,0.5,1.3,0.1,2.9,39.9,12.4
182901,GORDON ISD,11,204,0,12.3,83.8,0,0,0,3.9,37.7,8.3
182902,GRAFORD ISD,11,332,0.6,14.5,81.9,0.3,0.6,0,2.1,64.2,9
182903,MINERAL WELLS ISD,11,3330,3.4,39,54.7,0.5,0.2,0,2,70.8,8.7
182904,SANTO ISD,11,500,0.4,18.6,79,0,0.2,0,1.8,44.6,8.2
182905,STRAWN ISD,11,211,3.3,32.2,63,0,0,0,1.4,60.2,12.3
182906,PALO PINTO ISD,11,116,0,19,75,0.9,0,0,5.2,54.3,5.2
183801,PANOLA CHARTER SCHOOL,07,146,6.8,8.9,80.1,0.7,1.4,0,2.1,35.6,6.2
183901,BECKVILLE ISD,07,708,8.5,10.9,77.4,0.6,0.3,0.1,2.3,34.6,6.9
183902,CARTHAGE ISD,07,2746,23.3,17.3,57.3,0.2,0.8,0,0.9,52.1,10.1
183904,GARY ISD,07,451,0,7.8,91.4,0,0.2,0,0.7,46.6,8.6
184801,CROSSTIMBERS ACADEMY,11,117,1.7,19.7,76.1,0.9,0,0,1.7,48.7,10.3
184901,POOLVILLE ISD,11,530,0.6,18.1,80.4,0.6,0,0,0.4,52.5,9.1
184902,SPRINGTOWN ISD,11,3374,0.7,16.7,79.2,0.9,0.4,0.1,2,55.5,8.7
184903,WEATHERFORD ISD,11,7710,2.3,23.1,71.2,0.6,1,0,1.8,44.7,8.6
184904,MILLSAP ISD,11,838,0.7,14.2,82.5,0.8,0,0,1.8,45.1,7.9
184907,ALEDO ISD,11,4861,1.4,10.9,84.1,0.5,0.7,0,2.4,12.6,6.5
184908,PEASTER ISD,11,1027,0.9,12.5,83.5,0.7,0.5,0,1.9,33.2,9.4
184909,BROCK ISD,11,1047,1,8.1,88,0.3,0.2,0.1,2.4,13.6,5.9
184911,GARNER ISD,11,214,0.5,18.7,76.2,0.5,1.9,0,2.3,49.5,7
185901,BOVINA ISD,16,478,0,93.3,6.5,0,0,0,0.2,82.4,5
185902,FARWELL ISD,16,542,0.6,50,48.3,0.4,0.2,0,0.6,57.2,6.8
185903,FRIONA ISD,16,1155,0.3,84.2,14.7,0,0.4,0,0.4,80.8,9.4
185904,LAZBUDDIE ISD,16,182,0,41.2,57.1,1.6,0,0,0,79.1,7.1
186901,BUENA VISTA ISD,18,150,0.7,73.3,26,0,0,0,0,63.3,2
186902,FORT STOCKTON ISD,18,2411,0.7,86.4,11.9,0.1,0.6,0,0.2,65.3,6
186903,IRAAN-SHEFFIELD ISD,18,563,4.8,56.8,36.8,0.9,0.2,0.5,0,45.8,9.1
187901,BIG SANDY ISD,06,523,1,6.9,66,21.6,0.8,0.2,3.6,49.1,10.9
187903,GOODRICH ISD,06,218,18.3,46.8,32.6,0,0.5,0,1.8,88.1,6
187904,CORRIGAN-CAMDEN ISD,06,1026,25,35,38,0.2,0.3,0,1.5,75.5,11
187906,LEGGETT ISD,06,170,20,20.6,54.1,2.4,0,0,2.9,77.6,10
187907,LIVINGSTON ISD,06,4016,10.5,20.1,65.7,0.6,0.5,0.1,2.6,64.7,10.1
187910,ONALASKA ISD,06,914,1.6,8.1,85.6,1.3,0.9,0.1,2.4,77.2,10.1
188801,RICHARD MILBURN ACADEMY (AMARILLO),16,208,4.8,38.9,53.8,1.4,0,0,1,65.9,12.5
188901,AMARILLO ISD,16,33139,9.8,45.4,36.2,0.5,5.1,0.1,2.9,67,9
188902,RIVER ROAD ISD,16,1422,1.7,22.4,72,1.1,0.4,0.1,2.5,65,10.5
188903,HIGHLAND PARK ISD,16,902,3,33.6,52.7,0.8,8.5,0.1,1.3,59.9,9.8
188904,BUSHLAND ISD,16,1470,0.7,13,82.9,0.5,0.5,0,2.5,20.5,8
189901,MARFA ISD,18,356,0.8,84.3,13.8,0,0.6,0,0.6,69.9,11.2
189902,PRESIDIO ISD,18,1403,0.1,95.7,1.8,0,2.2,0,0.3,87.7,6
190903,RAINS ISD,07,1613,2.4,15.5,76,1.5,0.5,0.2,3.8,58.4,10.4
191901,CANYON ISD,16,9386,2.3,22.2,72.7,0.5,0.9,0,1.4,28.5,8.9
192901,REAGAN COUNTY ISD,18,916,0.7,82.6,15.6,0.1,0.3,0,0.7,48.7,6.2
193801,BIG SPRINGS CHARTER SCHOOL,20,186,7,51.6,40.3,0,0.5,0.5,0,91.9,50.5
193902,LEAKEY ISD,20,271,1.5,40.2,55.7,0.7,0,0,1.8,59.8,8.9
194902,AVERY ISD,08,369,0.8,8.9,83.5,1.4,0.3,0,5.1,53.9,10.6
194903,RIVERCREST ISD,08,702,4.4,10.7,78.5,1,0.3,0,5.1,59.3,9.7
194904,CLARKSVILLE ISD,08,610,57.9,21.8,16.1,0.7,0.3,0,3.3,90.8,10.2
194905,DETROIT ISD,08,506,9.1,4.3,81.8,1,0,0,3.8,66.8,12.1
195901,PECOS-BARSTOW-TOYAH ISD,18,2319,0.8,91.1,6.7,0.1,1,0,0.3,71.1,8.6
195902,BALMORHEA ISD,18,169,1.2,85.2,13.6,0,0,0,0,83.4,8.3
196901,AUSTWELL-TIVOLI ISD,03,157,1.3,70.7,28,0,0,0,0,36.9,7
196902,WOODSBORO ISD,03,512,2.9,50,43.4,0,1,0,2.7,49,13.5
196903,REFUGIO ISD,03,738,11.7,57.3,29.5,0,0.3,0,1.2,56.4,9.3
197902,MIAMI ISD,16,212,0.9,13.2,84,0.9,0,0,0.9,12.7,9
198901,BREMOND ISD,06,442,14.3,11.3,70.4,1.1,0.7,0,2.3,50,10.2
198902,CALVERT ISD,06,164,84.8,8.5,4.3,0,0,0,2.4,81.7,11.6
198903,FRANKLIN ISD,06,1090,6.1,16.1,75.2,0,1.4,0,1.2,40,8.9
198905,HEARNE ISD,06,932,45.6,41.1,11.8,0.3,0.4,0,0.8,93.8,14.4
198906,MUMFORD ISD,06,595,7.9,55.5,33.9,0,1.5,0,1.2,72.1,7.6
199901,ROCKWALL ISD,10,14523,6.4,21.3,64.7,1,2.7,0.2,3.6,24.9,8.3
199902,ROYSE CITY ISD,10,5008,6.3,29.9,60,0.7,0.7,0.1,2.2,38.9,7.5
200901,BALLINGER ISD,15,967,1.1,45.4,51.3,0.2,0.3,0,1.7,59.7,8.2
200902,MILES ISD,15,436,0.7,37.8,61,0,0.5,0,0,34.2,8.3
200904,WINTERS ISD,15,613,1.3,61.5,35.2,0,0,0,2,70.5,9.3
200906,OLFEN ISD,15,64,7.8,53.1,32.8,4.7,0,0,1.6,81.3,14.1
201902,HENDERSON ISD,07,3445,19.6,26.5,50.4,0.7,0.8,0.1,1.8,62.1,7.8
201903,LANEVILLE ISD,07,167,56.3,22.2,18,0,0,0,3.6,95.2,12
201904,LEVERETTS CHAPEL ISD,07,292,6.5,31.2,58.9,0,0,0,3.4,70.2,5.1
201907,MOUNT ENTERPRISE ISD,07,366,14.2,7.9,74,0.5,0.3,0,3,50.8,10.7
201908,OVERTON ISD,07,541,13.5,5.7,77.1,0.2,0,0,3.5,59.7,7.4
201910,TATUM ISD,07,1712,25.9,23.9,47.6,0.4,0.3,0.1,1.9,54.2,7.2
201913,CARLISLE ISD,07,637,2,52.4,43.5,0.9,0.2,0,0.9,79.4,6.9
201914,WEST RUSK COUNTY CONSOLIDATED ISD,07,1078,14.1,23.7,58.9,0.6,0,0,2.7,67.1,8.5
202903,HEMPHILL ISD,07,895,10.2,6.9,76.1,0.7,0.7,0,5.5,60,9.2
202905,WEST SABINE ISD,07,684,8.6,3.9,84.4,0.4,0,0,2.6,78.2,9.9
203901,SAN AUGUSTINE ISD,07,797,55.6,19.9,20.7,0.1,1,0,2.6,91.1,12
203902,BROADDUS ISD,07,422,1.7,5.5,90,0.2,0.2,0,2.4,81,10
204901,COLDSPRING-OAKHURST CISD,06,1491,22.3,8,65.8,0.5,0.3,0.2,2.9,65,8.6
204904,SHEPHERD ISD,06,1928,6.3,26.4,64.8,0.3,0.5,0,1.7,70.8,7.4
205901,ARANSAS PASS ISD,02,1873,2.7,58.5,36,0.5,0.3,0.1,1.9,70.6,10.2
205902,GREGORY-PORTLAND ISD,02,4518,1.3,56,39.2,0.7,0.9,0.1,1.8,40.4,8.8
205903,INGLESIDE ISD,02,2309,1.6,54.3,38.8,0.4,1.8,0.1,3.1,49.2,7.5
205904,MATHIS ISD,02,1684,1,91.9,6.9,0.1,0,0,0.1,84.1,9.6
205905,ODEM-EDROY ISD,02,999,0.2,85.3,13.9,0.5,0,0,0.1,62.8,6.6
205906,SINTON ISD,02,2203,1.5,82.3,15,0.1,0.4,0.1,0.5,72.1,8.9
205907,TAFT ISD,02,1087,0.5,92,6.4,0.3,0.2,0,0.6,87.4,10.3
206901,SAN SABA ISD,15,708,0.1,53.8,44.9,0.3,0.3,0,0.6,64,9.7
206902,RICHLAND SPRINGS ISD,15,120,0,23.3,74.2,0.8,0,0,1.7,51.7,8.3
206903,CHEROKEE ISD,15,129,3.9,30.2,62,0.8,0.8,0,2.3,61.2,17.1
207901,SCHLEICHER ISD,15,583,0.2,70,27.6,0.2,0.9,0,1.2,46.7,5.3
208901,HERMLEIGH ISD,14,232,1.3,38.8,57.3,0,0,0,2.6,49.6,8.6
208902,SNYDER ISD,14,2757,2.2,60.2,34.8,0.8,0.7,0,1.3,56.9,9
208903,IRA ISD,14,257,0,22.6,76.7,0,0,0,0.8,26.1,5.1
209901,ALBANY ISD,14,496,2,15.7,78.8,0.4,0.2,0.4,2.4,38.5,8.3
209902,MORAN ISD,14,103,0,9.7,90.3,0,0,0,0,78.6,18.4
210901,CENTER ISD,07,2768,20.1,41.9,33.4,0.1,2.7,0.2,1.6,75.2,8.4
210902,JOAQUIN ISD,07,751,5.3,14.2,78.4,0.1,0.3,0.1,1.5,62.5,10.9
210903,SHELBYVILLE ISD,07,830,21.7,10.5,65.4,0,0.1,0,2.3,61.2,8.9
210904,TENAHA ISD,07,579,25.4,37.5,34.9,0,0,0,2.2,85.5,13
210905,TIMPSON ISD,07,628,24.7,13.4,58.4,0,0.5,0,3,72.3,11.9
210906,EXCELSIOR ISD,07,95,1.1,6.3,92.6,0,0,0,0,63.2,18.9
211901,TEXHOMA ISD,16,384,0.3,45.1,54.7,0,0,0,0,32.6,8.6
211902,STRATFORD ISD,16,620,0.6,63.4,34,0.2,0.3,0,1.5,58.7,7.6
212801,CUMBERLAND ACADEMY,07,852,15,19.2,58.8,0.1,4.1,0,2.7,35.2,6.8
212803,AZLEWAY CHARTER SCHOOL,07,162,24.7,11.1,61.7,0,0,0,2.5,96.3,50
212804,UT TYLER INNOVATION ACADEMY,07,467,6.2,9,79,0.6,2.6,0,2.6,22.3,6.9
212901,ARP ISD,07,879,14.3,11.4,70,0.2,0.6,0,3.5,53.5,7.5
212902,BULLARD ISD,07,2310,4.3,7.2,84.5,0.9,0.3,0,2.7,34.8,11
212903,LINDALE ISD,07,3816,6.9,13.6,73.6,0.4,1.2,0,4.2,45.9,9.4
212904,TROUP ISD,07,1104,12.6,10.6,72.6,0.5,0.5,0.3,2.8,54.3,8.2
212905,TYLER ISD,07,17993,30.3,44.3,22.1,0.3,1.3,0.1,1.7,71.8,7.4
212906,WHITEHOUSE ISD,07,4582,11.3,11.7,70.1,0.7,3,0.1,3,38.1,8.7
212909,CHAPEL HILL ISD,07,3488,18.1,41.7,36,0.3,1,0.1,2.7,71.3,6.9
212910,WINONA ISD,07,1020,19.4,22.7,55.9,0.2,0.1,0,1.7,58.3,11.5
213801,BRAZOS RIVER CHARTER SCHOOL,11,206,10.2,16,69.9,1,0.5,0,2.4,59.7,14.1
213901,GLEN ROSE ISD,11,1650,0.4,29.3,66.2,1.2,0.8,0.1,1.9,44.1,6.4
214901,RIO GRANDE CITY CISD,01,10851,0,98.7,1,0,0.2,0,0,96.8,9.4
214902,SAN ISIDRO ISD,01,258,0.8,98.8,0.4,0,0,0,0,85.3,10.5
214903,ROMA ISD,01,6475,0,100,0,0,0,0,0,91.3,4.5
215901,BRECKENRIDGE ISD,14,1510,2.1,33.8,60.7,1.5,0.5,0.1,1.3,63.2,9.5
216901,STERLING CITY ISD,15,314,0.6,46.5,48.7,0.6,0,0,3.5,45.5,9.6
217901,ASPERMONT ISD,14,241,3.3,29,66,0,1.2,0,0.4,56,7.5
218901,SONORA ISD,15,948,0.5,69.3,28.7,0.1,0.2,0,1.2,52.3,10.3
219901,HAPPY ISD,16,239,1.3,17.2,79.9,0,0,0,1.7,41,8.4
219903,TULIA ISD,16,1107,9.6,59.5,29.8,0.3,0.2,0,0.6,77.1,10.7
219905,KRESS ISD,16,209,7.2,55.5,35.4,0.5,0,1,0.5,75.6,10.5
220801,TREETOPS SCHOOL INTERNATIONAL,11,342,16.4,9.9,61.1,1.2,3.2,0.9,7.3,14,6.4
220802,ARLINGTON CLASSICS ACADEMY,11,1284,23.6,18.1,45.3,0.5,8.8,0.1,3.6,19.9,3.3
220809,FORT WORTH ACADEMY OF FINE ARTS,11,523,11.5,17.4,66.3,0.4,1.7,0.4,2.3,14.1,2.7
220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,695,3.7,10.6,70.6,0.6,10.4,0,4,0,4.2
220811,EAST FORT WORTH MONTESSORI ACADEMY,11,532,45.3,32.7,15,0.4,3.9,0.2,2.4,82.1,4.1
220812,RICHARD MILBURN ACADEMY (FORT WORT,11,200,34.5,40.5,20.5,0.5,0,0,4,77.5,11.5
220813,HARMONY SCIENCE ACAD (FORT WORTH),11,3652,26.2,29.3,33.7,0.5,7.8,0.1,2.4,50.1,3.9
220814,TEXAS SCHOOL OF THE ARTS,11,329,12.8,18.5,61.1,0.9,1.5,0,5.2,11.9,6.7
220815,CHAPEL HILL ACADEMY,11,502,55.6,21.7,17.7,0,0.8,0.6,3.6,62.2,8
220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,11,2379,26,60.1,6.6,0.1,4.5,0.1,2.4,75,6
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,719,33,22.5,33.9,0.3,6.3,0,4,47,6.3
220818,PRIME PREP ACADEMY,11,606,90.6,5.6,2,0.5,0,0,1.3,67.5,4.1
220901,ARLINGTON ISD,11,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,8.1
220902,BIRDVILLE ISD,11,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,9.5
220904,EVERMAN ISD,11,5507,40.5,51.7,5.6,0.1,0.6,0,1.4,85.9,7.8
220905,FORT WORTH ISD,11,84360,22.7,62.8,11,0.2,2,0.1,1.3,77.2,7.5
220906,GRAPEVINE-COLLEYVILLE ISD,11,13469,4.4,22.8,59,0.5,8.6,0.1,4.5,22.5,7.2
220907,KELLER ISD,11,33685,8,21.1,58.6,0.7,7.7,0.2,3.7,23.6,8.1
220908,MANSFIELD ISD,11,32735,26.5,24.7,37.3,0.4,6.4,0.1,4.5,38.2,8.3
