DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total OUT OF SCHOOL SUSPENSIONS,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average
091917,GUNTER ISD,10,764,0.7,22.3,71.7,1.6,0.7,0,3.1,32.2,7.9,3,5.1760,4.2194,47.6190,0,0.4649,20.8333,0,1,0
091918,TOM BEAN ISD,10,718,1.7,4.3,88.6,0.7,0.3,0.3,4.2,47.1,11.1,4,6.9002,20.2703,14.7059,5.8140,0.2822,0,0,0,5.9524
092801,EAST TEXAS CHARTER SCHOOLS,07,173,5.8,15.6,74,0.6,0,0,4,29.5,5.8,0,1,1,1,1,1,1,1,1,1
092901,GLADEWATER ISD,07,1868,20.1,15.6,57.5,0.2,0.9,0.1,5.6,66,12.4,129,1.2215,1.8755,0.8099,0.4969,1.0920,0,0,0,2.3533
092902,KILGORE ISD,07,4011,16.3,29.5,48.4,0.9,1,0.1,3.7,61.7,7.1,412,1.3768,3.2135,2.5612,0.3127,1.0030,0.2697,0,0,0.0656
092903,LONGVIEW ISD,07,8601,38.7,35.3,21.1,0.6,1.3,0.2,2.8,69.9,8,930,1.2476,2.4462,1.9422,0.4417,0.3414,0.1792,0,0.5376,0.6528
092904,PINE TREE ISD,07,4624,20.6,27.7,47.8,0.3,1.1,0.1,2.4,60.7,8.2,519,1.2538,2.7022,2.5722,0.5773,0.5482,0.6423,0.1752,0,1.8465
092906,SABINE ISD,07,1354,6.3,18.5,70.8,0.5,0.4,0,3.4,45.1,8.1,21,1.5838,0.5879,0.7559,1.5444,0.8744,0,0,1,1.4006
092907,SPRING HILL ISD,07,1849,10.4,14.5,70.5,0.4,1.5,0.3,2.4,32.9,5.3,77,1.8948,2.2053,4.8701,0.0896,0.6632,0,0,0,0.5411
092908,WHITE OAK ISD,07,1414,2.6,7.1,85.5,0.8,0.8,0,3,35.1,7.3,2,1.4245,6.8493,19.2308,0,0.5848,0,0,1,0
093901,ANDERSON-SHIRO CISD,06,779,8.1,16.2,73.2,0.6,0.5,0.1,1.3,46.6,6.8,10,0.2146,1.4706,1.2346,0.6173,1.0929,0,0,0,0
093903,IOLA ISD,06,462,3,15.4,80.7,0.2,0.2,0,0.4,50.9,6.7,40,0.5403,1.8657,0,3.7338,0.5266,0,0,1,0
093904,NAVASOTA ISD,06,3056,24.4,47.1,27,0.2,0.3,0,1,74.5,6.6,386,1.0571,1.8449,1.8793,0.6545,0.7868,0,0,1,2.0725
093905,RICHARDS ISD,06,146,8.9,9.6,78.8,0,0,0,2.7,59.6,9.6,1,1.6779,10.4167,0,0,1.2690,1,1,1,0
094901,SEGUIN ISD,13,7386,5.5,68.3,24.6,0.1,0.6,0,0.8,69.1,9.3,671,1.2639,2.7082,1.7342,1.0626,0.7088,0,0.2484,1,0.1863
094902,SCHERTZ-CIBOLO-U CITY ISD,20,14056,11.1,38.4,43,0.4,2,0.3,4.8,27.9,8.3,609,1.7068,2.7499,1.2574,1.1417,0.8401,0.4105,0.4926,0.5473,0.9921
094903,NAVARRO ISD,13,1687,1.4,42.9,53.5,0.2,0.5,0.1,1.4,38.8,7.5,45,1.4891,2.3704,1.5873,1.2432,0.7892,0,0,0,1.5873
094904,MARION ISD,13,1338,1.9,36.2,58.7,0.5,0.4,0.1,2.3,41,7.1,82,1.3385,1.2023,0.6418,1.3475,0.8102,2.4390,0,0,0.5302
095901,ABERNATHY ISD,17,765,1.2,57.4,39.6,0.4,0.1,0,1.3,58,9.2,1,1.7241,10.8696,0,1.7422,0,0,0,1,0
095902,COTTON CENTER ISD,17,122,0,59.8,39.3,0,0.8,0,0,77,11.5,0,1,1,1,1,1,1,1,1,1
095903,HALE CENTER ISD,17,673,1.8,68.9,26.9,0.4,0.4,0,1.5,73.7,8.3,9,1.8091,1.3387,6.1728,0.9676,0.4131,0,0,1,7.4074
095904,PETERSBURG ISD,17,279,1.4,79.2,18.6,0,0,0.4,0.4,74.2,7.9,1,1.3477,12.6582,0,1.2626,0,1,1,0,0
095905,PLAINVIEW ISD,17,5523,3.7,77.9,16.5,0.4,0.4,0.1,1,79.3,8.4,98,1.1195,3.5228,1.9305,0.8645,1.1750,0,0,0,6.1224
096904,MEMPHIS ISD,16,509,7.9,56.4,34.2,0.4,0.6,0,0.6,66.4,11.2,3,0.5020,2.9762,4.2194,0.5910,0.9747,0,0,1,0
096905,TURKEY-QUITAQUE ISD,16,196,2,37.2,59.2,0,0,0,1.5,56.1,9.2,0,1,1,1,1,1,1,1,1,1
097902,HAMILTON ISD,12,740,0.8,17,79.6,0.4,0.3,0,1.9,54.2,12.3,4,0.4613,10.1626,0,1.4706,0.3141,62.5000,0,1,13.1579
097903,HICO ISD,12,567,0.4,24.2,75,0.2,0,0,0.4,55.9,8.5,1,1.7889,11.7647,0,0,1.3333,0,1,1,0
098901,GRUVER ISD,16,410,0.2,49.8,48.5,0,0.5,0,1,51,7.8,0,1,1,1,1,1,1,1,1,1
098903,PRINGLE-MORSE CISD,16,120,0,25.8,73.3,0,0,0,0.8,44.2,10,0,1,1,1,1,1,1,1,1,1
098904,SPEARMAN ISD,16,879,0,65.4,33,0.1,0.7,0,0.8,55.9,6.5,16,0.7826,0.9615,1,0.5734,1.8939,0,0,1,0
099902,CHILLICOTHE ISD,09,206,1.5,31.6,61.2,1,0.5,0,4.4,83,12.6,0,1,1,1,1,1,1,1,1,1
099903,QUANAH ISD,09,540,5.9,30.2,57.8,0.2,1.3,0,4.6,77.4,12,4,0.3230,0,4.2373,0.8278,0.4325,0,0,1,5.4348
100903,KOUNTZE ISD,05,1231,13.2,4.6,79.3,0.6,0.6,0.1,1.6,47.2,8.4,32,1.5228,2.9762,3.5511,0,0.6699,0,0,0,0
100904,SILSBEE ISD,05,2736,18.1,6.5,70.8,0.5,0.4,0.1,3.4,54,10.6,56,2.9431,6.0647,0.0987,0,1.3620,0,0,0,0.5252
100905,HARDIN-JEFFERSON ISD,05,2101,9.6,8.4,80.2,0.3,0.3,0,1.2,36.7,7.7,89,2.0206,3.9399,0.1170,0.1338,1.2049,0,3.7453,1,0
100907,LUMBERTON ISD,05,3817,0.3,7.3,89.8,0.5,1,0.1,1.1,29.5,8.3,121,2.0171,3.1863,2.7548,0.6793,1.0308,1.6529,0,0,0.7513
100908,WEST HARDIN COUNTY CISD,05,577,0.2,2.6,94.6,0.9,0,0,1.7,48.5,9.4,2,17.5258,5.3191,0,19.2308,0.5285,0,1,1,0
101801,MEDICAL CENTER CHARTER SCHOOL,04,306,64.7,26.5,2,0.7,5.2,0,1,85.3,2.3,2,0.5862,0,0.7728,0,25.0000,0,0,1,0
101802,SER-NINOS CHARTER SCHOOL,04,1013,0.5,98.8,0.3,0.2,0.1,0,0.1,97.1,4,24,0.0429,1.0417,0,1.0121,0,0,0,1,0
101803,ARISTOI CLASSICAL ACADEMY,04,430,10,26.5,60.5,0,0,0,3,24.7,6,21,1.3495,0.7937,0.4762,1.6173,0.7871,1,1,1,1.5873
101804,GEORGE I SANCHEZ CHARTER,04,648,1.2,98,0.6,0.2,0,0,0,93.7,5.6,126,0.9063,2.2676,4.6296,0.9637,0,0,1,1,1
101805,GIRLS & BOYS PREPARATORY ACADEMY,04,758,74.3,24,0.4,0.7,0.1,0,0.5,98,10.9,122,0.0084,3.3088,1.3128,0.0342,2.0492,1.1710,0,1,0
101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,04,1339,0.1,99.7,0.1,0,0,0,0.1,97,7.3,45,1.0309,0.3044,0,1.0030,0,1,1,1,0
101807,UNIVERSITY OF HOUSTON CHARTER SCHO,04,138,24.6,44.9,21.7,0,5.1,0.7,2.9,34.8,8,1,2.8736,0,4.0650,0,0,1,0,0,0
101809,BAY AREA CHARTER INC,04,416,8.2,28.1,60.3,0.7,1.2,0.5,1,35.6,16.1,2,0,3.1056,0,1.7794,0.8292,0,0,0,0
101810,ACADEMY OF ACCELERATED LEARNING IN,04,702,40.2,53.7,0.4,3.8,1.1,0,0.7,97.9,0.6,2,0.5107,0,0,0.9311,0,0,0,1,71.4286
101811,EXCEL ACADEMY,04,429,49.4,40.6,8.2,0,0.7,0,1.2,100,16.3,0,1,1,1,1,1,1,1,1,1
101813,KIPP INC CHARTER,04,9882,36.6,60.9,0.5,0.5,0.9,0.1,0.6,90.7,4.3,589,1.0351,2.2111,1.6792,0.6217,0.3396,0.3396,0.1886,0,0.2830
101814,THE VARNETT PUBLIC SCHOOL,04,1790,49.9,47.7,2.1,0.2,0,0,0.2,99.2,1.7,0,1,1,1,1,1,1,1,1,1
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,04,283,14.8,46.3,1.4,0.4,36,0,1.1,64.7,3.9,0,1,1,1,1,1,1,1,1,1
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,04,521,0,99.8,0.2,0,0,0,0,97.7,5.8,11,1.0235,0,1,1.0020,0,1,1,1,1
101821,HOUSTON HEIGHTS HIGH SCHOOL,04,210,10.5,81,7.1,0.5,0.5,0,0.5,85.2,10,1,1.1737,0,0,1.2346,0,0,0,1,0
101822,JAMIE'S HOUSE CHARTER SCHOOL,04,130,85.4,5.4,0.8,1.5,3.1,0,3.8,67.7,8.5,35,0.8863,2.3529,1.1710,0,0,0,0,1,0
101828,HOUSTON GATEWAY ACADEMY INC,04,1621,1,98,0.7,0,0.1,0,0.2,93.8,3.1,12,1.0661,2.6882,0,1.0204,0,1,0,1,0
101829,HOUSTON HEIGHTS LEARNING ACADEMY I,04,150,41.3,51.3,1.3,0.7,3.3,0,2,99.3,4,0,1,1,1,1,1,1,1,1,1
101833,LA AMISTAD LOVE & LEARNING ACADEMY,04,253,75.9,20.6,0.8,1.2,1.6,0,0,96,61.3,0,1,1,1,1,1,1,1,1,1
101837,CALVIN NELMS CHARTER SCHOOLS,04,284,9.2,53.2,33.1,0.4,2.1,0,2.1,29.9,10.2,0,1,1,1,1,1,1,1,1,1
101838,SOUTHWEST SCHOOL,04,1948,8.7,82.4,7.9,0.2,0.3,0.1,0.4,90.2,6.7,0,1,1,1,1,1,1,1,1,1
101840,TWO DIMENSIONS PREPARATORY ACADEMY,04,552,85,13.4,0.5,0.2,0.4,0,0.5,93.3,2.4,2,0.5359,20.8333,0.5882,3.7313,0,0,0,1,0
101842,COMQUEST ACADEMY,04,79,7.6,39.2,44.3,0,0,0,8.9,48.1,7.6,0,1,1,1,1,1,1,1,1,1
101845,YES PREP PUBLIC SCHOOLS INC,04,7534,12,85,0.8,0.3,1.6,0,0.2,86.8,5.5,1178,1.0054,2.0374,1.8393,0.9038,1.0611,0.2830,0.0531,1,0.4244
101846,HARMONY SCIENCE ACADEMY,04,3144,33,40.8,19.9,0.2,5,0.1,1,73.3,4.2,598,1.1681,1.6324,1.2466,1.1148,0.2521,0.8361,1.5719,1.6722,0.1672
101847,BEATRICE MAYES INSTITUTE CHARTER S,04,424,98.3,1.4,0.2,0,0,0,0,75,6.6,2,26.6667,7.5758,0.5086,35.7143,0,1,1,1,1
101848,NORTHWEST PREPARATORY,04,241,86.3,10.8,0.8,0,0.4,0.4,1.2,97.9,12.4,2,5.6180,4.0323,0.5794,4.6296,0,1,0,0,0
101849,ACCELERATED INTERMEDIATE ACADEMY,04,250,44,53.2,1.2,1.2,0.4,0,0,95.2,6,0,1,1,1,1,1,1,1,1,1
101850,ZOE LEARNING ACADEMY,04,457,92.6,6.6,0.2,0,0,0,0.7,97.8,6.6,83,1.0102,1.2778,1.0539,0.1825,0,1,1,1,1.7212
101853,PROMISE COMMUNITY SCHOOL,04,1998,23.2,69.4,3.5,0.1,3.4,0,0.6,97.5,9.9,92,0.0111,0.6588,1.0776,1.0494,0.3106,0,0.3197,1,0
101854,RICHARD MILBURN ACADEMY (SUBURBAN,04,177,34.5,59.3,4,0,0.6,0,1.7,88.1,7.9,59,1.5006,2.5746,2.8003,0.0286,0,1,0,1,0.9970
101855,MEYERPARK ELEMENTARY,04,199,75.4,21.6,3,0,0,0,0,91,5,3,0.3663,0,0.4421,1.5432,11.1111,1,1,1,1
101856,DRAW ACADEMY,04,458,1.3,98.5,0,0,0.2,0,0,100,1.7,0,1,1,1,1,1,1,1,1,1
101858,HARMONY SCHOOL OF EXCELLENCE,04,3976,18.4,40.5,30.1,0.3,8.7,0.1,1.9,47.3,4,522,1.3406,2.5862,1.7179,1.1731,0.4964,0,0.5505,0,0.6050
101859,STEPPING STONES CHARTER EL,04,307,30.6,57,2.9,1,7.8,0,0.7,85,9.8,0,1,1,1,1,1,1,1,1,1
101861,THE RHODES SCHOOL,04,683,80.4,16.3,1.2,0.3,0.9,0.1,0.9,72.6,4.4,1,1.3774,0,1.2438,0,0,0,0,0,0
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,04,2854,24,20.8,29.4,0.3,23.3,0,2.2,50.6,4.6,316,1.3947,2.5454,1.9778,0.7151,0.7858,0,0.4210,1,2.1577
101863,KOINONIA COMMUNITY LEARNING ACADEM,04,135,97,1.5,1.5,0,0,0,0,99.3,14.1,20,1.0070,0.3546,1.0309,0,0,1,1,1,1
101864,WALIPP-TSU PREPARATORY ACADEMY,04,201,91,8,0.5,0,0,0,0.5,72.6,8,46,0.8983,1.6304,1.0989,0,0,1,1,1,0
101865,VICTORY PREP,04,564,77,22.3,0.2,0,0,0,0.5,80.1,7.4,78,1.2164,1.7325,1.2654,0.0575,0,1,1,1,2.5641
101866,GLOBAL LEARNING VILLAGE,04,44,97.7,2.3,0,0,0,0,0,75,0,0,1,1,1,1,1,1,1,1,1
101867,FALLBROOK COLLEGE PREPARATORY ACAD,04,642,92.7,4.2,0.8,0.5,0.6,0,1.2,57.3,4.4,2,0.8726,0,0.5394,0,0,0,0,1,41.6667
101868,THE PRO-VISION ACADEMY,04,263,92.4,6.8,0.4,0,0,0,0.4,96.2,17.9,185,1.0002,1.2683,1.0355,0.6359,0,1,1,1,0
101869,C O R E ACADEMY,04,74,98.6,1.4,0,0,0,0,0,94.6,13.5,32,0.0330,0.2315,1.0142,0,1,1,1,1,1
101902,ALDINE ISD,04,67204,25.1,70.8,2,0.1,1.3,0.1,0.7,85.4,6.8,19282,1.0797,1.5414,1.9873,0.6713,0.6353,0.3630,0.2074,0.6742,1.3484
101903,ALIEF ISD,04,46207,30.5,51.8,3.6,0.8,12.5,0.2,0.6,81,7.5,10571,1.1021,1.9033,1.6776,0.8468,0.5545,0.5558,0.1332,0.8987,1.1352
101905,CHANNELVIEW ISD,04,8933,12.3,76.7,9,0.5,1,0.1,0.5,78.9,8.2,1077,1.0427,2.1174,2.0684,0.7566,1.5888,0.1857,0.0929,0,4.0854
101906,CROSBY ISD,04,5199,17.1,32.8,47.2,0.4,0.4,0,2,45.3,8.5,464,1.4130,1.9016,1.4998,0.7622,1.0365,0.5388,0,1,0.1078
101907,CYPRESS-FAIRBANKS ISD,04,111173,16.6,43.6,28.3,0.6,8.6,0.1,2.3,49.3,7.1,16348,1.5760,2.4347,2.1074,1.0632,0.5233,0.6729,0.1636,0.7952,0.8537
101908,DEER PARK ISD,04,12968,2.5,50.7,43.4,0.3,1.3,0,1.8,43,9.6,750,1.4822,2.9306,3.0400,1.1361,0.7250,0.4444,0.1026,1,1.6296
101910,GALENA PARK ISD,04,22515,16.6,76.1,5.3,0.4,0.8,0,0.7,80.7,8.4,2443,1.0545,2.4706,2.2341,0.7482,0.9809,0.1023,0.0512,1,0.9941
101911,GOOSE CREEK CISD,04,22228,15.7,58.1,22.9,0.3,1.4,0.1,1.6,64.6,9.4,2574,1.2407,2.2318,1.8559,0.8365,0.8771,2.2015,0.0278,0.3885,0.8984
101912,HOUSTON ISD,04,210716,25.2,62,8.2,0.2,3.5,0.1,0.9,80.6,7.5,36902,1.1332,2.6174,2.1485,0.6854,0.2987,0.5284,0.0883,0.4336,0.5058
101913,HUMBLE ISD,04,38056,18.6,32,43.5,0.4,2.9,0.4,2.1,34.5,7.9,2312,1.9420,2.8361,2.6068,0.8191,0.4693,2.0545,0.1193,2.3789,1.3182
101914,KATY ISD,04,67015,9.5,34.1,41,0.5,12.3,0.1,2.6,29,8.4,2353,2.2085,2.8687,2.6036,1.3385,0.5991,0.0850,0.1797,0.4250,1.0625
101915,KLEIN ISD,04,48003,14,38,36.3,0.4,8.4,0.1,2.8,40.9,8.3,5961,1.8055,3.3612,3.0172,0.8918,0.5647,0.4613,0.1019,1.3421,0.7849
101916,LA PORTE ISD,04,7605,6.6,45.2,44,0.5,1,0.1,2.6,48.4,10.1,433,1.3074,2.0351,1.8896,0.7613,1.1285,0.4619,0.2309,0,1.1547
101917,PASADENA ISD,04,54382,7,82.2,7.1,0.2,2.9,0,0.6,78.8,8.8,5560,1.1102,2.2952,2.0992,0.9345,1.0563,0.0899,0.1178,1,1.0192
101919,SPRING ISD,04,36358,39.9,42.7,11.2,1.1,3.7,0.1,1.3,74.2,8.1,6711,1.1706,1.8635,1.7960,0.5126,0.4284,0.5148,0.0846,1.1921,0.5043
101920,SPRING BRANCH ISD,04,35218,5,58.5,27.8,0.9,6.2,0.1,1.5,58.3,7.2,2799,1.4628,2.8135,2.7438,1.2355,0.4035,0.8733,0.0691,0,1.0480
101921,TOMBALL ISD,04,12444,4.7,29.2,57.3,0.3,5.4,0.1,3,23.6,7.6,421,2.0230,4.0630,2.2742,1.3747,0.7918,0.7918,0.0440,0,1.1085
101924,SHELDON ISD,04,7745,21.6,68,8.6,0.2,0.4,0.2,1,79.8,6.5,764,1.0497,2.3157,2.3391,0.5890,0.8675,0.6545,0.3272,0.6545,1.5707
101925,HUFFMAN ISD,04,3308,2.1,18.4,77.6,0.2,0.5,0.1,1.1,32.7,7.7,84,1.5291,2.7829,3.4014,0.5823,1.0585,0,0,0,0
102901,KARNACK ISD,07,172,62.8,14.5,13.4,0,0,0,9.3,94.8,8.1,55,0.9590,1.7957,1.1870,0.6270,1.2212,1,1,1,0
102902,MARSHALL ISD,07,5535,39,31.6,26.6,0.4,0.4,0.1,2,76,6.4,1213,1.1661,2.1898,1.8158,0.4800,0.5207,0,0.2061,0,0.0412
102903,WASKOM ISD,07,894,17.6,24.7,52.8,0,0.1,0,4.8,59.6,9.8,22,2.1354,3.2468,4.9070,0.1840,0.0861,1,0,1,0.9470
102904,HALLSVILLE ISD,07,4754,7,12.1,76.6,0.5,0.7,0.1,3.1,38.2,8.4,208,2.1018,2.4611,3.5714,1.0331,0.8034,0.9615,0,0,0.1551
102905,HARLETON ISD,07,719,2.6,5.3,89.4,0.1,0.1,0,2.4,36.6,11.1,10,0.2732,0.9009,19.2308,0,0.5593,0,0,1,0
102906,ELYSIAN FIELDS ISD,07,1029,12.1,4.3,80,0.3,0.5,0,2.8,43,10.9,2,6.9767,22.9358,4.1322,0,0.6250,0,0,1,0
103901,CHANNING ISD,16,128,0.8,18.8,79.7,0.8,0,0,0,45.3,10.2,0,1,1,1,1,1,1,1,1,1
103902,HARTLEY ISD,16,204,0,65.7,33.3,0.5,0,0,0.5,69.1,4.9,0,1,1,1,1,1,1,1,1,1
104901,HASKELL CISD,14,626,4.5,37.4,54.5,0.5,0.5,0,2.7,66.6,10.7,1,1.5015,0,22.2222,0,0,0,0,1,0
104903,RULE ISD,14,132,1.5,39.4,56.8,0,0,0,2.3,75,12.1,1,1.3333,0,0,0,1.7606,1,1,1,0
104907,PAINT CREEK ISD,14,133,0,35.3,63.9,0,0,0,0.8,70.7,8.3,0,1,1,1,1,1,1,1,1,1
105801,KATHERINE ANNE PORTER SCHOOL,13,150,1.3,16,77.3,0,1.3,0,4,52.7,11.3,1,1.8975,8.8496,0,0,1.2937,1,0,1,0
105802,TEXAS PREPARATORY SCHOOL,13,199,25.6,52.8,17.6,0.5,1.5,0,2,65.3,7,0,1,1,1,1,1,1,1,1,1
105902,SAN MARCOS CISD,13,7501,4.7,72.5,20.9,0.1,0.7,0.1,1,71.6,10.2,775,1.2345,2.0999,2.0316,0.9735,0.9261,1.2903,0.1843,1.2903,0.1290
105904,DRIPPING SPRINGS ISD,13,5085,0.6,19.2,74.6,0.4,1.4,0.1,3.7,12.8,9.1,21,2.9762,3.6630,0,0.2480,1.2128,0,0,0,1.2870
105905,WIMBERLEY ISD,13,2064,0.3,19.9,76.6,0.8,0.6,0,1.8,28.3,7.6,0,1,1,1,1,1,1,1,1,1
105906,HAYS CISD,13,17205,3.1,62.7,31.3,0.2,0.8,0,1.9,50.7,9.2,587,1.4650,2.8331,2.2531,1.1901,0.5715,0.8518,0.2129,1,0.0897
106901,CANADIAN ISD,16,973,0,45.4,53.3,0.2,0.4,0,0.6,40.8,5.9,16,0.9191,1.0593,1,0.8260,1.1726,0,0,1,0
107901,ATHENS ISD,07,3388,13.4,44.7,37.5,0.3,0.9,0.1,3.2,73.1,8.2,555,1.2349,2.4390,2.5413,0.7739,0.7159,0,0,0,1.4077
107902,BROWNSBORO ISD,07,2761,8.1,13.5,75.8,0.4,0.3,0.1,1.8,56.3,9.7,117,1.4726,2.9077,2.7435,0.0633,1.0035,0,0,8.5470,0
107904,CROSS ROADS ISD,07,598,1.7,5.5,91.6,0,0,0,1.2,45.8,11.4,9,0.2426,0,0,0,1.0917,1,1,1,0
107905,EUSTACE ISD,07,1468,1.4,10.1,85.4,0.8,0.1,0.1,2.1,69.6,13.2,2,0.7184,3.7879,0,0,0.5855,0,0,0,23.8095
107906,MALAKOFF ISD,07,1282,11.4,15.7,69.5,0.5,0.5,0.1,2.3,68.5,11.4,98,1.5045,2.5958,2.2377,0.0650,1.0277,2.0408,0,0,0.4437
107907,TRINIDAD ISD,07,181,18.2,8.8,65.2,0,0,0.6,7.2,76.2,15.5,2,0.6562,3.2258,0,0,0.7669,1,1,0,6.9444
107908,MURCHISON ISD,07,204,0,10.8,88.7,0,0,0,0.5,56.4,13.7,0,1,1,1,1,1,1,1,1,1
107910,LAPOYNOR ISD,07,475,9.5,6.3,82.7,0.2,0,0,1.3,49.1,8.8,4,0.5092,2.8409,2.6316,3.9683,0.3023,0,1,1,19.2308
108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,01,1047,0,98,1.7,0,0.1,0,0.2,90.1,7.4,16,1.1099,0,1,1.0204,0,1,0,1,0
108802,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,01,1065,0.2,91.8,5.7,0.3,1.8,0,0.2,81.7,4.7,2,0.6120,0,0,0.5447,8.7719,0,0,1,0
108804,MIDVALLEY ACADEMY CHARTER DISTRICT,01,389,0,99.2,0.8,0,0,0,0,94.1,6.4,6,1.0627,2.6042,1,1.0081,0,1,1,1,1
108807,IDEA PUBLIC SCHOOLS,01,15535,1.2,95,2.5,0.1,1,0,0.2,86.5,4.4,356,1.0814,1.8514,7.7247,0.9432,0.1124,2.8090,0.2809,1,1.4045
108808,VANGUARD ACADEMY,01,2112,0.5,96.2,3,0,0.1,0,0,82.5,3,58,1.0031,0.5747,0,1.0395,0,1,0,1,1
108809,EXCELLENCE IN LEADERSHIP ACADEMY,01,133,1.5,97.7,0.8,0,0,0,0,84.2,5.3,0,1,1,1,1,1,1,1,1,1
108902,DONNA ISD,01,15356,0.1,99.6,0.2,0,0,0,0,97.3,6.5,4591,1.0233,1.5783,0.2178,1.0036,0.1089,1,1,1,1
108903,EDCOUCH-ELSA ISD,01,5187,0.1,99.4,0.5,0,0,0.1,0,99.2,7.2,1033,0.0010,1.2907,0,1.0002,1.1617,1,1,0,1
108904,EDINBURG CISD,01,34002,0.2,98.1,1,0,0.6,0,0.1,85.3,6.5,6927,1.1253,2.0522,2.1654,0.9983,1.5880,1,0.0241,1,0.1444
108905,HIDALGO ISD,01,3242,0.1,99.8,0,0,0.1,0,0,89.9,5,82,0.0136,1.9512,0,1.0020,1,1,0,1,1
108906,MCALLEN ISD,01,25108,0.4,93.2,4.5,0.1,1.4,0,0.3,67.3,7.6,2835,1.1594,2.2371,1.1464,1.0366,0.5017,2.1164,0.1512,1,0.8230
108907,MERCEDES ISD,01,5747,0.1,98.6,0.8,0.1,0.1,0,0.2,94.7,5.7,606,1.0263,1.7660,0,0.9958,2.2690,0,0,1,0
108908,MISSION CISD,01,15344,0.1,98.8,0.9,0,0.1,0,0,83.9,7.5,2291,1.1009,2.3163,0,1.0077,0.4850,1,0,1,1
108909,PHARR-SAN JUAN-ALAMO ISD,01,31980,0.1,98.9,0.8,0,0.2,0,0,89.2,6,2072,1.1011,2.0270,0,1.0101,0.0603,1,0.2413,1,1
108910,PROGRESO ISD,01,2134,0,99.3,0.6,0,0,0,0,99.5,5.1,138,0.0073,2.5575,1,0.9852,1.2077,1,1,1,1
108911,SHARYLAND ISD,01,10242,0.5,92.2,4.9,0,2.2,0,0.2,59.3,5.9,453,1.4779,2.4694,0.4415,1.0774,0.0451,1,0,1,1.1038
108912,LA JOYA ISD,01,29645,0,99.6,0.2,0.1,0,0,0,94.9,6.5,7891,1.0308,1.4798,1,1.0038,0.0634,0.1267,1,1,1
108913,WESLACO ISD,01,17641,0.1,98.3,1.3,0.2,0.2,0,0,85.6,7.9,1389,1.1295,2.6611,0,1.0151,0.0554,0.3600,0.3600,1,1
108914,LA VILLA ISD,01,636,0,99.7,0.3,0,0,0,0,91.5,6.1,15,1.0929,5.4645,1,1.0030,0,1,1,1,1
108915,MONTE ALTO ISD,01,1018,0.2,98.9,0.9,0,0,0,0,92.7,5.4,30,1.0787,6.1728,0,1.0111,0,1,1,1,1
108916,VALLEY VIEW ISD,01,4620,0,99.8,0.2,0,0,0,0,92.4,5.8,173,0.0063,1.7939,1,1.0020,0,1,1,1,1
109901,ABBOTT ISD,12,269,0.4,10,87.4,0,0.4,0,1.9,26,9.7,2,1.9231,5.1546,0,0,0.5721,1,0,1,26.3158
109902,BYNUM ISD,12,201,4,24.4,67.7,0.5,0.5,0,3,56.2,13.9,3,0.5931,2.3981,8.3333,1.3661,0.4924,0,0,1,0
109903,COVINGTON ISD,12,270,0.4,8.5,88.9,1.1,0,0,1.1,51.1,15.2,5,0.3914,1.3158,0,0,1.1249,0,1,1,0
109904,HILLSBORO ISD,12,2003,14,59,23.8,0.3,0.7,0,2.2,74.6,11,55,1.3649,1.1570,4.8052,0.4931,0.0764,0,0,1,0.8264
109905,HUBBARD ISD,12,403,21.8,11.9,63.3,0,0.2,0,2.7,71.7,8.4,2,0.6974,5.9524,2.2936,0,0.7899,1,0,1,0
109907,ITASCA ISD,12,686,9.5,39.4,46.6,0.6,0.9,0,3.1,66.2,8.3,3,0.5035,4.0161,3.5088,0.8460,0.7153,0,0,1,0
109908,MALONE ISD,12,103,10.7,44.7,42.7,0,0,0,1.9,92.2,11.7,2,0.5423,4.2735,4.6729,0,1.1710,1,1,1,0
109910,MOUNT CALM ISD,12,182,4.4,24.2,67,0,0,0,4.4,70.9,14.8,17,1.2445,2.3847,1.3369,0.2431,1.3169,1,1,1,0
109911,WHITNEY ISD,12,1527,4.1,18.2,74.1,0.5,0.3,0,2.8,62.3,12.1,61,1.6051,2.3032,6.3974,0.0901,0.9513,0,0,1,0.5855
